date,homeTeam,awayTeam,homeScore,awayScore,homePitcher,awayPitcher,homeLine,awayLine
07/29/03,TOR,TB,8.0,9.0,Kelvim Escobar,Geremi Gonzalez,-190.0,180.0
07/27/03,TOR,BAL,10.0,1.0,Roy Halladay,Rodrigo Lopez,-185.0,175.0
07/26/03,TOR,BAL,2.0,7.0,Mark Hendrickson,Pat Hentgen,-145.0,135.0
07/25/03,TOR,BAL,5.0,3.0,Cory Lidle,Jason Johnson,-120.0,110.0
07/24/03,TOR,CHW,3.0,4.0,Kelvim Escobar,Jon Garland,-135.0,125.0
07/23/03,TOR,CHW,6.0,7.0,Roy Halladay,Mark Buehrle,-155.0,145.0
07/21/03,NYY,TOR,0.0,8.0,Jeff Weaver,Mark Hendrickson,-175.0,165.0
07/20/03,BOS,TOR,9.0,4.0,Pedro Martinez,J. Wasdin,-360.0,330.0
07/19/03,BOS,TOR,5.0,4.0,Ramiro Mendoza,Cory Lidle,-155.0,145.0
07/18/03,BOS,TOR,1.0,4.0,Tim Wakefield,Kelvim Escobar,-155.0,145.0
07/17/03,BOS,TOR,2.0,5.0,Derek Lowe,Roy Halladay,-115.0,105.0
07/13/03,TOR,NYY,2.0,6.0,Kelvim Escobar,Jeff Weaver,-105.0,-105.0
07/12/03,TOR,NYY,10.0,3.0,Roy Halladay,Mike Mussina,110.0,-120.0
07/11/03,TOR,NYY,5.0,8.0,J. Wasdin,Andy Pettitte,155.0,-165.0
07/10/03,TOR,BOS,1.0,7.0,Cory Lidle,Ramiro Mendoza,-115.0,105.0
07/09/03,TOR,BOS,7.0,8.0,Kelvim Escobar,Derek Lowe,-105.0,-105.0
07/08/03,TOR,BOS,1.0,2.0,Roy Halladay,Tim Wakefield,-140.0,130.0
07/06/03,BAL,TOR,3.0,5.0,Rodrigo Lopez,Mark Hendrickson,100.0,-110.0
07/05/03,BAL,TOR,9.0,2.0,Sidney Ponson,Cory Lidle,-105.0,-105.0
07/04/03,BAL,TOR,8.0,5.0,Rick Helling,Kelvim Escobar,140.0,-150.0
07/03/03,BAL,TOR,6.0,5.0,Jason Johnson,Doug Davis,-105.0,-105.0
07/02/03,DET,TOR,2.0,8.0,Adam Bernero,Roy Halladay,250.0,-270.0
07/01/03,DET,TOR,5.0,0.0,Matt Roney,Mark Hendrickson,190.0,-210.0
06/30/03,DET,TOR,6.0,2.0,Mike Maroth,Cory Lidle,185.0,-202.0
06/29/03,TOR,WAS,2.0,10.0,Kelvim Escobar,Tomo Ohka,-180.0,170.0
06/28/03,TOR,WAS,2.0,4.0,Doug Davis,Claudio Vargas,-125.0,115.0
06/27/03,TOR,WAS,6.0,5.0,Roy Halladay,Livan Hernandez,-230.0,210.0
06/26/03,TOR,BAL,13.0,8.0,Mark Hendrickson,Rodrigo Lopez,-165.0,155.0
06/25/03,TOR,BAL,2.0,9.0,Cory Lidle,Sidney Ponson,-145.0,135.0
06/24/03,TOR,BAL,4.0,6.0,Kelvim Escobar,Rick Helling,-220.0,200.0
06/23/03,TOR,BAL,13.0,4.0,Doug Davis,Omar Daal,-165.0,155.0
06/22/03,WAS,TOR,2.0,4.0,Livan Hernandez,Roy Halladay,150.0,-160.0
06/21/03,WAS,TOR,8.0,5.0,Sun-Woo Kim,Mark Hendrickson,120.0,-130.0
06/20/03,WAS,TOR,4.0,8.0,Javier Vazquez,Cory Lidle,-115.0,105.0
06/19/03,BAL,TOR,1.0,6.0,Rick Helling,Kelvim Escobar,145.0,-155.0
06/18/03,BAL,TOR,2.0,6.0,Omar Daal,Roy Halladay,150.0,-160.0
06/15/03,TOR,CHC,5.0,4.0,Cory Lidle,Shawn Estes,-155.0,145.0
06/14/03,TOR,CHC,2.0,4.0,Doug Davis,Mark Prior,135.0,-145.0
06/13/03,TOR,CHC,5.0,1.0,Kelvim Escobar,Kerry Wood,-105.0,-105.0
06/12/03,TOR,PIT,5.0,4.0,Mark Hendrickson,Jeff Suppan,-140.0,130.0
06/11/03,TOR,PIT,8.0,5.0,Roy Halladay,J. Damico,-190.0,180.0
06/10/03,TOR,PIT,13.0,8.0,Cory Lidle,Kris Benson,-160.0,150.0
06/08/03,CIN,TOR,0.0,5.0,Jimmy Haynes,Kelvim Escobar,-105.0,-105.0
06/07/03,CIN,TOR,9.0,8.0,Ryan Dempster,Doug Davis,-105.0,-105.0
06/06/03,CIN,TOR,2.0,9.0,John Riedling,Roy Halladay,130.0,-140.0
06/05/03,STL,TOR,13.0,5.0,Woody Williams,Mark Hendrickson,-180.0,170.0
06/04/03,STL,TOR,8.0,5.0,Jason Simontacchi,Cory Lidle,-105.0,-105.0
06/03/03,STL,TOR,11.0,5.0,Matt Morris,Kelvim Escobar,-180.0,170.0
06/01/03,TOR,BOS,11.0,8.0,Roy Halladay,Tim Wakefield,-135.0,125.0
05/31/03,TOR,BOS,10.0,7.0,Mark Hendrickson,Casey Fossum,105.0,-115.0
05/30/03,TOR,BOS,13.0,2.0,Doug Davis,J. Burkett,115.0,-125.0
05/29/03,TOR,CHW,2.0,3.0,Cory Lidle,Esteban Loaiza,-135.0,125.0
05/28/03,TOR,CHW,0.0,8.0,Kelvim Escobar,Jon Garland,-160.0,150.0
05/27/03,TOR,CHW,5.0,1.0,Roy Halladay,Bartolo Colon,-140.0,130.0
05/26/03,TOR,CHW,11.0,5.0,Mark Hendrickson,Mark Buehrle,-130.0,120.0
05/25/03,NYY,TOR,3.0,5.0,Jeff Weaver,Doug Davis,-185.0,175.0
05/24/03,NYY,TOR,2.0,5.0,David Wells,Cory Lidle,-180.0,170.0
05/23/03,NYY,TOR,2.0,6.0,Mike Mussina,Kelvim Escobar,-250.0,230.0
05/22/03,NYY,TOR,3.0,8.0,Andy Pettitte,Roy Halladay,-160.0,150.0
05/21/03,CHW,TOR,6.0,5.0,Mark Buehrle,Mark Hendrickson,-130.0,120.0
05/20/03,CHW,TOR,4.0,1.0,Bartolo Colon,Doug Davis,-165.0,155.0
05/19/03,CHW,TOR,2.0,12.0,Dan Wright,Cory Lidle,105.0,-115.0
05/18/03,KC,TOR,3.0,4.0,Kyle Snyder,Kelvim Escobar,-110.0,100.0
05/17/03,KC,TOR,4.0,7.0,Jeremy Affeldt,Roy Halladay,110.0,-120.0
05/16/03,KC,TOR,1.0,18.0,Chris George,Mark Hendrickson,-115.0,105.0
05/15/03,TOR,TB,5.0,9.0,Doug Davis,Jim Parque,-185.0,175.0
05/14/03,TOR,TB,7.0,6.0,Cory Lidle,Dewon Brazelton,-210.0,193.0
05/13/03,TOR,TB,5.0,7.0,Tanyon Sturtze,Joe Kennedy,-155.0,145.0
05/11/03,LAA,TOR,2.0,4.0,Jarrod Washburn,Roy Halladay,-145.0,135.0
05/10/03,LAA,TOR,4.0,7.0,Ramon Ortiz,Mark Hendrickson,-170.0,160.0
05/09/03,LAA,TOR,6.0,1.0,Aaron Sele,Doug Davis,-145.0,135.0
05/08/03,TEX,TOR,6.0,8.0,Ryan Drese,Cory Lidle,105.0,-115.0
05/07/03,TEX,TOR,5.0,4.0,Joaquin Benoit,Tanyon Sturtze,-125.0,115.0
05/06/03,TEX,TOR,5.0,15.0,Colby Lewis,Roy Halladay,100.0,-110.0
05/04/03,TOR,LAA,8.0,2.0,Mark Hendrickson,Ramon Ortiz,130.0,-140.0
05/03/03,TOR,LAA,7.0,1.0,Doug Davis,Scot Shields,130.0,-140.0
05/02/03,TOR,LAA,3.0,1.0,Cory Lidle,John Lackey,-110.0,100.0
05/01/03,TOR,TEX,7.0,6.0,Roy Halladay,Colby Lewis,-145.0,135.0
04/30/03,TOR,TEX,3.0,11.0,Tanyon Sturtze,Ryan Drese,-140.0,130.0
04/29/03,TOR,TEX,11.0,16.0,Mark Hendrickson,John Thomson,-120.0,110.0
04/27/03,TOR,KC,10.0,9.0,Pete Walker,Runelvys Hernandez,-105.0,-105.0
04/26/03,TOR,KC,6.0,9.0,Cory Lidle,Miguel Asencio,-145.0,135.0
04/25/03,TOR,KC,6.0,5.0,Roy Halladay,Darrell May,-165.0,155.0
04/24/03,TB,TOR,3.0,5.0,Jorge Sosa,Tanyon Sturtze,120.0,-130.0
04/23/03,TB,TOR,4.0,3.0,Victor Zambrano,Mark Hendrickson,135.0,-145.0
04/22/03,TB,TOR,4.0,3.0,Joe Kennedy,Pete Walker,120.0,-130.0
04/21/03,BOS,TOR,6.0,11.0,J. Burkett,Cory Lidle,-150.0,140.0
04/20/03,BOS,TOR,6.0,5.0,Casey Fossum,Roy Halladay,-130.0,120.0
04/19/03,BOS,TOR,7.0,2.0,Derek Lowe,Tanyon Sturtze,-230.0,210.0
04/18/03,BOS,TOR,7.0,3.0,Tim Wakefield,Mark Hendrickson,-185.0,175.0
04/17/03,NYY,TOR,4.0,0.0,Jeff Weaver,Pete Walker,-210.0,193.0
04/16/03,NYY,TOR,6.0,7.0,David Wells,Cory Lidle,-200.0,188.0
04/15/03,NYY,TOR,5.0,0.0,Mike Mussina,Roy Halladay,-170.0,160.0
04/14/03,NYY,TOR,10.0,9.0,Andy Pettitte,Tanyon Sturtze,-240.0,220.0
04/13/03,TOR,MIN,3.0,9.0,Mark Hendrickson,Joe Mays,-115.0,105.0
04/12/03,TOR,MIN,6.0,9.0,Pete Walker,Brad Radke,110.0,-120.0
04/11/03,TOR,MIN,4.0,6.0,Cory Lidle,Kenny Rogers,-130.0,120.0
04/10/03,TOR,BOS,7.0,8.0,Roy Halladay,J. Burkett,-130.0,120.0
04/09/03,TOR,BOS,10.0,5.0,Tanyon Sturtze,Casey Fossum,135.0,-145.0
04/08/03,TOR,BOS,8.0,4.0,Mark Hendrickson,Derek Lowe,150.0,-160.0
04/06/03,MIN,TOR,1.0,8.0,Brad Radke,Cory Lidle,-170.0,160.0
04/05/03,MIN,TOR,3.0,4.0,Kenny Rogers,Roy Halladay,-115.0,105.0
04/04/03,MIN,TOR,2.0,7.0,Rick Reed,Tanyon Sturtze,-175.0,165.0
04/02/03,TOR,NYY,7.0,9.0,Mark Hendrickson,Mike Mussina,135.0,-145.0
04/01/03,TOR,NYY,1.0,10.0,Cory Lidle,Andy Pettitte,120.0,-130.0
03/31/03,TOR,NYY,4.0,8.0,Roy Halladay,Roger Clemens,110.0,-120.0
09/28/03,HOU,MIL,8.0,5.0,Kirk Saarloos,Luis Martinez,-155.0,140.0
09/27/03,HOU,MIL,2.0,5.0,Ron Villone,Wes Obermueller,-250.0,220.0
09/26/03,HOU,MIL,5.0,12.0,Jeriome Robertson,Wayne Franklin,-210.0,190.0
09/25/03,HOU,MIL,6.0,1.0,Tim Redding,Doug Davis,-200.0,185.0
09/24/03,HOU,SF,2.0,1.0,Roy Oswalt,Sidney Ponson,-200.0,185.0
09/23/03,HOU,SF,3.0,10.0,Wade Miller,Jason Schmidt,100.0,-110.0
09/22/03,HOU,SF,3.0,6.0,Ron Villone,Jerome Williams,-120.0,110.0
09/21/03,STL,HOU,6.0,4.0,Sterling Hitchcock,Jeriome Robertson,-110.0,100.0
09/20/03,STL,HOU,3.0,2.0,Brett Tomko,Tim Redding,-120.0,110.0
09/19/03,STL,HOU,1.0,8.0,Matt Morris,Roy Oswalt,-120.0,110.0
09/18/03,COL,HOU,0.0,6.0,Jose Jimenez,Wade Miller,145.0,-160.0
09/17/03,COL,HOU,7.0,5.0,Darren Oliver,Ron Villone,110.0,-120.0
09/16/03,COL,HOU,4.0,14.0,Chin-Hui Tsao,Jeriome Robertson,110.0,-120.0
09/14/03,HOU,STL,4.0,1.0,Tim Redding,Dan Haren,-135.0,125.0
09/13/03,HOU,STL,2.0,0.0,Roy Oswalt,Matt Morris,-115.0,105.0
09/12/03,HOU,STL,14.0,5.0,Wade Miller,Woody Williams,-130.0,120.0
09/11/03,MIL,HOU,5.0,3.0,Ben Sheets,Ron Villone,110.0,-120.0
09/10/03,MIL,HOU,1.0,3.0,Luis Martinez,Jeriome Robertson,140.0,-155.0
09/09/03,MIL,HOU,6.0,7.0,Wes Obermueller,Tim Redding,130.0,-140.0
09/08/03,MIL,HOU,4.0,8.0,Wayne Franklin,Roy Oswalt,145.0,-160.0
09/07/03,SD,HOU,7.0,1.0,Jake Peavy,Wade Miller,130.0,-140.0
09/06/03,SD,HOU,4.0,10.0,Kevin Jarvis,Ron Villone,105.0,-115.0
09/05/03,SD,HOU,4.0,5.0,Adam Eaton,Jared Fernandez,-105.0,-105.0
09/03/03,LAD,HOU,2.0,8.0,Kevin Brown,Jeriome Robertson,-185.0,170.0
09/02/03,LAD,HOU,4.0,1.0,Victor Alvarez,Tim Redding,-115.0,105.0
09/01/03,LAD,HOU,1.0,10.0,Hideo Nomo,Wade Miller,-110.0,100.0
08/31/03,HOU,SD,1.0,3.0,Ron Villone,Jake Peavy,-155.0,140.0
08/30/03,HOU,SD,11.0,6.0,Jared Fernandez,Kevin Jarvis,-145.0,135.0
08/29/03,HOU,SD,1.0,7.0,Jeriome Robertson,Adam Eaton,-155.0,140.0
08/28/03,HOU,LAD,3.0,6.0,Tim Redding,Wilson Alvarez,-140.0,130.0
08/27/03,HOU,LAD,6.0,1.0,Wade Miller,Hideo Nomo,-135.0,125.0
08/26/03,HOU,LAD,18.0,4.0,Ron Villone,Odalis Perez,-130.0,120.0
08/24/03,HOU,CIN,6.0,3.0,Jeriome Robertson,John Bale,-175.0,160.0
08/23/03,HOU,CIN,1.0,3.0,Tim Redding,Paul Wilson,-220.0,185.0
08/22/03,HOU,CIN,3.0,4.0,Wade Miller,S. Etherton,-270.0,240.0
08/21/03,HOU,CHC,9.0,3.0,Ron Villone,Kerry Wood,115.0,-125.0
08/20/03,HOU,CHC,0.0,6.0,Jared Fernandez,Mark Prior,145.0,-160.0
08/19/03,HOU,CHC,12.0,8.0,Jeriome Robertson,Matt Clement,100.0,-110.0
08/17/03,CIN,HOU,4.0,3.0,Paul Wilson,Tim Redding,135.0,-145.0
08/16/03,CIN,HOU,2.0,5.0,S. Etherton,Wade Miller,185.0,-200.0
08/15/03,CIN,HOU,9.0,7.0,Danny Graves,Ron Villone,125.0,-135.0
08/14/03,CHC,HOU,7.0,1.0,Matt Clement,Jared Fernandez,-155.0,140.0
08/13/03,CHC,HOU,6.0,4.0,Shawn Estes,Jeriome Robertson,-105.0,-105.0
08/12/03,CHC,HOU,3.0,0.0,Carlos Zambrano,Tim Redding,-135.0,120.0
08/11/03,CHC,HOU,1.0,3.0,Kerry Wood,Wade Miller,-135.0,125.0
08/10/03,HOU,WAS,8.0,2.0,Ron Villone,Scott Downs,-180.0,165.0
08/09/03,HOU,WAS,1.0,3.0,Jared Fernandez,Livan Hernandez,-110.0,-110.0
08/08/03,HOU,WAS,5.0,1.0,Jeriome Robertson,Javier Vazquez,-105.0,-105.0
08/07/03,HOU,NYM,4.0,5.0,Tim Redding,Steve Trachsel,-190.0,175.0
08/06/03,HOU,NYM,11.0,1.0,Wade Miller,Aaron Heilman,-230.0,210.0
08/05/03,HOU,NYM,1.0,10.0,Ron Villone,Al Leiter,-155.0,145.0
08/03/03,MIA,HOU,1.0,3.0,Mark Redman,Jared Fernandez,-175.0,165.0
08/02/03,MIA,HOU,5.0,2.0,Carl Pavano,Jeriome Robertson,-130.0,120.0
08/01/03,MIA,HOU,1.0,2.0,Josh Beckett,Tim Redding,-145.0,135.0
07/31/03,ATL,HOU,7.0,4.0,Shane Reynolds,Wade Miller,-115.0,105.0
07/30/03,ATL,HOU,3.0,7.0,Horacio Ramirez,Ron Villone,-140.0,130.0
07/29/03,ATL,HOU,6.0,3.0,Russ Ortiz,Roy Oswalt,-125.0,115.0
07/27/03,HOU,CHC,3.0,5.0,Jeriome Robertson,Shawn Estes,-185.0,175.0
07/26/03,HOU,CHC,3.0,1.0,Tim Redding,Jose Cruz,-165.0,155.0
07/25/03,HOU,CHC,3.0,5.0,Wade Miller,Carlos Zambrano,-145.0,135.0
07/24/03,MIL,HOU,2.0,1.0,Ben Sheets,Ron Villone,105.0,-115.0
07/23/03,MIL,HOU,2.0,3.0,Glendon Rusch,Roy Oswalt,200.0,-220.0
07/22/03,PIT,HOU,0.0,2.0,Salomon Torres,Jeriome Robertson,140.0,-150.0
07/21/03,PIT,HOU,5.0,3.0,Josh Fogg,Tim Redding,130.0,-140.0
07/20/03,CIN,HOU,3.0,6.0,Danny Graves,Wade Miller,160.0,-170.0
07/19/03,CIN,HOU,8.0,9.0,Jimmy Haynes,Ron Villone,130.0,-140.0
07/18/03,CIN,HOU,3.0,5.0,Ryan Dempster,Roy Oswalt,175.0,-185.0
07/17/03,CIN,HOU,4.0,5.0,Paul Wilson,Jeriome Robertson,125.0,-135.0
07/13/03,HOU,PIT,5.0,2.0,Tim Redding,Josh Fogg,-170.0,160.0
07/12/03,HOU,PIT,2.0,5.0,Roy Oswalt,Kip Wells,-220.0,200.0
07/11/03,HOU,PIT,4.0,2.0,Wade Miller,J. Damico,-180.0,170.0
07/10/03,HOU,CIN,11.0,2.0,Ron Villone,Paul Wilson,-165.0,155.0
07/09/03,HOU,CIN,12.0,2.0,Jeriome Robertson,Danny Graves,-165.0,155.0
07/08/03,HOU,CIN,6.0,3.0,Tim Redding,Jimmy Haynes,-165.0,155.0
07/07/03,HOU,CIN,7.0,1.0,Roy Oswalt,Ryan Dempster,-230.0,210.0
07/06/03,PIT,HOU,8.0,3.0,J. Damico,Wade Miller,135.0,-145.0
07/05/03,PIT,HOU,4.0,3.0,Jeff Suppan,Kirk Saarloos,-115.0,105.0
07/04/03,PIT,HOU,3.0,2.0,Kris Benson,Ron Villone,115.0,-125.0
07/03/03,HOU,MIL,7.0,3.0,Jeriome Robertson,Matt Kinney,-175.0,165.0
07/02/03,HOU,MIL,3.0,5.0,Tim Redding,Wayne Franklin,-170.0,160.0
07/01/03,HOU,MIL,6.0,5.0,Wade Miller,Ben Sheets,-210.0,193.0
06/29/03,HOU,TEX,5.0,8.0,Ron Villone,Mario Ramos,-160.0,150.0
06/28/03,HOU,TEX,2.0,0.0,Jeriome Robertson,Tony Mounce,-160.0,150.0
06/27/03,HOU,TEX,7.0,10.0,Rodrigo Rosario,Joaquin Benoit,-155.0,145.0
06/25/03,ARI,HOU,3.0,2.0,Elmer Dessens,Wade Miller,130.0,-140.0
06/24/03,ARI,HOU,12.0,5.0,Miguel Batista,Tim Redding,-135.0,125.0
06/23/03,ARI,HOU,7.0,6.0,Brandon Webb,Ron Villone,-140.0,130.0
06/22/03,TEX,HOU,1.0,3.0,Joaquin Benoit,Jeriome Robertson,100.0,-110.0
06/21/03,TEX,HOU,5.0,9.0,Ismael Valdez,Rodrigo Rosario,-120.0,110.0
06/20/03,TEX,HOU,3.0,12.0,John Thomson,Wade Miller,135.0,-145.0
06/19/03,HOU,ARI,2.0,4.0,Tim Redding,Miguel Batista,-135.0,125.0
06/18/03,HOU,ARI,1.0,2.0,Ron Villone,Brandon Webb,-115.0,105.0
06/17/03,HOU,ARI,4.0,3.0,Jeriome Robertson,Andrew Good,-155.0,145.0
06/15/03,BOS,HOU,3.0,2.0,Byung-Hyun Kim,Wade Miller,-115.0,105.0
06/14/03,BOS,HOU,8.0,4.0,Derek Lowe,Tim Redding,-165.0,155.0
06/13/03,BOS,HOU,4.0,3.0,R. Rupe,J. Johnson,-125.0,115.0
06/12/03,NYY,HOU,6.0,5.0,David Wells,Jeriome Robertson,-185.0,175.0
06/11/03,NYY,HOU,0.0,8.0,Jeff Weaver,Roy Oswalt,110.0,-120.0
06/10/03,NYY,HOU,5.0,3.0,Mike Mussina,Wade Miller,-155.0,145.0
06/08/03,HOU,TB,2.0,1.0,Tim Redding,Victor Zambrano,-190.0,180.0
06/07/03,HOU,TB,5.0,4.0,J. Johnson,Geremi Gonzalez,-180.0,170.0
06/06/03,HOU,TB,11.0,8.0,Jeriome Robertson,Nick Bierbrodt,-250.0,230.0
06/05/03,HOU,BAL,11.0,1.0,Roy Oswalt,Omar Daal,-220.0,200.0
06/04/03,HOU,BAL,6.0,4.0,Wade Miller,Pat Hentgen,-210.0,193.0
06/03/03,HOU,BAL,11.0,6.0,Tim Redding,Jason Johnson,-145.0,135.0
06/01/03,CHC,HOU,3.0,9.0,Kerry Wood,Jeriome Robertson,-200.0,188.0
05/31/03,CHC,HOU,1.0,0.0,Carlos Zambrano,Roy Oswalt,105.0,-115.0
05/30/03,CHC,HOU,1.0,9.0,Shawn Estes,Wade Miller,-110.0,100.0
05/29/03,STL,HOU,4.0,7.0,Matt Morris,Tim Redding,-210.0,193.0
05/28/03,STL,HOU,3.0,1.0,Jason Simontacchi,J. Johnson,-155.0,145.0
05/27/03,STL,HOU,4.0,7.0,Brett Tomko,Jeriome Robertson,-155.0,145.0
05/26/03,STL,HOU,10.0,5.0,Woody Williams,Pete Munro,-200.0,188.0
05/25/03,HOU,CHC,3.0,7.0,Wade Miller,Carlos Zambrano,-145.0,135.0
05/24/03,HOU,CHC,2.0,3.0,Tim Redding,Shawn Estes,-145.0,135.0
05/23/03,HOU,CHC,7.0,5.0,Scott Linebrink,Mark Prior,135.0,-145.0
05/22/03,HOU,STL,5.0,2.0,Jeriome Robertson,Brett Tomko,-105.0,-105.0
05/21/03,HOU,STL,4.0,7.0,Pete Munro,Woody Williams,125.0,-135.0
05/20/03,HOU,STL,3.0,2.0,Wade Miller,Garrett Stephenson,-145.0,135.0
05/18/03,HOU,PHI,1.0,3.0,Tim Redding,Kevin Millwood,115.0,-125.0
05/17/03,HOU,PHI,4.0,9.0,Scott Linebrink,Brandon Duckworth,-125.0,115.0
05/16/03,HOU,PHI,4.0,2.0,Jeriome Robertson,Vicente Padilla,-105.0,-105.0
05/15/03,PIT,HOU,2.0,6.0,Kris Benson,Roy Oswalt,140.0,-150.0
05/14/03,PIT,HOU,3.0,2.0,J. Damico,Wade Miller,140.0,-150.0
05/13/03,PIT,HOU,3.0,6.0,Jeff Suppan,Tim Redding,115.0,-125.0
05/12/03,PIT,HOU,4.0,9.0,Salomon Torres,Scott Linebrink,105.0,-115.0
05/11/03,PHI,HOU,7.0,10.0,Vicente Padilla,Kirk Saarloos,-155.0,145.0
05/10/03,PHI,HOU,2.0,0.0,Randy Wolf,Wade Miller,-120.0,110.0
05/09/03,PHI,HOU,5.0,3.0,Brett Myers,Roy Oswalt,110.0,-120.0
05/08/03,HOU,PIT,6.0,2.0,Tim Redding,Jeff Suppan,-155.0,145.0
05/07/03,HOU,PIT,13.0,4.0,Scott Linebrink,Salomon Torres,-145.0,135.0
