"Name","Team","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Jose Fernandez","Marlins","28","28","172.2","9.75","3.02","0.52",".240","79.4 %","45.1 %","7.1 %","2.19","2.73","3.08","4.1","11530"
"Brett Oberholtzer","Astros","10","10","64.1","5.74","1.82","0.70",".250","78.7 %","36.3 %","5.9 %","2.24","3.39","4.18","1.4","3855"
"Alex Colome","Rays","3","3","16.0","6.75","5.06","1.13",".255","75.5 %","42.9 %","11.8 %","2.25","5.05","4.87","0.0","6661"
"Adam Warren","Yankees","2","2","8.0","9.00","3.38","1.13",".238","93.0 %","36.4 %","10.0 %","2.25","4.17","4.26","0.1","9029"
"Matt Harvey","Mets","26","26","178.1","9.64","1.56","0.35",".280","77.4 %","47.7 %","4.7 %","2.27","2.00","2.63","6.5","11713"
"Joe Kelly","Cardinals","15","15","87.0","4.76","3.52","0.52",".271","82.0 %","53.2 %","6.6 %","2.28","3.98","4.43","0.7","9761"
"Brandon Cumpton","Pirates","5","5","27.2","6.18","1.63","0.33",".256","76.1 %","55.8 %","4.2 %","2.28","2.79","3.51","0.6","11366"
"Jenrry Mejia","Mets","5","5","27.1","8.89","1.32","0.66",".329","78.8 %","58.0 %","12.5 %","2.30","2.46","2.31","0.8","8476"
"Brandon Workman","Red Sox","3","3","18.1","8.84","1.96","0.49",".286","79.6 %","28.6 %","4.8 %","2.45","2.45","3.30","0.6","11428"
"Anibal Sanchez","Tigers","29","29","182.0","9.99","2.67","0.45",".307","78.2 %","45.4 %","5.8 %","2.57","2.39","2.91","6.0","3284"
"Sean O'Sullivan","Padres","3","3","17.1","4.67","5.71","0.00",".300","80.0 %","44.1 %","0.0 %","2.60","4.09","5.90","0.1","9137"
"Zack Greinke","Dodgers","28","28","177.2","7.50","2.33","0.66",".276","80.8 %","45.6 %","8.6 %","2.63","3.23","3.45","3.4","1943"
"Bartolo Colon","Athletics","30","30","190.1","5.53","1.37","0.66",".294","80.0 %","41.5 %","6.0 %","2.65","3.23","3.95","3.8","375"
"Hisashi Iwakuma","Mariners","33","33","219.2","7.58","1.72","1.02",".252","81.9 %","48.7 %","11.8 %","2.66","3.44","3.28","3.9","13048"
"Alex Cobb","Rays","22","22","143.1","8.41","2.83","0.82",".279","81.4 %","55.8 %","14.8 %","2.76","3.36","3.02","2.5","6562"
"Madison Bumgarner","Giants","31","31","201.1","8.90","2.77","0.67",".251","75.7 %","46.8 %","8.2 %","2.77","3.05","3.32","3.8","5524"
"Tony Cingrani","Reds","18","18","97.1","10.08","3.33","1.29",".228","83.9 %","33.8 %","13.1 %","2.77","3.85","3.48","1.4","12555"
"Jeanmar Gomez","Pirates","8","8","35.1","5.35","2.80","1.02",".208","74.1 %","51.9 %","12.1 %","2.80","4.35","4.15","0.1","9033"
"Johnny Cueto","Reds","11","11","60.2","7.57","2.67","1.04",".236","81.5 %","50.9 %","17.1 %","2.82","3.81","3.23","0.8","6893"
"Yu Darvish","Rangers","32","32","209.2","11.89","3.43","1.12",".264","83.9 %","41.0 %","14.4 %","2.83","3.28","2.84","4.5","13074"
"Michael Wacha","Cardinals","9","9","54.0","7.67","2.83","0.67",".265","79.4 %","44.2 %","6.8 %","2.83","3.25","3.78","1.0","14078"
"Sonny Gray","Athletics","10","10","60.0","9.15","2.85","0.60",".278","73.7 %","53.6 %","8.9 %","2.85","2.83","2.99","1.4","12768"
"Cliff Lee","Phillies","31","31","222.2","8.97","1.29","0.89",".287","76.7 %","44.3 %","10.9 %","2.87","2.82","2.78","5.5","1636"
"Max Scherzer","Tigers","32","32","214.1","10.08","2.35","0.76",".259","74.4 %","36.3 %","7.6 %","2.90","2.74","3.16","6.1","3137"
"Adam Wainwright","Cardinals","34","34","241.2","8.16","1.30","0.56",".305","74.5 %","49.1 %","8.1 %","2.94","2.55","2.80","6.6","2233"
"Chad Billingsley","Dodgers","2","2","12.0","4.50","3.75","0.75",".297","83.3 %","41.7 %","8.3 %","3.00","4.38","4.66","0.1","5842"
"Stephen Strasburg","Nationals","30","30","183.0","9.39","2.75","0.79",".263","73.2 %","51.5 %","11.1 %","3.00","3.21","3.15","3.3","10131"
"Hyun-Jin Ryu","Dodgers","30","30","192.0","7.22","2.30","0.70",".296","78.2 %","50.6 %","8.7 %","3.00","3.24","3.46","3.6","14444"
"Francisco Liriano","Pirates","26","26","161.0","9.11","3.52","0.50",".290","77.6 %","50.5 %","8.3 %","3.02","2.92","3.12","3.3","3201"
"Stephen Fife","Dodgers","10","10","53.1","7.09","2.87","1.01",".329","81.3 %","51.9 %","13.6 %","3.04","4.17","3.84","0.4","8077"
"Felix Hernandez","Mariners","31","31","204.1","9.51","2.03","0.66",".314","75.1 %","51.4 %","10.0 %","3.04","2.61","2.66","5.7","4772"
"Andrew Cashner","Padres","26","26","165.2","6.46","2.23","0.60",".270","72.0 %","52.8 %","7.9 %","3.04","3.29","3.58","2.7","8782"
"Shelby Miller","Cardinals","31","31","173.1","8.77","2.96","1.04",".280","80.1 %","38.4 %","10.1 %","3.06","3.67","3.73","2.4","10197"
"Tyson Ross","Padres","16","16","94.0","9.29","3.16","0.48",".275","71.6 %","55.6 %","7.4 %","3.06","2.92","3.22","1.9","7872"
"Chris Sale","White Sox","30","30","214.1","9.49","1.93","0.97",".289","77.0 %","46.6 %","12.5 %","3.07","3.17","2.95","4.9","10603"
"Travis Wood","Cubs","32","32","200.0","6.48","2.97","0.81",".248","77.4 %","33.2 %","6.9 %","3.11","3.89","4.50","2.7","9884"
"Kris Medlen","Braves","31","31","194.0","7.19","2.13","0.79",".297","76.3 %","45.0 %","9.4 %","3.11","3.42","3.55","2.8","9417"
"Danny Salazar","Indians","10","10","52.0","11.25","2.60","1.21",".298","83.3 %","34.4 %","13.7 %","3.12","3.16","2.75","1.2","5867"
"James Shields","Royals","34","34","228.2","7.71","2.68","0.79",".298","79.5 %","41.6 %","8.6 %","3.15","3.47","3.72","4.0","7059"
"Tyler Chatwood","Rockies","20","20","111.1","5.34","3.31","0.40",".314","76.3 %","58.5 %","6.7 %","3.15","3.66","4.00","1.8","4338"
"Mat Latos","Reds","32","32","210.2","7.99","2.48","0.60",".299","74.6 %","45.1 %","6.9 %","3.16","3.10","3.56","4.8","3815"
"Ivan Nova","Yankees","20","20","127.2","7.33","2.96","0.56",".309","79.1 %","54.0 %","8.2 %","3.17","3.55","3.77","2.2","1994"
"Julio Teheran","Braves","30","30","185.2","8.24","2.18","1.07",".288","80.9 %","37.8 %","10.1 %","3.20","3.69","3.76","2.5","6797"
"Mike Minor","Braves","32","32","204.2","7.96","2.02","0.97",".272","75.1 %","35.0 %","8.8 %","3.21","3.37","3.64","3.5","10021"
"Chris Archer","Rays","23","23","128.2","7.06","2.66","1.05",".253","78.8 %","46.8 %","11.7 %","3.22","4.07","3.91","1.3","6345"
"Gerrit Cole","Pirates","19","19","117.1","7.67","2.15","0.54",".308","74.5 %","49.1 %","8.1 %","3.22","2.91","3.14","2.5","13125"
"Alexi Ogando","Rangers","18","18","97.2","6.17","3.50","1.01",".259","80.7 %","40.1 %","9.0 %","3.23","4.46","4.70","0.8","10261"
"Ervin Santana","Royals","32","32","211.0","6.87","2.18","1.11",".267","76.9 %","46.2 %","12.4 %","3.24","3.93","3.69","2.5","3200"
"Jordan Zimmermann","Nationals","32","32","213.1","6.79","1.69","0.80",".271","74.4 %","47.6 %","9.5 %","3.25","3.36","3.48","3.7","4505"
"Erik Johnson","White Sox","5","5","27.2","5.86","3.58","1.63",".290","75.7 %","46.4 %","14.7 %","3.25","5.40","4.73","-0.1","12520"
"Charlie Morton","Pirates","20","20","116.0","6.59","2.79","0.47",".306","72.8 %","62.9 %","9.2 %","3.26","3.60","3.69","1.5","4676"
"Jered Weaver","Angels","24","24","154.1","6.82","2.16","0.99",".268","78.5 %","30.8 %","7.8 %","3.27","3.82","4.31","2.3","4235"
"Matt Moore","Rays","27","27","150.1","8.56","4.55","0.84",".259","78.6 %","39.4 %","8.0 %","3.29","3.95","4.32","1.8","1890"
"A.J. Burnett","Pirates","30","30","191.0","9.85","3.16","0.52",".305","71.8 %","56.5 %","9.1 %","3.30","2.80","2.92","4.2","512"
"Ubaldo Jimenez","Indians","32","32","182.2","9.56","3.94","0.79",".304","76.5 %","43.9 %","9.0 %","3.30","3.43","3.62","3.4","3374"
"Hiroki Kuroda","Yankees","32","32","201.1","6.71","1.92","0.89",".282","75.8 %","46.6 %","10.3 %","3.31","3.56","3.60","3.7","3283"
"David Price","Rays","27","27","186.2","7.28","1.30","0.77",".298","70.0 %","44.9 %","8.6 %","3.33","3.03","3.27","4.4","3184"
"Kyle Lohse","Brewers","32","32","198.2","5.66","1.63","1.18",".276","79.1 %","40.2 %","10.8 %","3.35","4.08","4.03","2.3","739"
"Gio Gonzalez","Nationals","32","32","195.2","8.83","3.50","0.78",".286","75.3 %","43.9 %","9.7 %","3.36","3.41","3.51","3.2","7448"
"Mike Leake","Reds","31","31","192.1","5.71","2.25","0.98",".285","77.7 %","48.7 %","11.5 %","3.37","4.04","3.91","2.0","10130"
"Billy Buckner","Angels","2","2","8.0","2.25","4.50","2.25",".269","98.2 %","37.0 %","18.2 %","3.38","7.67","6.30","-0.2","8253"
"Nathan Eovaldi","Marlins","18","18","106.1","6.60","3.39","0.59",".286","73.9 %","43.8 %","6.4 %","3.39","3.59","4.15","1.4","9132"
"C.J. Wilson","Angels","33","33","212.1","7.97","3.60","0.64",".300","73.5 %","44.4 %","7.2 %","3.39","3.51","3.93","3.2","3580"
"Patrick Corbin","Diamondbacks","32","32","208.1","7.69","2.33","0.82",".283","75.9 %","46.7 %","10.1 %","3.41","3.43","3.48","3.5","9323"
"Zack Wheeler","Mets","17","17","100.0","7.56","4.14","0.90",".279","77.8 %","43.2 %","10.2 %","3.42","4.17","4.21","0.9","10310"
"Derek Holland","Rangers","33","33","213.0","7.99","2.70","0.85",".307","75.1 %","40.8 %","8.8 %","3.42","3.44","3.68","4.3","4141"
"Justin Verlander","Tigers","34","34","218.1","8.95","3.09","0.78",".316","74.5 %","38.4 %","7.8 %","3.46","3.28","3.67","4.9","8700"
"Jhoulys Chacin","Rockies","31","31","197.1","5.75","2.78","0.50",".288","71.9 %","46.8 %","6.2 %","3.47","3.47","3.97","3.9","2608"
"Homer Bailey","Reds","32","32","209.0","8.57","2.33","0.86",".284","73.7 %","46.1 %","10.2 %","3.49","3.31","3.34","4.1","8362"
"Jorge de la Rosa","Rockies","30","30","167.2","6.01","3.33","0.59",".303","75.4 %","47.3 %","7.7 %","3.49","3.76","4.08","2.6","2047"
"Jose Quintana","White Sox","33","33","200.0","7.38","2.52","1.03",".283","76.6 %","42.5 %","10.2 %","3.51","3.82","3.86","3.5","11423"
"Hector Santiago","White Sox","23","23","130.2","8.40","4.27","1.10",".287","78.2 %","36.2 %","9.5 %","3.51","4.49","4.66","1.3","4026"
"Jeff Locke","Pirates","30","30","166.1","6.76","4.55","0.60",".278","75.7 %","53.2 %","8.9 %","3.52","4.03","4.19","1.3","2929"
"Justin Masterson","Indians","29","29","189.1","8.94","3.57","0.62",".286","75.1 %","58.0 %","10.8 %","3.52","3.40","3.37","3.4","2038"
"John Lackey","Red Sox","29","29","189.1","7.65","1.90","1.24",".281","76.9 %","46.8 %","13.3 %","3.52","3.86","3.49","2.4","1507"
"Yordano Ventura","Royals","3","3","15.1","6.46","3.52","1.76",".227","87.8 %","48.9 %","17.6 %","3.52","5.33","4.30","-0.1","11855"
"Ross Ohlendorf","Nationals","7","7","38.1","5.63","2.11","1.41",".250","82.0 %","41.0 %","13.0 %","3.52","4.61","4.22","0.1","8268"
"Chad Gaudin","Giants","12","12","66.1","8.14","3.53","0.68",".281","74.0 %","34.9 %","6.7 %","3.53","3.44","4.00","0.9","1783"
"Alex Wood","Braves","11","11","56.0","8.68","3.54","0.48",".339","74.6 %","46.3 %","6.0 %","3.54","3.05","3.57","1.2","13781"
"Wade Miley","Diamondbacks","33","33","202.2","6.53","2.93","0.93",".296","75.8 %","52.0 %","12.5 %","3.55","3.98","3.77","1.8","8779"
"Jaime Garcia","Cardinals","9","9","55.1","6.99","2.44","0.98",".300","72.3 %","63.0 %","15.4 %","3.58","3.72","3.27","0.6","8137"
"Yusmeiro Petit","Giants","7","7","42.2","8.44","2.32","0.63",".306","72.7 %","29.5 %","5.8 %","3.59","2.86","3.61","0.9","4020"
"Wandy Rodriguez","Pirates","12","12","62.2","6.61","1.72","1.44",".255","80.0 %","42.3 %","13.2 %","3.59","4.42","4.00","0.3","2586"
"Henderson Alvarez","Marlins","17","17","102.2","5.00","2.37","0.18",".271","67.7 %","53.5 %","2.6 %","3.59","3.18","3.97","1.8","5669"
"Cole Hamels","Phillies","33","33","220.0","8.26","2.05","0.86",".295","72.5 %","42.7 %","9.1 %","3.60","3.26","3.44","4.5","4972"
"Franklin Morales","Red Sox","1","1","5.0","3.60","3.60","1.80",".214","87.0 %","40.0 %","25.0 %","3.60","6.05","4.54","-0.1","5088"
"Scott Baker","Cubs","3","3","15.0","3.60","2.40","1.80",".136","79.6 %","28.3 %","11.1 %","3.60","5.65","5.51","-0.1","6176"
"Chad Jenkins","Blue Jays","3","3","15.0","3.60","2.40","0.60",".327","74.1 %","42.3 %","6.7 %","3.60","4.11","4.61","0.1","10326"
"Taijuan Walker","Mariners","3","3","15.0","7.20","2.40","0.00",".250","53.3 %","38.1 %","0.0 %","3.60","2.25","3.80","0.5","11836"
"Bruce Chen","Royals","15","15","87.1","5.56","2.37","1.03",".235","74.1 %","26.7 %","7.0 %","3.61","4.12","4.86","1.1","769"
"Dillon Gee","Mets","32","32","199.0","6.42","2.13","1.09",".296","77.9 %","42.6 %","10.1 %","3.62","4.00","4.07","1.9","7396"
"Martin Perez","Rangers","20","20","124.1","6.08","2.68","1.09",".292","77.0 %","48.1 %","12.0 %","3.62","4.23","4.04","1.3","6902"
"Taylor Jordan","Nationals","9","9","51.2","5.05","1.92","0.52",".322","66.9 %","57.5 %","7.5 %","3.66","3.49","3.80","0.7","10466"
"Doug Fister","Tigers","32","32","207.2","6.85","1.91","0.61",".332","73.4 %","54.6 %","9.0 %","3.68","3.27","3.42","4.1","9425"
"Chris Tillman","Orioles","33","33","206.1","7.81","2.97","1.44",".269","80.5 %","38.6 %","14.2 %","3.71","4.42","3.88","1.9","5279"
"Paul Clemens","Astros","5","5","26.2","4.05","3.37","1.01",".303","76.1 %","31.5 %","6.4 %","3.71","4.85","5.79","0.1","8037"
"Jon Niese","Mets","24","24","143.0","6.61","3.02","0.63",".326","72.5 %","51.5 %","8.2 %","3.71","3.58","3.84","2.1","4424"
"Ricky Nolasco","- - -","33","33","198.1","7.44","2.09","0.77",".298","70.7 %","42.8 %","8.7 %","3.72","3.36","3.59","3.2","3830"
"Jacob Turner","Marlins","20","20","118.0","5.87","4.12","0.84",".285","75.0 %","45.7 %","8.5 %","3.74","4.43","4.71","0.2","10185"
"Andy Pettitte","Yankees","30","30","185.1","6.22","2.33","0.83",".308","72.9 %","46.0 %","9.1 %","3.74","3.70","3.88","3.1","840"
"Zach McAllister","Indians","24","24","134.1","6.77","3.28","0.87",".295","72.6 %","37.1 %","7.5 %","3.75","4.03","4.53","1.6","2895"
"Jon Lester","Red Sox","33","33","213.1","7.47","2.83","0.80",".300","73.7 %","45.0 %","8.3 %","3.75","3.59","3.90","3.5","4930"
"Bronson Arroyo","Reds","32","32","202.0","5.52","1.51","1.43",".267","77.9 %","44.4 %","14.0 %","3.79","4.49","3.97","1.2","978"
"Miguel Gonzalez","Orioles","28","28","170.0","6.35","2.81","1.27",".260","73.4 %","39.0 %","11.6 %","3.81","4.46","4.29","1.6","7024"
"Matt Garza","- - -","24","24","155.1","7.88","2.43","1.16",".290","73.4 %","38.6 %","11.6 %","3.82","3.88","3.73","2.0","3340"
"A.J. Griffin","Athletics","32","32","200.0","7.69","2.43","1.62",".242","77.3 %","32.1 %","12.5 %","3.82","4.55","4.18","1.4","11132"
"Samuel Deduno","Twins","18","18","108.0","5.58","3.42","0.58",".291","73.7 %","59.7 %","10.3 %","3.83","4.04","4.06","1.0","5285"
"Scott Feldman","- - -","30","30","181.2","6.54","2.77","0.94",".258","69.4 %","49.6 %","11.0 %","3.86","4.03","3.96","2.0","6283"
"Marco Estrada","Brewers","21","21","128.0","8.30","2.04","1.34",".262","74.1 %","37.6 %","11.9 %","3.87","3.86","3.63","1.8","1118"
"Felix Doubront","Red Sox","27","27","155.2","7.69","3.82","0.75",".295","72.3 %","45.0 %","8.2 %","3.87","3.79","4.10","2.2","1478"
"Jake Westbrook","Cardinals","19","19","110.2","3.42","3.82","0.49",".289","71.5 %","56.9 %","6.7 %","3.90","4.51","4.91","0.2","412"
"Corey Kluber","Indians","24","24","142.1","8.28","2.09","0.95",".328","72.6 %","44.9 %","12.7 %","3.92","3.36","3.12","2.7","2429"
"Robbie Erlin","Padres","9","9","52.2","6.66","2.56","0.85",".283","70.7 %","37.3 %","8.5 %","3.93","3.66","3.95","0.7","10354"
"Eric Stults","Padres","33","33","203.2","5.79","1.77","0.80",".302","69.6 %","40.4 %","6.9 %","3.93","3.53","4.13","3.1","8011"
"Chris Rusin","Cubs","13","13","66.1","4.88","3.26","1.09",".275","77.0 %","48.1 %","12.9 %","3.93","4.75","4.46","0.1","9895"
"Dan Straily","Athletics","27","27","152.1","7.33","3.37","0.95",".266","70.3 %","36.4 %","8.2 %","3.96","4.05","4.42","1.8","9460"
"Lance Lynn","Cardinals","33","33","201.2","8.84","3.39","0.62",".314","71.8 %","43.1 %","7.4 %","3.97","3.28","3.66","3.7","2520"
"Tim Hudson","Braves","21","21","131.1","6.51","2.47","0.69",".281","68.1 %","55.8 %","9.5 %","3.97","3.46","3.56","1.8","921"
"Jarrod Parker","Athletics","32","32","197.0","6.12","2.88","1.14",".260","73.2 %","41.2 %","10.5 %","3.97","4.40","4.41","1.2","4913"
"Matt Cain","Giants","30","30","184.1","7.71","2.69","1.12",".260","71.6 %","37.7 %","10.8 %","4.00","3.93","3.88","1.5","4732"
"Jason Vargas","Angels","24","24","150.0","6.54","2.76","1.02",".310","76.6 %","40.2 %","9.2 %","4.02","4.09","4.29","1.4","8044"
"Jonathan Pettibone","Phillies","18","18","100.1","5.92","3.41","0.81",".313","73.2 %","49.4 %","9.6 %","4.04","4.18","4.30","0.8","7106"
"Ross Detwiler","Nationals","13","13","71.1","4.92","1.77","0.63",".344","71.2 %","45.6 %","6.4 %","4.04","3.66","4.25","0.9","2859"
"Jeremy Guthrie","Royals","33","33","211.2","4.72","2.51","1.28",".296","78.2 %","42.9 %","12.1 %","4.04","4.79","4.55","0.5","2072"
"Scott Kazmir","Indians","29","29","158.0","9.23","2.68","1.08",".324","73.4 %","40.9 %","11.6 %","4.04","3.51","3.36","2.7","4897"
"Andrew Albers","Twins","10","10","60.0","3.75","1.05","0.90",".278","60.4 %","43.5 %","7.8 %","4.05","3.96","4.42","0.8","7853"
"Jason Marquis","Padres","20","20","117.2","5.51","5.20","1.38",".261","77.3 %","52.3 %","18.2 %","4.05","5.65","4.81","-1.2","105"
"Wei-Yin Chen","Orioles","23","23","137.0","6.83","2.56","1.12",".305","76.0 %","34.4 %","9.9 %","4.07","4.04","4.14","2.0","13071"
"Trevor Cahill","Diamondbacks","25","25","142.2","6.31","4.04","0.82",".292","73.1 %","56.8 %","12.4 %","4.10","4.30","4.12","0.7","6249"
"Bud Norris","- - -","30","30","174.0","7.40","3.26","0.88",".331","73.2 %","39.9 %","8.2 %","4.14","3.85","4.21","2.7","9492"
"Mark Buehrle","Blue Jays","33","33","203.2","6.14","2.25","1.06",".305","73.4 %","45.3 %","10.6 %","4.15","4.10","4.09","2.3","225"
"Tommy Milone","Athletics","26","26","153.1","7.10","2.29","1.41",".287","70.9 %","35.4 %","11.1 %","4.17","4.31","4.21","1.2","7608"
"Jake Peavy","- - -","23","23","144.2","7.53","2.24","1.24",".268","70.0 %","32.7 %","10.1 %","4.17","3.96","4.03","2.1","1051"
"Randall Delgado","Diamondbacks","19","19","114.1","5.98","1.81","1.81",".262","76.1 %","41.9 %","16.7 %","4.17","4.96","4.00","0.0","5985"
"Donovan Hand","Brewers","7","7","36.2","4.66","2.45","2.21",".272","88.5 %","44.2 %","18.4 %","4.17","6.10","4.74","-0.4","8728"
"Kevin Correia","Twins","31","31","185.1","4.90","2.19","1.17",".313","76.1 %","44.0 %","11.7 %","4.18","4.40","4.24","1.2","1767"
"Garrett Richards","Angels","17","17","103.1","6.18","2.79","0.70",".296","67.0 %","56.8 %","10.0 %","4.18","3.61","3.66","1.4","9784"
"Yovani Gallardo","Brewers","31","31","180.2","7.17","3.29","0.90",".299","70.2 %","49.2 %","11.9 %","4.18","3.89","3.74","2.2","8173"
"R.A. Dickey","Blue Jays","34","34","224.2","7.09","2.84","1.40",".265","73.2 %","40.3 %","12.7 %","4.21","4.58","4.23","1.7","1245"
"Kevin Slowey","Marlins","14","14","77.0","6.90","1.75","1.40",".309","76.6 %","28.2 %","11.2 %","4.21","4.24","4.12","0.4","9918"
"Jeremy Hefner","Mets","23","23","129.2","6.80","2.57","1.25",".285","67.4 %","44.8 %","12.3 %","4.23","4.31","4.05","0.8","1989"
"Jeff Samardzija","Cubs","33","33","213.2","9.01","3.29","1.05",".314","71.7 %","48.2 %","13.3 %","4.34","3.77","3.45","2.7","3254"
"Wily Peralta","Brewers","32","32","183.1","6.33","3.58","0.93",".293","66.6 %","51.0 %","11.9 %","4.37","4.30","4.13","1.4","7738"
"Tim Lincecum","Giants","32","32","197.2","8.79","3.46","0.96",".300","69.4 %","45.3 %","12.1 %","4.37","3.74","3.56","1.8","5705"
"Paul Maholm","Braves","26","26","153.0","6.18","2.76","1.00",".310","71.2 %","51.3 %","13.8 %","4.41","4.24","3.89","0.7","8678"
"Todd Redmond","Blue Jays","14","14","69.1","9.35","2.73","1.56",".288","75.5 %","29.1 %","12.0 %","4.41","4.35","4.07","0.7","9943"
"Daisuke Matsuzaka","Mets","7","7","38.2","7.68","3.72","0.93",".259","67.5 %","28.3 %","7.7 %","4.42","4.32","4.81","0.4","7775"
"Rick Porcello","Tigers","29","29","172.2","7.25","2.19","0.94",".317","69.5 %","55.1 %","14.2 %","4.43","3.57","3.22","2.7","2717"
"Alfredo Aceves","Red Sox","6","6","30.1","5.34","5.93","1.78",".295","83.3 %","46.5 %","18.8 %","4.45","6.41","5.28","-0.5","5164"
"Chris Capuano","Dodgers","20","20","101.0","6.59","2.05","0.98",".333","67.7 %","46.8 %","9.9 %","4.46","3.68","3.77","1.1","1701"
"Carlos Villanueva","Cubs","15","15","90.0","6.50","3.00","1.20",".275","71.3 %","41.4 %","11.9 %","4.50","4.40","4.20","0.4","4138"
"Brandon Beachy","Braves","5","5","30.0","6.90","1.20","1.50",".250","58.3 %","41.6 %","13.5 %","4.50","4.08","3.60","0.2","8851"
"Brad Hand","Marlins","2","2","12.0","5.25","2.25","1.50",".263","73.8 %","35.0 %","12.5 %","4.50","4.80","4.45","0.0","9111"
"Tom Koehler","Marlins","23","23","131.2","5.67","3.28","0.96",".297","71.3 %","47.6 %","10.9 %","4.51","4.38","4.32","0.4","6570"
"Brandon McCarthy","Diamondbacks","22","22","135.0","5.07","1.40","0.87",".320","68.7 %","48.2 %","10.3 %","4.53","3.75","3.77","1.7","4662"
"J.A. Happ","Blue Jays","18","18","92.2","7.48","4.37","0.97",".288","68.6 %","36.5 %","7.6 %","4.56","4.31","4.84","1.1","7410"
"Ryan Dempster","Red Sox","29","29","168.2","8.32","4.16","1.39",".296","71.8 %","40.9 %","14.0 %","4.64","4.70","4.20","0.5","517"
"Dan Haren","Nationals","30","30","168.2","7.95","1.65","1.49",".301","70.1 %","36.1 %","13.1 %","4.70","4.12","3.69","1.5","1757"
"Kyle Kendrick","Phillies","30","30","182.0","5.44","2.32","0.89",".306","66.6 %","49.4 %","9.5 %","4.70","4.01","4.15","2.0","6230"
"John Danks","White Sox","22","22","138.1","5.79","1.76","1.82",".283","70.7 %","41.4 %","16.8 %","4.75","5.06","4.08","0.2","6329"
"Erik Bedard","Astros","26","26","134.0","8.73","4.43","1.07",".317","70.3 %","35.6 %","9.2 %","4.77","4.27","4.48","1.6","126"
"Freddy Garcia","- - -","13","13","71.2","5.02","2.01","2.13",".263","78.0 %","40.8 %","21.3 %","4.77","5.73","4.17","-0.3","1077"
"CC Sabathia","Yankees","32","32","211.0","7.46","2.77","1.19",".308","67.4 %","44.7 %","13.0 %","4.78","4.10","3.76","2.6","404"
"Jake Arrieta","- - -","14","14","75.1","7.17","4.90","1.08",".239","69.3 %","40.4 %","12.3 %","4.78","4.84","4.61","0.1","4153"
"Tom Gorzelanny","Brewers","10","10","48.2","8.88","2.22","1.29",".343","65.3 %","42.6 %","12.5 %","4.81","3.68","3.39","0.8","6244"
"Andre Rienzo","White Sox","10","10","56.0","6.11","4.50","1.77",".257","73.3 %","47.8 %","18.3 %","4.82","5.85","4.76","-0.5","3507"
"Nick Tepesch","Rangers","17","17","88.2","7.61","2.44","1.22",".312","69.0 %","49.3 %","15.0 %","4.87","4.16","3.64","1.0","11716"
"Greg Reynolds","Reds","5","5","27.2","4.23","1.95","1.30",".295","74.2 %","44.2 %","10.5 %","4.88","5.07","5.07","0.0","5712"
"Alex Sanabia","Marlins","10","10","55.1","5.04","4.07","1.63",".326","77.4 %","38.8 %","13.7 %","4.88","5.85","5.30","-0.7","5350"
