"Name","Team","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Kerry Wood","Cubs","32","32","211.0","11.35","4.27","1.02",".269","81.9 %","41.5 %","13.2 %","3.20","3.71","3.49","4.2","304"
"Livan Hernandez","Expos","33","33","233.1","6.87","2.20","1.04",".285","78.7 %","45.4 %","12.2 %","3.20","3.87","3.75","4.4","1116"
"Javier Vazquez","Expos","34","34","230.2","9.40","2.22","1.09",".280","75.5 %","35.7 %","10.6 %","3.24","3.31","3.41","6.0","801"
"Roy Halladay","Blue Jays","36","36","266.0","6.90","1.08","0.88",".284","71.0 %","58.4 %","14.3 %","3.25","3.23","2.96","7.0","1303"
"Jamie Moyer","Mariners","33","33","215.0","5.40","2.76","0.80",".267","77.1 %","38.3 %","6.6 %","3.27","4.01","4.82","3.8","1091"
"Kip Wells","Pirates","31","31","197.1","6.70","3.47","1.09",".253","80.3 %","51.4 %","13.3 %","3.28","4.38","4.14","2.1","1012"
"Jerome Williams","Giants","21","21","131.0","6.05","3.37","0.69",".271","74.7 %","45.2 %","8.0 %","3.30","3.96","4.36","2.0","1137"
"Barry Zito","Athletics","35","35","231.2","5.67","3.42","0.74",".239","71.8 %","39.3 %","6.4 %","3.30","4.05","4.85","4.4","944"
"Dontrelle Willis","Marlins","27","27","160.2","7.95","3.25","0.73",".299","77.6 %","40.7 %","7.9 %","3.30","3.45","3.90","3.4","1703"
"Byung-Hyun Kim","- - -","12","12","72.0","6.00","2.88","1.13",".243","76.5 %","48.2 %","12.2 %","3.38","4.49","4.36","0.9","61"
"Nelson Figueroa","Pirates","3","3","16.0","5.06","4.50","2.25",".286","98.1 %","48.0 %","23.5 %","3.38","6.84","5.14","-0.2","683"
"Mike Mussina","Yankees","31","31","214.2","8.18","1.68","0.88",".287","72.5 %","40.8 %","9.5 %","3.40","3.09","3.32","6.1","837"
"Josh Towers","Blue Jays","8","8","52.2","6.15","0.85","1.54",".270","82.3 %","42.3 %","16.1 %","3.42","4.34","3.67","0.7","1489"
"Jason Stanford","Indians","8","8","44.2","5.04","2.82","1.01",".255","80.0 %","33.6 %","7.9 %","3.43","4.37","4.98","0.7","1763"
"Miguel Batista","Diamondbacks","29","29","181.1","6.65","2.88","0.65",".303","73.4 %","51.8 %","8.7 %","3.47","3.56","3.83","4.0","46"
"Jason Marquis","Braves","2","2","10.1","4.35","7.84","0.87",".235","79.6 %","50.0 %","7.7 %","3.48","6.22","6.80","-0.1","105"
"Doug Waechter","Devil Rays","5","5","33.0","7.09","3.55","1.09",".253","79.1 %","28.4 %","7.8 %","3.55","4.30","4.98","0.4","1814"
"Ryan Franklin","Mariners","32","32","212.0","4.20","2.59","1.44",".245","79.5 %","34.3 %","11.1 %","3.57","5.17","5.19","1.0","1076"
"Mark Redman","Marlins","29","29","190.2","7.13","2.88","0.76",".274","72.4 %","39.2 %","7.1 %","3.59","3.58","4.21","4.2","491"
"CC Sabathia","Indians","30","30","197.2","6.42","3.01","0.87",".285","75.2 %","40.4 %","9.1 %","3.60","3.95","4.23","3.5","404"
"Pat Mahomes","Pirates","1","1","5.0","3.60","1.80","1.80",".071","62.5 %","60.0 %","16.7 %","3.60","5.43","4.58","0.0","291"
"Cliff Lee","Indians","9","9","52.1","7.57","3.44","1.20",".248","65.8 %","36.4 %","11.5 %","3.61","4.35","4.31","0.7","1636"
"Vicente Padilla","Phillies","32","32","208.2","5.74","2.67","0.95",".271","74.0 %","46.7 %","10.2 %","3.62","4.25","4.38","2.7","964"
"Ben Howard","Padres","6","6","34.2","6.23","3.89","2.60",".212","90.6 %","37.7 %","23.3 %","3.63","6.69","4.75","-0.5","1452"
"Tim Redding","Astros","32","32","175.0","5.97","3.29","0.82",".289","72.8 %","43.4 %","8.1 %","3.65","4.11","4.56","2.7","573"
"Eric DuBose","Orioles","10","10","63.0","4.86","3.14","0.71",".246","71.2 %","55.9 %","8.5 %","3.71","4.22","4.56","0.9","1633"
"Jae Seo","Mets","31","31","183.1","5.30","2.26","0.83",".276","69.0 %","37.4 %","7.0 %","3.73","3.91","4.64","3.2","895"
"Sidney Ponson","- - -","31","31","216.0","5.58","2.54","0.67",".286","71.9 %","52.6 %","8.0 %","3.75","3.67","4.06","4.4","161"
"Matt Morris","Cardinals","27","27","172.1","6.27","2.04","1.04",".277","73.2 %","46.9 %","10.9 %","3.76","3.90","3.94","2.8","1172"
"Justin Duchscherer","Athletics","3","3","14.1","7.53","1.88","0.63",".333","72.8 %","39.6 %","5.9 %","3.77","3.31","4.13","0.4","910"
"Steve Trachsel","Mets","33","33","204.2","4.88","2.86","1.14",".273","77.3 %","37.4 %","9.8 %","3.78","4.59","4.84","1.8","898"
"Joel Pineiro","Mariners","32","32","211.2","6.42","3.23","0.81",".271","72.8 %","45.4 %","8.5 %","3.78","3.93","4.30","3.5","1094"
"Russ Ortiz","Braves","34","34","212.1","6.32","4.32","0.72",".250","70.2 %","41.2 %","7.4 %","3.81","4.17","4.70","3.0","1124"
"Brian Anderson","- - -","31","31","195.2","3.96","1.98","1.24",".282","67.4 %","40.2 %","11.9 %","3.82","4.67","4.57","1.9","44"
"Kurt Ainsworth","Giants","11","11","66.0","6.55","3.55","0.95",".294","74.5 %","46.1 %","10.9 %","3.82","4.18","4.22","0.8","1431"
"Mike Hampton","Braves","31","31","190.0","5.21","3.69","0.66",".277","70.9 %","52.3 %","9.1 %","3.84","4.08","4.30","2.6","430"
"Woody Williams","Cardinals","33","33","220.0","6.26","2.25","0.82",".282","71.9 %","37.8 %","7.4 %","3.85","3.72","4.34","4.5","1190"
"Kazuhisa Ishii","Dodgers","27","27","147.0","8.57","6.18","0.98",".288","76.8 %","35.4 %","9.4 %","3.86","4.73","5.00","1.3","655"
"Bartolo Colon","White Sox","34","34","242.0","6.43","2.49","1.12",".272","74.3 %","36.9 %","10.1 %","3.87","4.11","4.29","4.7","375"
"Darrell May","Royals","32","32","204.1","4.71","2.20","1.37",".250","73.2 %","32.1 %","9.8 %","3.88","4.72","5.00","2.6","613"
"Doug Davis","- - -","20","20","109.0","5.04","4.21","1.24",".294","79.0 %","39.8 %","11.3 %","3.88","5.13","5.12","0.8","1244"
"Scot Shields","Angels","13","13","78.2","6.29","1.49","0.92",".297","67.2 %","45.4 %","11.1 %","3.89","3.60","3.62","1.6","35"
"Roger Clemens","Yankees","33","33","211.2","8.08","2.47","1.02",".291","71.4 %","44.4 %","11.5 %","3.91","3.60","3.57","4.5","815"
"Geremi Gonzalez","Devil Rays","25","25","156.1","5.58","3.97","1.04",".239","75.5 %","33.1 %","8.1 %","3.91","4.84","5.41","1.7","1711"
"Kelvim Escobar","Blue Jays","26","26","163.0","7.51","3.87","0.66",".312","73.0 %","47.2 %","7.9 %","3.92","3.76","4.15","3.3","1298"
"Kevin Correia","Giants","7","7","34.1","6.29","4.19","1.57",".294","86.1 %","31.7 %","12.8 %","3.93","5.65","5.38","-0.1","1767"
"Greg Maddux","Braves","36","36","218.1","5.11","1.36","0.99",".282","66.3 %","50.7 %","13.0 %","3.96","3.89","3.69","3.6","104"
"Amaury Telemaco","Phillies","8","8","45.1","5.76","2.18","0.99",".254","71.2 %","46.5 %","10.9 %","3.97","4.38","4.42","0.5","1802"
"Al Leiter","Mets","30","30","180.2","6.92","4.68","0.75",".298","76.0 %","39.1 %","7.1 %","3.99","4.28","4.91","2.4","883"
"Horacio Ramirez","Braves","29","29","182.1","4.94","3.55","1.04",".275","73.2 %","48.4 %","12.7 %","4.00","4.72","4.54","1.4","110"
"Kevin Millwood","Phillies","35","35","222.0","6.85","2.76","0.77",".285","70.1 %","39.3 %","7.9 %","4.01","3.59","4.07","4.7","106"
"Andy Pettitte","Yankees","33","33","208.1","7.78","2.16","0.91",".320","68.0 %","52.2 %","12.4 %","4.02","3.35","3.23","5.1","840"
"Brian Tallet","Indians","3","3","15.2","4.60","4.02","1.15",".296","63.1 %","50.0 %","13.3 %","4.02","5.01","4.75","0.0","1646"
"Darren Dreifort","Dodgers","10","10","60.1","9.99","3.73","0.90",".319","72.4 %","53.7 %","14.0 %","4.03","3.35","3.09","1.4","647"
"Scott Linebrink","Astros","6","6","29.0","4.66","4.03","0.93",".330","80.4 %","35.9 %","9.7 %","4.03","5.00","5.21","0.2","564"
"Jason Bere","Indians","2","2","6.2","1.35","2.70","0.00",".200","57.1 %","33.3 %","0.0 %","4.05","3.63","5.82","0.1","266"
"T.J. Tucker","Expos","7","7","26.2","5.40","0.34","0.34",".337","50.6 %","47.9 %","3.6 %","4.05","2.54","3.59","1.0","800"
"Jim Brower","Giants","5","5","24.1","5.18","2.59","0.00",".291","60.0 %","54.5 %","0.0 %","4.07","2.74","3.88","0.7","313"
"Adam Eaton","Padres","31","31","183.0","7.18","3.34","0.98",".279","71.4 %","44.2 %","10.4 %","4.08","4.09","4.20","2.5","1029"
"Matt Clement","Cubs","32","32","201.2","7.63","3.53","0.98",".260","70.1 %","52.5 %","15.2 %","4.11","4.14","3.77","2.9","271"
"Jake Peavy","Padres","32","32","194.2","7.21","3.79","1.53",".255","77.8 %","39.4 %","14.8 %","4.11","4.99","4.46","0.8","1051"
"Brad Penny","Marlins","32","32","196.1","6.33","2.57","0.96",".293","70.4 %","43.5 %","9.6 %","4.13","3.92","4.15","3.1","535"
"Todd Van Poppel","- - -","5","5","28.1","6.67","2.22","1.59",".247","70.4 %","37.5 %","13.5 %","4.13","4.69","4.30","0.3","1284"
"Wade Miller","Astros","33","33","187.1","7.73","3.70","0.82",".284","68.8 %","45.1 %","9.6 %","4.13","3.89","4.09","3.3","568"
"Ron Villone","Astros","19","19","106.2","7.68","4.05","1.35",".260","76.5 %","36.1 %","12.1 %","4.13","4.77","4.62","1.2","1010"
"Mark Buehrle","White Sox","35","35","230.1","4.65","2.38","0.86",".296","67.3 %","43.7 %","8.6 %","4.14","4.10","4.48","4.3","225"
"Tim Wakefield","Red Sox","33","33","199.1","7.59","3.16","1.04",".286","69.4 %","40.1 %","9.8 %","4.15","4.08","4.29","3.6","219"
"Tomo Ohka","Expos","34","34","199.0","5.34","2.04","1.09",".313","71.4 %","44.9 %","11.6 %","4.16","4.23","4.18","3.0","788"
"Jason Johnson","Orioles","32","32","189.2","5.60","3.80","1.04",".309","74.9 %","43.1 %","11.3 %","4.18","4.72","4.71","2.1","147"
"Zach Day","Expos","23","23","131.1","4.18","4.04","0.55",".281","72.2 %","59.5 %","9.5 %","4.18","4.47","4.61","1.4","1496"
"Brian Lawrence","Padres","33","33","210.2","4.96","2.44","1.15",".266","71.1 %","49.5 %","12.7 %","4.19","4.56","4.37","1.8","1045"
"David Wells","Yankees","30","30","207.1","4.30","0.87","1.04",".300","71.4 %","43.0 %","10.3 %","4.21","3.97","4.11","3.6","855"
"Randy Wolf","Phillies","33","33","200.0","7.96","3.51","1.21",".265","71.6 %","39.8 %","12.4 %","4.23","4.28","4.10","2.5","976"
"Victor Zambrano","Devil Rays","28","28","178.2","6.45","5.14","1.01",".258","74.9 %","45.5 %","11.1 %","4.23","5.07","5.08","1.0","1237"
"Randy Johnson","Diamondbacks","18","18","114.0","9.87","2.13","1.26",".348","72.0 %","40.0 %","16.0 %","4.26","3.58","3.04","2.4","60"
"Jamey Wright","Royals","4","4","25.1","6.75","3.91","0.36",".297","62.5 %","47.3 %","5.0 %","4.26","3.47","4.10","0.6","715"
"Sterling Hitchcock","- - -","7","7","38.0","7.82","2.61","2.37",".238","84.9 %","34.8 %","19.2 %","4.26","5.66","4.24","-0.1","824"
"Jeff Suppan","- - -","31","31","200.1","4.85","2.16","1.03",".286","72.5 %","45.1 %","11.2 %","4.27","4.28","4.29","2.7","633"
"Pat Hentgen","Orioles","22","22","138.2","5.65","3.37","1.43",".254","76.5 %","36.2 %","12.6 %","4.28","5.03","4.81","1.1","145"
"Jeff Fassero","Cardinals","6","6","29.1","7.36","3.68","1.84",".265","82.8 %","44.2 %","20.7 %","4.30","5.38","4.17","0.0","279"
"Carl Pavano","Marlins","32","32","199.0","6.02","2.17","0.86",".288","68.7 %","39.2 %","8.4 %","4.30","3.76","4.19","3.4","790"
"Jose Jimenez","Rockies","7","7","39.2","3.18","2.50","0.45",".333","72.4 %","48.6 %","5.7 %","4.31","4.04","4.67","0.7","435"
"D.J. Carrasco","Royals","2","2","8.1","7.56","7.56","0.00",".280","71.4 %","32.0 %","0.0 %","4.32","3.87","5.62","0.2","1666"
"Ted Lilly","Athletics","31","31","177.1","7.41","2.94","1.22",".287","71.8 %","33.3 %","11.2 %","4.36","4.21","4.22","3.1","833"
"Jeremy Affeldt","Royals","18","18","94.1","6.01","2.77","0.86",".318","71.0 %","40.2 %","7.9 %","4.39","4.02","4.54","1.8","583"
"Chad Gaudin","Devil Rays","3","3","14.1","1.88","5.02","0.63",".273","70.8 %","38.2 %","5.6 %","4.40","5.19","6.12","0.0","1783"
"Jarrod Washburn","Angels","32","32","207.1","5.12","2.34","1.48",".259","73.7 %","32.1 %","11.0 %","4.43","4.97","5.01","1.6","40"
"Brett Myers","Phillies","32","32","193.0","6.67","3.54","0.93",".308","72.9 %","49.9 %","11.9 %","4.43","4.22","4.14","2.3","962"
"Claudio Vargas","Expos","20","20","109.1","4.94","3.13","1.32",".264","73.0 %","32.6 %","10.1 %","4.45","5.07","5.29","0.8","1695"
"Ben Sheets","Brewers","34","34","220.2","6.40","1.75","1.18",".292","66.1 %","44.4 %","11.6 %","4.45","3.98","3.93","3.8","710"
"Rich Harden","Athletics","13","13","72.2","8.17","4.71","0.62",".324","70.9 %","45.9 %","7.9 %","4.46","3.72","4.09","1.4","1772"
"John Bale","Reds","9","9","44.1","6.90","2.23","1.42",".311","74.2 %","41.9 %","15.6 %","4.47","4.43","3.86","0.5","864"
"Derek Lowe","Red Sox","33","33","203.1","4.87","3.19","0.75",".294","67.6 %","65.9 %","16.5 %","4.47","4.26","3.91","2.4","199"
"Brad Radke","Twins","33","33","212.1","5.09","1.19","1.36",".299","71.2 %","39.4 %","12.2 %","4.49","4.33","4.17","2.8","748"
"Jon Garland","White Sox","32","32","191.2","5.07","3.47","1.31",".267","71.9 %","45.4 %","14.1 %","4.51","5.02","4.63","1.7","232"
"Freddy Garcia","Mariners","33","33","201.1","6.44","3.17","1.39",".273","72.0 %","41.0 %","13.0 %","4.51","4.82","4.55","1.6","1077"
"Odalis Perez","Dodgers","30","30","185.1","6.85","2.23","1.36",".294","70.7 %","53.0 %","19.7 %","4.52","4.27","3.42","2.2","668"
"Tom Glavine","Mets","32","32","183.1","4.03","3.24","1.03",".297","73.5 %","46.4 %","10.5 %","4.52","4.74","4.84","1.3","90"
"Kirk Rueter","Giants","27","27","147.0","2.51","2.88","0.86",".295","71.1 %","47.5 %","9.5 %","4.53","4.69","4.92","0.7","1128"
"Kenny Rogers","Twins","31","31","193.1","5.35","2.33","1.02",".313","69.9 %","39.8 %","10.3 %","4.56","4.25","4.38","2.5","1277"
"Gil Meche","Mariners","32","32","186.1","6.28","3.04","1.45",".281","73.9 %","36.8 %","13.5 %","4.59","4.79","4.44","1.5","1089"
"Shawn Chacon","Rockies","23","23","137.0","6.11","3.81","0.79",".266","68.3 %","36.0 %","7.1 %","4.60","4.35","5.01","2.2","424"
"Kyle Lohse","Twins","33","33","201.0","5.82","2.01","1.25",".285","69.4 %","38.4 %","10.6 %","4.61","4.29","4.39","2.8","739"
"Jimmy Gobble","Royals","9","9","52.2","5.30","2.56","1.37",".279","67.4 %","28.5 %","9.6 %","4.61","4.91","5.24","0.6","1791"
"Runelvys Hernandez","Royals","16","16","91.2","4.71","3.63","0.88",".263","67.3 %","42.0 %","8.0 %","4.61","4.67","5.17","1.0","1528"
"John Lackey","Angels","33","33","204.0","6.66","2.91","1.37",".306","71.2 %","38.3 %","13.6 %","4.63","4.64","4.30","1.8","1507"
"Jake Westbrook","Indians","22","22","118.1","3.88","4.11","0.68",".298","69.9 %","58.2 %","13.8 %","4.64","4.73","4.54","0.8","412"
"Paul Abbott","Royals","8","8","42.2","6.12","5.06","1.27",".258","76.0 %","39.1 %","12.0 %","4.64","5.33","5.21","0.2","1061"
"Paul Wilson","Reds","28","28","166.2","5.02","2.70","1.30",".299","70.3 %","42.2 %","12.9 %","4.64","4.81","4.57","1.5","1234"
"Nate Cornejo","Tigers","32","32","194.2","2.13","2.68","0.83",".304","68.4 %","50.6 %","8.6 %","4.67","4.70","5.06","1.6","462"
"Jason Davis","Indians","27","27","165.1","4.63","2.56","1.36",".277","65.6 %","47.1 %","14.3 %","4.68","4.97","4.54","1.0","1598"
"Garrett Stephenson","Cardinals","27","27","165.1","4.63","3.16","1.58",".247","73.1 %","31.4 %","12.4 %","4.68","5.54","5.32","0.1","1185"
"A.J. Burnett","Marlins","4","4","23.0","8.22","7.04","0.78",".254","71.0 %","50.8 %","9.5 %","4.70","4.94","5.15","0.1","512"
"Jorge Sosa","Devil Rays","19","19","104.0","4.67","4.24","1.04",".295","70.9 %","35.1 %","8.6 %","4.76","4.99","5.46","0.6","1228"
"Jeff D'Amico","Pirates","29","29","175.1","5.13","2.16","1.18",".305","67.5 %","38.2 %","10.4 %","4.77","4.43","4.57","2.1","871"
"Jared Fernandez","Astros","6","6","30.0","5.40","3.30","0.60",".310","69.4 %","50.0 %","6.5 %","4.80","4.00","4.64","0.5","324"
"Andy Good","Diamondbacks","10","10","58.0","5.74","2.02","2.02",".258","72.7 %","40.5 %","17.1 %","4.81","5.50","4.49","0.2","1690"
"John Halama","Athletics","13","13","67.0","4.43","3.63","1.21",".285","62.1 %","48.3 %","12.7 %","4.84","5.09","4.89","0.4","1080"
"John Thomson","Rangers","35","35","217.0","5.64","2.03","1.12",".298","65.0 %","44.7 %","12.6 %","4.85","4.13","3.95","3.9","453"
"Jose Lima","Royals","14","14","73.1","3.93","3.19","0.86",".291","70.2 %","37.2 %","6.2 %","4.91","4.67","5.67","1.0","475"
"Kris Benson","Pirates","18","18","105.0","5.83","3.09","1.20",".317","67.2 %","32.0 %","9.7 %","4.97","4.53","4.79","1.2","982"
"Jesse Foppert","Giants","21","21","108.0","8.17","5.58","1.33",".278","69.8 %","33.7 %","11.3 %","5.00","5.09","5.07","0.3","1688"
"Brett Tomko","Cardinals","32","32","197.1","5.11","2.46","1.41",".312","71.2 %","46.6 %","13.9 %","5.02","4.84","4.44","1.3","1056"
"Brandon Duckworth","Phillies","18","18","84.0","6.43","4.39","0.96",".306","67.8 %","37.5 %","8.9 %","5.04","4.78","5.14","0.6","954"
"Jeriome Robertson","Astros","31","31","159.0","5.55","3.45","1.30",".299","69.7 %","42.9 %","12.0 %","5.04","4.94","4.81","1.1","1619"
"Chris Capuano","Diamondbacks","5","5","26.2","7.09","2.02","1.01",".286","64.0 %","46.1 %","12.0 %","5.06","4.27","4.17","0.4","1701"
"Kris Wilson","Royals","4","4","21.1","3.38","1.69","2.95",".217","82.4 %","43.4 %","22.6 %","5.06","7.39","5.24","-0.3","636"
"Darren Oliver","Rockies","32","32","177.2","4.36","2.99","1.01",".297","66.7 %","44.2 %","10.4 %","5.07","4.66","4.77","2.3","206"
"Dan Haren","Cardinals","14","14","72.2","5.33","2.72","1.11",".311","68.1 %","40.7 %","10.1 %","5.08","4.57","4.75","0.7","1757"
"Todd Ritchie","Brewers","5","5","28.1","4.76","3.18","1.27",".327","74.3 %","40.4 %","11.4 %","5.08","5.29","5.26","0.1","253"
"Jason Jennings","Rockies","32","32","181.1","5.91","4.37","0.99",".327","68.6 %","45.7 %","11.3 %","5.11","4.69","4.68","2.2","434"
"Rick Reed","Twins","21","21","124.2","4.84","1.95","1.30",".300","67.2 %","40.0 %","10.3 %","5.13","4.60","4.77","1.5","750"
"Elmer Dessens","Diamondbacks","30","30","166.2","5.72","2.86","1.19",".321","68.5 %","49.7 %","12.6 %","5.13","4.50","4.31","2.0","317"
"Wes Obermueller","Brewers","11","11","61.1","4.40","3.38","1.32",".307","72.2 %","45.2 %","13.2 %","5.14","5.38","5.09","0.1","1637"
"Damian Moss","- - -","29","29","161.0","4.25","5.03","1.34",".288","73.6 %","43.2 %","12.4 %","5.14","5.91","5.72","-0.7","107"
"Kyle Snyder","Royals","15","15","85.1","4.11","2.21","1.16",".285","64.0 %","45.2 %","10.5 %","5.17","4.60","4.72","1.0","1689"
"Ramon Ortiz","Angels","32","32","180.0","4.70","3.15","1.40",".293","66.6 %","35.7 %","11.2 %","5.20","5.26","5.25","0.8","27"
"Miguel Asencio","Royals","8","8","48.1","5.03","3.91","0.74",".313","67.7 %","47.2 %","7.1 %","5.21","4.48","5.09","0.6","586"
"R.A. Dickey","Rangers","13","13","73.2","6.72","2.44","1.47",".304","69.2 %","37.6 %","14.3 %","5.25","4.59","4.14","0.8","1245"
"Josh Fogg","Pirates","26","26","142.0","4.50","2.54","1.39",".298","67.9 %","41.9 %","13.7 %","5.26","5.08","4.72","0.6","989"
"John Burkett","Red Sox","30","30","172.2","5.21","2.40","0.99",".299","64.1 %","40.3 %","9.3 %","5.26","4.26","4.55","2.6","179"
"Matt Kinney","Brewers","31","31","186.2","7.09","3.76","1.30",".301","66.2 %","34.5 %","11.4 %","5.30","4.69","4.65","2.0","737"
"Danny Graves","Reds","26","26","162.0","3.06","2.28","1.61",".288","68.7 %","44.6 %","15.4 %","5.33","5.55","4.92","0.2","326"
"Eric Knott","Expos","1","1","5.0","5.40","3.60","0.00",".353","62.5 %","42.9 %","0.0 %","5.40","3.03","4.20","0.2","62"
"Michael Tejera","Marlins","6","6","30.0","7.50","3.90","1.20",".319","69.3 %","46.2 %","12.1 %","5.40","4.40","4.27","0.3","542"
"Kevin Appier","- - -","23","23","111.2","4.43","3.47","1.69",".266","72.0 %","33.4 %","11.9 %","5.40","5.86","5.73","0.1","3"
"Rob Bell","Devil Rays","18","18","96.2","4.10","3.54","1.30",".254","66.7 %","42.5 %","12.4 %","5.40","5.34","5.16","0.2","1492"
"Nate Robertson","Tigers","8","8","44.2","6.65","4.63","1.21",".348","73.3 %","49.7 %","14.3 %","5.44","4.84","4.47","0.3","1620"
"Juan Cruz","Cubs","6","6","33.0","8.45","3.00","0.82",".356","67.6 %","43.6 %","9.1 %","5.45","3.61","3.88","0.7","273"
"Oliver Perez","- - -","24","24","126.2","10.02","5.47","1.56",".319","72.5 %","35.1 %","14.6 %","5.47","4.98","4.46","0.4","1514"
"Shane Reynolds","Braves","29","29","165.1","5.06","3.21","1.09",".312","66.8 %","44.5 %","11.4 %","5.50","4.69","4.67","1.3","574"
"Salomon Torres","Pirates","16","16","81.2","6.39","3.42","1.65",".309","71.7 %","53.1 %","21.4 %","5.51","5.28","4.15","0.1","1628"
"Mark Hendrickson","Blue Jays","30","30","158.1","4.32","2.27","1.36",".325","63.7 %","42.4 %","13.1 %","5.51","4.80","4.52","1.7","1574"
