"Name","Team","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Kyle Hendricks","Cubs","13","13","80.1","5.27","1.68","0.45",".271","78.5 %","47.8 %","4.9 %","2.46","3.32","3.92","1.5","12049"
"Jake Arrieta","Cubs","25","25","156.2","9.59","2.36","0.29",".274","74.2 %","49.2 %","4.5 %","2.53","2.26","2.73","5.0","4153"
"Danny Duffy","Royals","25","25","141.0","6.51","3.19","0.77",".238","77.7 %","35.2 %","6.2 %","2.55","3.92","4.51","1.8","3542"
"Andrew Cashner","Padres","19","19","123.1","6.79","2.12","0.51",".274","75.3 %","48.3 %","6.0 %","2.55","3.09","3.53","2.2","8782"
"Drew Pomeranz","Athletics","10","10","52.1","8.60","3.44","0.86",".250","77.4 %","46.4 %","10.9 %","2.58","3.67","3.51","0.7","11426"
"Alex Wood","Braves","24","24","156.1","8.69","2.25","0.81",".284","80.7 %","45.9 %","9.5 %","2.59","3.23","3.23","2.5","13781"
"Garrett Richards","Angels","26","26","168.2","8.75","2.72","0.27",".264","74.9 %","50.9 %","3.9 %","2.61","2.60","3.15","4.3","9784"
"Henderson Alvarez","Marlins","30","30","187.0","5.34","1.59","0.67",".304","79.3 %","53.8 %","9.5 %","2.65","3.58","3.57","2.1","5669"
"Gavin Floyd","Braves","9","9","54.1","7.45","2.15","0.99",".302","76.7 %","49.4 %","12.2 %","2.65","3.79","3.47","0.6","3886"
"Jordan Zimmermann","Nationals","32","32","199.2","8.20","1.31","0.59",".302","75.8 %","40.1 %","6.4 %","2.66","2.68","3.10","5.3","4505"
"Carlos Carrasco","Indians","14","14","91.0","9.99","1.98","0.40",".279","72.6 %","50.0 %","6.2 %","2.67","2.21","2.52","2.8","6632"
"Jacob deGrom","Mets","22","22","140.1","9.24","2.76","0.45",".297","77.4 %","45.4 %","6.1 %","2.69","2.67","3.03","3.5","10954"
"Matt Moore","Rays","2","2","10.0","5.40","4.50","0.90",".281","88.2 %","45.5 %","11.1 %","2.70","4.73","4.54","0.0","1890"
"Zack Greinke","Dodgers","32","32","202.1","9.21","1.91","0.85",".311","79.7 %","48.7 %","11.9 %","2.71","2.97","2.72","4.3","1943"
"Vance Worley","Pirates","17","17","108.2","6.46","1.82","0.66",".297","75.5 %","49.6 %","7.9 %","2.73","3.34","3.54","1.6","6435"
"Collin McHugh","Astros","25","25","154.2","9.14","2.39","0.76",".259","76.1 %","42.1 %","9.5 %","2.73","3.11","3.11","3.2","7531"
"Lance Lynn","Cardinals","33","33","203.2","8.00","3.18","0.57",".290","78.1 %","44.3 %","6.1 %","2.74","3.35","3.81","3.4","2520"
"Masahiro Tanaka","Yankees","20","20","136.1","9.31","1.39","0.99",".299","79.5 %","46.6 %","14.0 %","2.77","3.04","2.58","3.1","15764"
"Tyson Ross","Padres","31","31","195.2","8.97","3.31","0.60",".291","75.1 %","57.0 %","11.3 %","2.81","3.24","3.11","3.2","7872"
"Taijuan Walker","Mariners","5","5","28.2","8.48","5.02","0.63",".264","82.9 %","47.2 %","10.0 %","2.83","4.04","3.99","0.2","11836"
"Tanner Roark","Nationals","31","31","198.2","6.25","1.77","0.72",".270","79.3 %","41.4 %","7.0 %","2.85","3.47","3.84","3.2","8753"
"Alex Cobb","Rays","27","27","166.1","8.06","2.54","0.60",".282","77.9 %","56.2 %","8.5 %","2.87","3.23","3.33","2.8","6562"
"Josh Beckett","Dodgers","20","20","115.2","8.33","3.03","1.32",".257","85.2 %","42.5 %","13.9 %","2.88","4.33","3.73","0.5","510"
"Julio Teheran","Braves","33","33","221.0","7.57","2.08","0.90",".267","75.9 %","34.8 %","8.1 %","2.89","3.49","3.72","3.2","6797"
"Matt Shoemaker","Angels","20","20","121.1","8.16","1.56","0.67",".295","75.6 %","41.9 %","6.9 %","2.89","2.88","3.24","2.6","4776"
"Brett Anderson","Rockies","8","8","43.1","6.02","2.70","0.21",".314","70.1 %","61.0 %","3.3 %","2.91","2.99","3.55","1.0","8223"
"Dallas Keuchel","Astros","29","29","200.0","6.57","2.16","0.49",".295","75.5 %","63.5 %","9.6 %","2.92","3.21","3.20","3.6","9434"
"Jesse Hahn","Padres","12","12","70.0","8.36","3.73","0.51",".249","76.2 %","49.7 %","7.5 %","2.96","3.43","3.63","1.0","13287"
"Madison Bumgarner","Giants","33","33","217.1","9.07","1.78","0.87",".296","75.8 %","44.4 %","10.0 %","2.98","3.05","2.99","4.0","5524"
"Jeff Samardzija","- - -","33","33","219.2","8.28","1.76","0.82",".283","73.2 %","50.2 %","10.6 %","2.99","3.20","3.07","4.1","3254"
"Matt Belisle","Rockies","1","1","3.0","3.00","3.00","0.00",".333","80.0 %","50.0 %","0.0 %","3.00","3.47","4.29","0.0","1837"
"Blake Treinen","Nationals","7","7","36.0","4.00","2.75","0.25",".289","70.8 %","62.8 %","3.8 %","3.00","3.60","4.14","0.4","12572"
"James Paxton","Mariners","13","13","74.0","7.18","3.53","0.36",".270","71.1 %","54.8 %","6.4 %","3.04","3.28","3.54","1.2","11828"
"Yu Darvish","Rangers","22","22","144.1","11.35","3.06","0.81",".334","78.4 %","36.3 %","8.6 %","3.06","2.84","2.96","3.7","13074"
"Edinson Volquez","Pirates","31","31","190.2","6.51","3.35","0.80",".263","77.4 %","50.3 %","9.2 %","3.07","4.18","4.22","0.9","3990"
"Sonny Gray","Athletics","33","33","219.0","7.52","3.04","0.62",".277","74.5 %","55.9 %","9.4 %","3.08","3.46","3.47","3.1","12768"
"Dylan Axelrod","Reds","4","4","17.1","9.87","2.08","2.60",".220","100.0 %","33.3 %","29.4 %","3.12","5.38","2.84","-0.1","9303"
"Stephen Strasburg","Nationals","34","34","215.0","10.13","1.80","0.96",".315","74.8 %","45.9 %","13.1 %","3.14","2.94","2.56","4.5","10131"
"Max Scherzer","Tigers","33","33","220.1","10.29","2.57","0.74",".315","77.2 %","36.7 %","7.5 %","3.15","2.85","3.12","5.2","3137"
"Michael Wacha","Cardinals","19","19","107.0","7.91","2.78","0.50",".288","73.8 %","41.6 %","5.5 %","3.20","3.17","3.71","2.0","14078"
"Miguel Gonzalez","Orioles","26","26","157.0","6.31","2.87","1.38",".274","85.7 %","37.2 %","11.7 %","3.21","4.83","4.45","0.6","7024"
"James Shields","Royals","34","34","227.0","7.14","1.74","0.91",".295","74.6 %","45.2 %","9.7 %","3.21","3.59","3.56","3.2","7059"
"Yordano Ventura","Royals","30","30","181.1","7.74","3.42","0.69",".288","77.2 %","47.9 %","8.4 %","3.23","3.64","3.77","2.3","11855"
"Tsuyoshi Wada","Cubs","13","13","69.1","7.40","2.47","0.91",".296","77.0 %","35.9 %","8.2 %","3.25","3.75","3.96","0.9","13046"
"Mat Latos","Reds","16","16","102.1","6.51","2.29","0.79",".269","72.6 %","37.7 %","7.3 %","3.25","3.65","3.99","1.7","3815"
"David Price","- - -","34","34","248.1","9.82","1.38","0.91",".306","72.7 %","41.2 %","9.7 %","3.26","2.78","2.76","6.0","3184"
"Dallas Beeler","Cubs","2","2","11.0","4.91","5.73","0.00",".303","70.6 %","58.1 %","0.0 %","3.27","3.95","4.96","0.1","11471"
"Marcus Stroman","Blue Jays","20","20","120.1","7.70","2.02","0.45",".300","71.4 %","53.7 %","6.1 %","3.29","2.79","3.16","3.0","13431"
"Jose Quintana","White Sox","32","32","200.1","8.00","2.34","0.45",".318","69.2 %","44.7 %","5.1 %","3.32","2.81","3.37","5.1","11423"
"Chris Archer","Rays","32","32","194.2","8.00","3.33","0.55",".296","71.6 %","46.5 %","6.9 %","3.33","3.39","3.70","3.2","6345"
"Chris Tillman","Orioles","34","34","207.1","6.51","2.86","0.91",".267","76.7 %","40.6 %","8.3 %","3.34","4.01","4.20","2.3","5279"
"Odrisamer Despaigne","Padres","16","16","96.1","6.07","2.99","0.56",".267","68.7 %","52.1 %","7.1 %","3.36","3.74","4.01","1.0","16017"
"Daniel Corcino","Reds","3","3","16.0","6.75","5.06","0.00",".200","66.7 %","31.8 %","0.0 %","3.38","3.32","4.94","0.4","9266"
"Hyun-Jin Ryu","Dodgers","26","26","152.0","8.23","1.72","0.47",".319","71.8 %","47.4 %","5.9 %","3.38","2.62","3.03","3.8","14444"
"Francisco Liriano","Pirates","29","29","162.1","9.70","4.49","0.72",".280","74.7 %","54.4 %","11.6 %","3.38","3.59","3.40","1.8","3201"
"Mark Buehrle","Blue Jays","32","32","202.0","5.30","2.05","0.67",".316","75.9 %","43.7 %","6.6 %","3.39","3.66","4.09","3.1","225"
"T.J. House","Indians","18","18","101.0","7.13","1.96","0.89",".336","78.9 %","60.5 %","17.9 %","3.39","3.70","3.09","1.2","9121"
"Drew Smyly","- - -","25","25","146.0","7.77","2.53","1.11",".284","78.9 %","36.2 %","9.9 %","3.39","3.87","3.81","2.0","11760"
"Jon Niese","Mets","30","30","187.2","6.62","2.16","0.82",".304","74.6 %","47.7 %","9.8 %","3.40","3.67","3.63","2.3","4424"
"Rick Porcello","Tigers","31","31","202.2","5.73","1.73","0.80",".298","72.2 %","49.1 %","9.6 %","3.42","3.65","3.64","2.9","2717"
"Jesse Chavez","Athletics","21","21","125.2","8.52","2.94","0.93",".306","75.9 %","43.1 %","10.6 %","3.44","3.66","3.52","1.6","5448"
"Alfredo Simon","Reds","32","32","196.1","5.82","2.57","1.01",".265","77.5 %","48.2 %","11.8 %","3.44","4.33","4.05","1.3","2155"
"Anibal Sanchez","Tigers","21","21","125.0","7.34","2.16","0.29",".278","63.2 %","45.4 %","3.1 %","3.46","2.71","3.56","3.2","3284"
"Yovani Gallardo","Brewers","32","32","192.1","6.83","2.53","0.98",".294","74.7 %","50.8 %","12.1 %","3.51","3.94","3.64","2.0","8173"
"Hisashi Iwakuma","Mariners","28","28","179.0","7.74","1.06","1.01",".287","74.1 %","50.2 %","13.2 %","3.52","3.25","2.85","3.1","13048"
"Phil Hughes","Twins","32","32","209.2","7.98","0.69","0.69",".324","70.1 %","36.3 %","6.2 %","3.52","2.65","3.18","5.9","7450"
"Jason Hammel","- - -","29","29","173.1","8.00","2.28","1.19",".269","77.9 %","39.4 %","12.1 %","3.53","3.98","3.61","1.6","4538"
"Wily Peralta","Brewers","32","32","198.2","6.98","2.76","1.04",".295","76.1 %","53.6 %","13.9 %","3.53","4.11","3.64","1.8","7738"
"Wei-Yin Chen","Orioles","31","31","185.2","6.59","1.70","1.11",".296","77.5 %","41.0 %","10.5 %","3.54","3.89","3.75","2.4","13071"
"Kyle Lohse","Brewers","31","31","198.1","6.40","2.04","1.00",".268","72.6 %","40.1 %","8.9 %","3.54","3.95","4.05","2.3","739"
"Josh Collmenter","Diamondbacks","28","28","170.1","5.81","1.85","0.90",".267","71.1 %","38.3 %","8.2 %","3.54","3.83","4.04","2.0","7312"
"Zack Wheeler","Mets","32","32","185.1","9.08","3.84","0.68",".304","72.9 %","54.0 %","10.1 %","3.54","3.55","3.49","2.6","10310"
"Scott Kazmir","Athletics","32","32","190.1","7.75","2.36","0.76",".285","71.1 %","43.8 %","7.8 %","3.55","3.35","3.59","3.1","4897"
"Tim Hudson","Giants","31","31","189.1","5.70","1.62","0.71",".300","70.3 %","53.1 %","9.3 %","3.57","3.54","3.57","2.0","921"
"Aaron Harang","Braves","33","33","204.1","7.09","3.13","0.66",".318","74.8 %","39.4 %","6.4 %","3.57","3.57","4.03","2.5","1451"
"Gio Gonzalez","Nationals","27","27","158.2","9.19","3.18","0.57",".294","71.0 %","44.8 %","6.6 %","3.57","3.03","3.39","3.2","7448"
"Kevin Gausman","Orioles","20","20","113.1","6.99","3.02","0.56",".304","72.8 %","41.4 %","5.8 %","3.57","3.41","3.93","2.1","14107"
"Jered Weaver","Angels","34","34","213.1","7.13","2.74","1.14",".267","78.3 %","32.9 %","8.9 %","3.59","4.19","4.30","1.5","4235"
"T.J. McFarland","Orioles","1","1","5.0","3.60","0.00","0.00",".389","71.4 %","72.2 %","0.0 %","3.60","2.33","3.07","0.1","3237"
"Bryan Mitchell","Yankees","1","1","5.0","3.60","3.60","0.00",".333","77.8 %","35.3 %","0.0 %","3.60","4.13","5.12","0.0","11479"
"Ian Kennedy","Padres","33","33","201.0","9.27","3.13","0.72",".315","74.0 %","39.7 %","7.8 %","3.63","3.21","3.44","3.4","6986"
"Matt Garza","Brewers","27","27","163.1","6.94","2.76","0.66",".268","66.6 %","43.3 %","7.0 %","3.64","3.54","3.88","2.7","3340"
"Bud Norris","Orioles","28","28","165.1","7.57","2.83","1.09",".279","78.6 %","42.2 %","11.2 %","3.65","4.22","3.98","1.4","9492"
"Cliff Lee","Phillies","13","13","81.1","7.97","1.33","0.77",".358","70.7 %","48.4 %","9.1 %","3.65","2.96","3.01","1.9","1636"
"Gerrit Cole","Pirates","22","22","138.0","9.00","2.61","0.72",".311","73.5 %","49.2 %","9.4 %","3.65","3.23","3.25","2.3","13125"
"Jarred Cosart","- - -","30","30","180.1","5.74","3.64","0.45",".290","71.5 %","54.2 %","6.0 %","3.69","3.77","4.15","1.9","10304"
"Mike Leake","Reds","33","33","214.1","6.89","2.10","0.97",".298","75.5 %","53.4 %","13.1 %","3.70","3.88","3.49","2.3","10130"
"Chris Young","Mariners","29","29","163.0","5.85","3.31","1.44",".240","80.2 %","22.1 %","8.8 %","3.70","5.06","5.23","0.0","3196"
"Jason Vargas","Royals","30","30","187.0","6.16","1.97","0.91",".299","74.5 %","38.3 %","8.2 %","3.71","3.84","4.05","2.2","8044"
"Homer Bailey","Reds","23","23","145.2","7.66","2.78","0.99",".286","77.0 %","50.6 %","13.2 %","3.71","3.93","3.53","1.6","8362"
"Hiroki Kuroda","Yankees","32","32","199.0","6.60","1.58","0.90",".279","69.3 %","46.9 %","10.0 %","3.71","3.60","3.54","3.4","3283"
"R.A. Dickey","Blue Jays","34","34","215.2","7.22","3.09","1.09",".263","73.4 %","42.0 %","10.7 %","3.71","4.32","4.14","1.7","1245"
"Charlie Morton","Pirates","26","26","157.1","7.21","3.26","0.51",".295","69.3 %","55.7 %","8.8 %","3.72","3.72","3.78","1.6","4676"
"Jake Peavy","- - -","32","32","202.2","7.02","2.80","1.02",".289","75.1 %","38.5 %","9.1 %","3.73","4.11","4.18","1.6","1051"
"Scott Feldman","Astros","29","29","180.1","5.34","2.50","0.80",".291","71.6 %","46.9 %","8.9 %","3.74","4.11","4.19","1.4","6283"
"David Buchanan","Phillies","20","20","117.2","5.43","2.45","0.92",".284","73.3 %","50.7 %","10.5 %","3.75","4.27","4.14","0.9","11176"
"Shelby Miller","Cardinals","31","31","182.0","6.28","3.56","1.09",".254","76.5 %","39.9 %","10.0 %","3.76","4.53","4.46","0.6","10197"
"Chris Bassitt","White Sox","5","5","28.2","5.97","3.77","0.00",".330","73.9 %","39.8 %","0.0 %","3.77","3.27","4.61","0.6","12304"
"Shane Greene","Yankees","14","14","78.1","9.19","2.99","0.92",".332","76.6 %","50.0 %","12.7 %","3.79","3.64","3.31","1.2","10756"
"Tom Koehler","Marlins","32","32","191.1","7.20","3.34","0.75",".290","73.5 %","43.1 %","7.4 %","3.81","3.84","4.15","1.6","6570"
"John Lackey","- - -","31","31","198.0","7.45","2.14","1.09",".305","72.6 %","44.4 %","11.7 %","3.82","3.78","3.48","2.5","1507"
"Roenis Elias","Mariners","29","29","163.2","7.86","3.52","0.88",".294","73.2 %","45.4 %","10.1 %","3.85","4.03","3.95","1.4","12673"
"Josh Lindblom","Athletics","1","1","4.2","3.86","3.86","1.93",".250","90.9 %","11.8 %","9.1 %","3.86","6.99","7.12","-0.1","7882"
"Andrew Chafin","Diamondbacks","3","3","14.0","6.43","5.14","0.00",".317","72.7 %","53.8 %","0.0 %","3.86","3.63","4.60","0.2","12988"
"Wade LeBlanc","Angels","3","3","14.0","4.50","2.57","0.00",".319","68.4 %","37.8 %","0.0 %","3.86","2.99","4.31","0.3","5221"
"Jerome Williams","- - -","11","11","67.1","5.88","2.67","0.67",".296","70.7 %","44.1 %","7.0 %","3.88","3.82","4.15","0.7","1137"
"Jeff Locke","Pirates","21","21","131.1","6.10","2.74","1.10",".278","72.7 %","50.5 %","13.4 %","3.91","4.37","3.90","0.3","2929"
"Ervin Santana","Braves","31","31","196.0","8.22","2.89","0.73",".319","71.6 %","42.7 %","8.8 %","3.95","3.39","3.47","2.9","3200"
"Rafael Montero","Mets","8","8","43.0","8.37","4.40","1.67",".288","83.0 %","33.9 %","14.8 %","3.98","5.16","4.29","-0.1","12760"
"Ryan Vogelsong","Giants","32","32","184.2","7.36","2.83","0.88",".294","72.3 %","38.4 %","8.8 %","4.00","3.85","3.96","1.4","1011"
"Dillon Gee","Mets","22","22","137.1","6.16","2.82","1.18",".268","76.3 %","44.1 %","11.5 %","4.00","4.52","4.22","0.5","7396"
"Tyler Matzek","Rockies","19","19","117.0","7.00","3.31","0.69",".312","74.0 %","50.0 %","8.4 %","4.00","3.73","3.86","1.8","10058"
"Chase Anderson","Diamondbacks","21","21","114.1","8.27","3.15","1.26",".313","75.4 %","39.9 %","13.6 %","4.01","4.22","3.67","0.8","6895"
"Dan Haren","Dodgers","32","32","186.0","7.02","1.74","1.31",".276","65.7 %","41.5 %","11.9 %","4.02","4.09","3.70","1.4","1757"
"Brandon McCarthy","- - -","32","32","200.0","7.88","1.49","1.13",".328","70.9 %","52.6 %","16.3 %","4.05","3.55","2.87","2.9","4662"
"Hector Santiago","Angels","24","24","117.2","7.73","3.82","1.15",".293","71.2 %","30.4 %","8.6 %","4.05","4.42","4.59","0.5","4026"
"Bronson Arroyo","Diamondbacks","14","14","86.0","4.92","1.99","1.05",".295","74.0 %","53.6 %","13.3 %","4.08","4.32","3.88","0.5","978"
"Bartolo Colon","Mets","31","31","202.1","6.72","1.33","0.98",".307","70.2 %","39.3 %","8.8 %","4.09","3.57","3.68","2.9","375"
"Jorge de la Rosa","Rockies","32","32","184.1","6.79","3.27","1.03",".263","70.8 %","51.6 %","12.9 %","4.10","4.34","3.95","1.6","2047"
"J.A. Happ","Blue Jays","26","26","153.0","7.53","2.71","1.24",".296","73.6 %","40.1 %","11.3 %","4.12","4.18","3.90","1.1","7410"
"Jaime Garcia","Cardinals","7","7","43.2","8.04","1.44","1.24",".270","71.4 %","55.1 %","18.8 %","4.12","3.82","2.94","0.4","8137"
"Jake Odorizzi","Rays","31","31","168.0","9.32","3.16","1.07",".295","73.4 %","29.9 %","8.7 %","4.13","3.75","3.90","2.0","6397"
"Jeremy Guthrie","Royals","32","32","202.2","5.51","2.18","1.02",".294","72.4 %","43.6 %","9.4 %","4.13","4.32","4.33","1.0","2072"
"Roberto Hernandez","- - -","29","29","162.2","5.64","3.98","1.05",".264","72.5 %","49.6 %","12.2 %","4.15","4.89","4.56","-0.1","3273"
"Matt Harrison","Rangers","4","4","17.1","5.19","6.23","0.52",".317","79.1 %","48.3 %","6.3 %","4.15","4.98","5.37","0.0","5551"
"Trevor Bauer","Indians","26","26","153.0","8.41","3.53","0.94",".312","73.2 %","35.3 %","8.7 %","4.18","4.01","4.14","1.4","12703"
"Matt Cain","Giants","15","15","90.1","6.97","3.19","1.30",".265","70.3 %","45.1 %","13.7 %","4.18","4.58","4.01","-0.1","4732"
"Joe Kelly","- - -","17","17","96.1","6.17","3.92","0.75",".274","70.8 %","54.9 %","11.4 %","4.20","4.37","4.19","0.4","9761"
"Tommy Milone","- - -","21","21","117.0","5.62","2.85","1.23",".289","72.3 %","39.3 %","10.3 %","4.23","4.74","4.60","0.3","7608"
"Daisuke Matsuzaka","Mets","9","9","46.2","7.52","4.82","0.39",".275","70.1 %","40.6 %","4.3 %","4.24","3.88","4.54","0.5","7775"
"Chris Capuano","Yankees","12","12","65.2","7.54","2.60","0.96",".297","69.4 %","41.0 %","10.0 %","4.25","3.85","3.78","0.8","1701"
"Danny Salazar","Indians","20","20","110.0","9.82","2.86","1.06",".343","71.6 %","34.4 %","10.0 %","4.25","3.52","3.45","1.9","5867"
"Kyle Lobstein","Tigers","6","6","33.2","6.42","2.67","0.80",".275","65.2 %","45.2 %","7.7 %","4.28","3.76","4.03","0.5","9178"
"David Phelps","Yankees","17","17","96.2","6.80","3.07","0.93",".305","70.6 %","42.4 %","10.1 %","4.28","4.18","4.10","1.0","6316"
"Vidal Nuno","- - -","28","28","157.1","7.09","2.46","1.32",".272","69.8 %","38.1 %","11.2 %","4.29","4.39","4.11","1.0","9674"
"Eric Stults","Padres","32","32","176.0","5.68","2.30","1.33",".296","73.0 %","43.3 %","12.5 %","4.30","4.63","4.17","0.0","8011"
"Nick Tepesch","Rangers","22","22","125.2","4.01","3.15","1.07",".268","71.6 %","41.6 %","10.2 %","4.30","5.01","4.90","0.0","11716"
"Tyler Skaggs","Angels","18","18","113.0","6.85","2.39","0.72",".293","63.9 %","50.1 %","8.7 %","4.30","3.55","3.65","1.5","10190"
"Brad Hand","Marlins","16","16","89.1","4.94","2.52","0.81",".287","68.9 %","51.0 %","9.0 %","4.33","4.11","4.17","0.3","9111"
"Jordan Lyles","Rockies","22","22","126.2","6.39","3.27","0.85",".295","71.3 %","51.7 %","11.9 %","4.33","4.22","3.98","1.2","7593"
"Wade Miley","Diamondbacks","33","33","201.1","8.18","3.35","1.03",".317","72.1 %","51.1 %","13.9 %","4.34","3.98","3.50","1.6","8779"
"Nathan Eovaldi","Marlins","33","33","199.2","6.40","1.94","0.63",".323","65.5 %","44.8 %","6.6 %","4.37","3.37","3.78","2.9","9132"
"Martin Perez","Rangers","8","8","51.1","6.14","3.33","0.53",".315","68.4 %","52.7 %","8.1 %","4.38","3.70","3.83","0.6","6902"
"Brett Oberholtzer","Astros","24","24","143.2","5.89","1.75","0.75",".325","69.5 %","37.2 %","5.8 %","4.39","3.56","4.25","2.2","3855"
"Brad Mills","Athletics","3","3","16.1","7.71","3.86","1.10",".347","74.4 %","43.1 %","12.5 %","4.41","4.48","4.10","0.0","4420"
"Hector Noesi","White Sox","27","27","164.2","6.34","2.95","1.48",".281","72.8 %","38.1 %","12.9 %","4.43","4.88","4.32","0.3","3292"
"Carlos Martinez","Cardinals","7","7","32.1","9.46","4.45","0.56",".376","73.3 %","51.1 %","8.3 %","4.45","3.60","3.71","0.4","11682"
"Kyle Gibson","Twins","31","31","179.1","5.37","2.86","0.60",".287","66.3 %","54.4 %","7.8 %","4.47","3.80","3.99","2.3","10123"
"Drew Hutchison","Blue Jays","32","32","184.2","8.97","2.92","1.12",".293","71.2 %","36.1 %","9.7 %","4.48","3.85","3.82","2.3","10732"
"Rubby de la Rosa","Red Sox","18","18","100.0","6.30","3.15","1.08",".324","74.5 %","45.8 %","11.7 %","4.50","4.40","4.12","0.4","3862"
"Blake Beavan","Mariners","1","1","4.0","2.25","0.00","4.50",".308","100.0 %","33.3 %","28.6 %","4.50","9.13","4.80","-0.2","338"
"Jamey Wright","Dodgers","1","1","2.0","13.50","9.00","0.00",".500","80.0 %","66.7 %","0.0 %","4.50","3.13","3.13","0.0","715"
"Tyler Chatwood","Rockies","4","4","24.0","7.50","3.00","1.50",".254","70.9 %","45.7 %","22.2 %","4.50","4.88","3.64","0.0","4338"
"Brad Peacock","Astros","24","24","122.0","7.97","4.57","1.48",".301","72.8 %","36.1 %","12.8 %","4.50","5.12","4.57","-0.3","5401"
"Nathan Karns","Rays","2","2","12.0","9.75","3.00","2.25",".148","79.6 %","43.3 %","23.1 %","4.50","5.72","3.80","-0.1","12638"
"C.J. Wilson","Angels","31","31","175.2","7.74","4.35","0.87",".306","70.5 %","47.8 %","11.3 %","4.51","4.31","4.11","0.7","3580"
"Jeremy Hellickson","Rays","13","13","63.2","7.63","2.97","1.13",".321","71.3 %","36.5 %","9.6 %","4.52","4.15","4.13","0.4","4371"
