"Name","Team","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Jarrod Washburn","Angels","14","14","84.1","5.23","3.95","1.71",".203","80.4 %","","","3.74","5.79","","0.3","40"
"Livan Hernandez","Giants","33","33","240.0","6.19","2.74","0.82",".303","72.3 %","","","3.75","3.91","","4.5","1116"
"Woody Williams","Padres","23","23","168.0","5.95","2.89","1.23",".253","76.4 %","","","3.75","4.61","","1.9","1190"
"Gil Meche","Mariners","15","15","85.2","6.30","4.20","0.74",".267","74.4 %","","","3.78","4.23","","1.5","1089"
"Mike Mussina","Orioles","34","34","237.2","7.95","1.74","1.06",".297","73.2 %","","","3.79","3.52","","6.4","837"
"Mike Sirotka","White Sox","32","32","197.0","5.85","3.15","1.05",".295","71.4 %","","","3.79","4.42","","3.6","1012015"
"Julian Tavarez","Rockies","12","12","68.2","3.67","3.80","0.39",".268","67.2 %","","","3.80","4.28","","1.5","541"
"Curt Schilling","- - -","29","29","210.1","7.19","1.93","1.16",".285","75.4 %","","","3.81","3.86","","4.6","73"
"Kris Benson","Pirates","32","32","217.2","7.61","3.56","0.99",".288","73.8 %","","","3.85","4.20","","3.8","982"
"Tony McKnight","Astros","6","6","35.0","5.91","2.31","1.03",".263","66.8 %","","","3.86","4.25","","0.6","1008602"
"Bartolo Colon","Indians","30","30","188.0","10.15","4.69","1.01",".301","76.0 %","","","3.88","3.96","","4.3","375"
"Albie Lopez","Devil Rays","24","24","157.2","4.68","3.08","1.26",".281","75.7 %","","","3.88","4.95","","1.8","102"
"Darryl Kile","Cardinals","34","34","232.1","7.44","2.25","1.28",".274","73.8 %","","","3.91","4.24","","4.3","1163"
"Jose Mercedes","Orioles","20","20","121.1","4.23","4.15","0.82",".278","73.8 %","","","3.93","4.83","","1.5","396"
"Glendon Rusch","Mets","30","30","188.2","7.39","2.05","0.86",".307","70.6 %","","","3.96","3.51","","4.6","707"
"Paul Abbott","Mariners","27","27","162.2","4.92","4.15","1.05",".245","74.3 %","","","3.98","5.03","","1.5","1061"
"Freddy Garcia","Mariners","20","20","121.1","5.71","4.67","1.19",".257","74.2 %","","","4.01","5.19","","1.0","1077"
"Kirk Rueter","Giants","31","31","181.2","3.47","3.07","1.14",".284","74.5 %","","","4.01","5.07","","1.1","1128"
"Larry Luebbers","Reds","1","1","6.2","1.35","4.05","0.00",".292","70.0 %","","","4.05","4.18","","0.1","1007817"
"Ramiro Mendoza","Yankees","9","9","53.1","3.54","2.19","1.18",".236","72.5 %","","","4.05","5.01","","0.6","836"
"Javier Vazquez","Expos","33","33","217.2","8.10","2.52","0.99",".338","74.8 %","","","4.05","3.68","","5.2","801"
"Sean Lowe","White Sox","5","5","24.1","5.92","3.70","1.48",".221","77.9 %","","","4.07","5.31","","0.2","994"
"Jamey Wright","Brewers","25","25","163.2","5.28","4.78","0.66",".287","74.0 %","","","4.07","4.84","","1.8","715"
"Brian Anderson","Diamondbacks","32","32","209.1","4.43","1.68","1.59",".273","77.4 %","","","4.08","5.05","","2.0","44"
"Rick Reed","Mets","30","30","184.0","5.92","1.66","1.37",".283","73.5 %","","","4.11","4.43","","2.6","750"
"Luke Prokopec","Dodgers","3","3","15.1","4.11","4.70","1.17",".292","69.0 %","","","4.11","5.87","","0.0","1320"
"David Wells","Blue Jays","35","35","229.2","6.51","1.21","0.90",".327","69.7 %","","","4.11","3.50","","6.2","855"
"Gil Heredia","Athletics","32","32","198.2","4.58","2.99","1.09",".286","71.1 %","","","4.12","4.74","","2.6","1005686"
"Alex Fernandez","Marlins","8","8","52.1","4.64","2.75","1.20",".302","76.7 %","","","4.13","4.76","","0.6","1003993"
"Adam Eaton","Padres","22","22","135.0","6.00","4.07","0.93",".288","75.5 %","","","4.13","4.55","","1.6","1029"
"Tim Hudson","Athletics","32","32","202.1","7.52","3.65","1.07",".257","70.4 %","","","4.14","4.33","","3.5","921"
"Mark Petkovsek","Angels","1","1","4.1","0.00","2.08","2.08",".133","76.9 %","","","4.15","6.83","","0.0","1010242"
"Darren Dreifort","Dodgers","32","32","192.2","7.66","4.06","1.45",".263","73.3 %","","","4.16","5.06","","1.6","647"
"Jeff Weaver","Tigers","30","30","199.0","6.11","2.35","1.09",".287","72.5 %","","","4.16","4.36","","3.2","503"
"Steve Sparks","Tigers","15","15","97.1","4.81","2.40","0.65",".294","65.2 %","","","4.16","3.93","","2.0","499"
"Chuck Finley","Indians","34","34","218.0","7.80","4.17","0.95",".303","73.1 %","","","4.17","4.19","","4.4","384"
"Elmer Dessens","Reds","16","16","104.2","4.64","2.75","0.52",".305","69.9 %","","","4.21","3.82","","2.4","317"
"Shawn Estes","Giants","30","30","190.1","6.43","5.11","0.52",".320","71.1 %","","","4.26","4.21","","3.0","873"
"Jim Parque","White Sox","32","32","185.0","5.30","3.41","1.02",".305","70.8 %","","","4.33","4.74","","2.7","250"
"Andy Pettitte","Yankees","32","32","204.2","5.50","3.52","0.75",".298","68.8 %","","","4.35","4.22","","3.9","840"
"Tony Armas Jr.","Expos","17","17","95.0","5.59","4.74","0.95",".228","69.0 %","","","4.36","4.93","","1.0","761"
"Randy Wolf","Phillies","32","32","206.1","6.98","3.62","1.09",".302","72.9 %","","","4.36","4.48","","2.9","976"
"Jon Lieber","Cubs","35","35","251.0","6.88","1.94","1.29",".281","69.6 %","","","4.41","4.23","","4.4","287"
"Brad Radke","Twins","34","34","226.2","5.60","2.03","1.07",".310","70.9 %","","","4.45","4.18","","4.2","748"
"Denny Neagle","- - -","33","33","208.1","6.31","3.46","1.30",".277","74.0 %","","","4.45","4.83","","2.6","441"
"Dave Burba","Indians","32","32","191.1","8.47","4.28","0.89",".324","72.7 %","","","4.47","4.00","","4.2","1239"
"Rick Helling","Rangers","35","35","217.0","6.06","4.11","1.20",".269","70.9 %","","","4.48","5.02","","2.6","58"
"Brian Moehler","Tigers","29","29","178.0","5.21","2.02","1.01",".331","69.9 %","","","4.50","4.15","","3.3","480"
"Allen Levrault","Brewers","1","1","6.0","6.00","7.50","0.00",".250","55.6 %","","","4.50","4.30","","0.1","925"
"Aaron Sele","Mariners","34","34","211.2","5.83","3.15","0.72",".302","68.8 %","","","4.51","4.00","","4.3","34"
"Orlando Hernandez","Yankees","29","29","195.2","6.49","2.35","1.56",".259","71.1 %","","","4.51","4.83","","2.4","823"
"Mac Suzuki","Royals","29","29","177.2","6.48","4.51","1.32",".291","74.4 %","","","4.51","5.15","","2.0","1485"
"Bryan Rekar","Devil Rays","27","27","165.2","4.89","2.01","1.14",".305","70.1 %","","","4.51","4.44","","2.8","625"
"Garrett Stephenson","Cardinals","31","31","199.1","5.55","2.84","1.40",".282","73.9 %","","","4.52","4.98","","2.1","1185"
"Kevin Appier","Athletics","31","31","195.1","5.94","4.70","1.06",".285","72.5 %","","","4.52","5.05","","2.0","3"
"Kenny Rogers","Rangers","34","34","227.1","5.03","3.09","0.79",".311","69.2 %","","","4.55","4.34","","4.3","1277"
"Cal Eldred","White Sox","20","20","112.0","7.79","4.74","0.96",".285","70.6 %","","","4.58","4.51","","1.9","1653"
"Dustin Hermanson","Expos","30","30","187.2","4.08","3.31","1.06",".297","66.1 %","","","4.60","4.92","","2.0","195"
"Todd Van Poppel","Cubs","2","2","11.2","9.26","3.09","0.77",".333","68.5 %","","","4.63","3.22","","0.3","1284"
"Andy Benes","Cardinals","27","27","163.0","7.40","3.59","1.60",".296","76.0 %","","","4.64","5.02","","1.7","1144"
"Brad Penny","Marlins","22","22","118.0","6.03","4.50","0.92",".288","69.4 %","","","4.65","4.74","","1.3","535"
"Blake Stein","Royals","17","17","107.2","6.52","4.76","1.59",".257","76.9 %","","","4.68","5.65","","0.7","632"
"Jaret Wright","Indians","9","9","51.2","6.27","4.88","1.05",".260","71.2 %","","","4.70","4.93","","0.6","415"
"Kevin Millwood","Braves","35","35","210.1","7.02","2.61","1.11",".289","67.1 %","","","4.71","4.09","","3.9","106"
"Travis Harper","Devil Rays","5","5","28.2","4.08","4.40","1.26",".209","71.0 %","","","4.71","5.61","","0.1","1211"
"Esteban Loaiza","- - -","31","31","193.0","6.16","2.61","1.35",".317","71.8 %","","","4.71","4.79","","2.7","1310"
"Pat Hentgen","Cardinals","33","33","194.1","5.46","4.12","1.11",".291","71.8 %","","","4.72","4.95","","2.2","145"
"Pete Harnisch","Reds","22","22","131.0","4.88","3.16","1.58",".261","70.4 %","","","4.74","5.41","","0.9","1005374"
"James Baldwin","White Sox","28","28","174.0","5.90","3.05","1.76",".278","76.4 %","","","4.76","5.52","","1.2","1064"
"Reid Cornelius","Marlins","21","21","121.0","3.50","3.72","1.34",".271","70.8 %","","","4.76","5.61","","0.3","1002634"
"Hideo Nomo","Tigers","31","31","189.0","8.57","4.24","1.48",".307","75.5 %","","","4.76","4.82","","2.1","666"
"Jeff Suppan","Royals","33","33","212.2","5.33","3.39","1.48",".290","75.5 %","","","4.78","5.32","","2.0","633"
"A.J. Burnett","Marlins","13","13","82.2","6.21","4.79","0.87",".285","69.7 %","","","4.79","4.68","","0.9","512"
"Kerry Wood","Cubs","23","23","137.0","8.67","5.72","1.12",".265","71.1 %","","","4.80","4.92","","1.4","304"
"Steve Trachsel","- - -","34","34","200.2","4.93","3.32","1.17",".309","71.1 %","","","4.80","4.92","","2.4","898"
"Pete Munro","Blue Jays","3","3","15.0","4.20","4.80","0.60",".340","63.9 %","","","4.80","5.07","","0.2","1546"
"Dan Reichert","Royals","18","18","108.2","4.89","5.22","0.99",".293","70.0 %","","","4.80","5.31","","1.1","624"
"Steve Parris","Reds","33","33","192.2","5.47","3.32","1.40",".308","74.2 %","","","4.81","5.11","","1.9","1316"
"Scott Elarton","Astros","30","30","192.2","6.12","3.92","1.35",".279","69.1 %","","","4.81","5.13","","1.7","426"
"Todd Ritchie","Pirates","31","31","187.0","5.97","2.45","1.25",".303","66.9 %","","","4.81","4.48","","2.7","253"
"John Burkett","Braves","22","22","119.2","7.30","3.53","0.75",".359","70.8 %","","","4.81","3.88","","2.5","179"
"Sidney Ponson","Orioles","32","32","222.0","6.16","3.36","1.22",".281","68.7 %","","","4.82","4.66","","3.2","161"
"Mark Redman","Twins","24","24","136.0","7.08","2.71","1.32",".320","73.2 %","","","4.83","4.42","","2.2","491"
"Eric Milton","Twins","33","33","200.0","7.20","1.98","1.58",".282","64.3 %","","","4.86","4.57","","2.9","743"
"Scott Eyre","White Sox","1","1","3.2","12.27","2.45","2.45",".400","87.0 %","","","4.91","4.77","","0.1","1300"
"Todd Stottlemyre","Diamondbacks","18","18","95.1","7.17","3.40","1.70",".290","73.1 %","","","4.91","5.19","","0.8","75"
"Dan Serafini","Pirates","11","11","62.1","4.62","3.75","1.30",".292","74.4 %","","","4.91","5.43","","0.3","1812"
"Andy Ashby","- - -","31","31","199.1","4.79","2.75","1.31",".281","65.6 %","","","4.92","4.97","","1.9","637"
"Sterling Hitchcock","Padres","11","11","65.2","8.36","3.56","1.64",".303","74.5 %","","","4.93","5.07","","0.4","824"
"Chris Brock","Phillies","5","5","31.0","7.26","3.19","2.03",".250","76.2 %","","","4.94","5.52","","0.1","130"
"Adam Bernero","Tigers","4","4","21.2","3.74","4.57","1.25",".286","73.8 %","","","4.98","5.63","","0.1","460"
"Lance Painter","Blue Jays","2","2","9.0","11.00","2.00","1.00",".360","66.0 %","","","5.00","2.80","","0.3","1675"
"Brian Sikorski","Rangers","5","5","27.0","7.67","6.00","1.67",".348","68.8 %","","","5.00","5.84","","0.1","7603"
"Rob Bell","Reds","26","26","140.1","7.18","4.68","2.05",".245","75.4 %","","","5.00","6.08","","0.1","1492"
"Kevin Tapani","Cubs","30","30","195.2","6.90","2.16","1.61",".294","70.1 %","","","5.01","4.77","","2.3","1012824"
"Francisco Cordova","Pirates","17","17","93.0","6.29","3.39","1.16",".312","65.2 %","","","5.03","4.61","","1.2","1002623"
"Geraldo Guzman","Diamondbacks","10","10","57.0","7.58","3.00","0.95",".327","67.5 %","","","5.05","3.92","","1.2","1005159"
"Bobby Jones","Mets","27","27","154.2","4.95","2.85","1.45",".285","71.1 %","","","5.06","5.18","","1.0","1039"
"Jeff Fassero","Red Sox","23","23","113.2","6.41","3.64","0.95",".348","71.9 %","","","5.07","4.32","","1.8","279"
"John Halama","Mariners","30","30","166.2","4.70","3.02","1.03",".327","65.7 %","","","5.08","4.62","","2.3","1080"
"Ramon Ortiz","Angels","18","18","111.1","5.90","4.45","1.46",".241","65.7 %","","","5.09","5.46","","0.7","27"
"Matt Kinney","Twins","8","8","42.1","5.10","5.31","1.49",".262","71.2 %","","","5.10","5.92","","0.0","737"
"Joe Nathan","Giants","15","15","81.0","5.67","6.11","1.11",".264","66.1 %","","","5.11","5.67","","0.0","1122"
"Pete Schourek","Red Sox","21","21","107.1","5.28","3.19","1.43",".289","67.6 %","","","5.11","5.17","","0.8","1011608"
"Matt Clement","Padres","34","34","205.0","7.46","5.49","0.97",".283","67.1 %","","","5.14","4.93","","1.6","271"
"Wade Miller","Astros","16","16","105.0","7.63","3.60","1.20",".295","64.1 %","","","5.14","4.46","","1.6","568"
"Eric Gagne","Dodgers","19","19","98.0","6.98","5.14","1.74",".286","75.3 %","","","5.14","5.91","","0.0","650"
"Brian Bohanon","Rockies","26","26","157.1","4.92","3.89","1.37",".290","69.5 %","","","5.15","5.42","","1.7","1001126"
"Russ Ortiz","Giants","32","32","189.2","7.69","5.27","1.33",".296","71.2 %","","","5.17","5.21","","0.9","1124"
"Jason Grimsley","Yankees","4","4","17.1","5.71","3.63","1.56",".316","76.6 %","","","5.19","5.50","","0.1","602"
"Armando Reynoso","Diamondbacks","30","30","169.2","4.72","2.65","1.17",".280","65.9 %","","","5.20","4.76","","2.1","72"
"Willie Blair","Tigers","17","17","100.1","4.57","2.06","1.26",".321","68.7 %","","","5.20","4.68","","1.3","1001033"
"Paul Rigdon","- - -","16","16","86.1","6.46","3.65","1.88",".271","73.2 %","","","5.21","5.66","","0.3","1010955"
"Shane Reynolds","Astros","22","22","131.0","6.39","3.09","1.37",".307","66.5 %","","","5.22","4.87","","1.5","574"
"Jimmy Anderson","Pirates","26","26","141.0","4.66","3.57","0.83",".311","64.5 %","","","5.23","4.64","","1.8","977"
"Brian Meadows","- - -","32","32","189.2","3.75","2.99","1.52",".297","71.2 %","","","5.27","5.62","","0.6","998"
"Pedro Astacio","Rockies","32","32","196.1","8.85","3.53","1.47",".332","71.9 %","","","5.27","4.69","","3.5","862"
"Scott Downs","- - -","19","19","97.0","5.85","3.71","1.21",".340","70.6 %","","","5.29","4.97","","1.0","773"
"Jimmy Haynes","Brewers","33","33","199.1","3.97","4.52","0.95",".304","67.7 %","","","5.33","5.23","","1.4","329"
"Dave Coggin","Phillies","5","5","27.0","5.67","4.00","0.67",".351","62.0 %","","","5.33","4.28","","0.4","951"
"Ariel Prieto","Athletics","6","6","28.2","5.02","3.45","0.94",".350","66.2 %","","","5.34","4.63","","0.4","1010536"
"Jesus Sanchez","Marlins","32","32","182.0","6.08","3.76","1.58",".289","68.5 %","","","5.34","5.39","","0.8","1476"
"Chris Holt","Astros","32","32","203.2","5.88","3.31","0.97",".333","66.4 %","","","5.39","4.45","","3.2","1005983"
"Jason Grilli","Marlins","1","1","6.2","4.05","2.70","0.00",".393","73.3 %","","","5.40","4.03","","0.1","521"
"Kent Bottenfield","- - -","29","29","171.2","5.56","4.04","1.57",".282","71.3 %","","","5.40","5.57","","0.9","1001226"
"Kevin Beirne","White Sox","1","1","5.0","7.20","1.80","3.60",".083","90.9 %","","","5.40","7.93","","-0.1","638"
"Jason Schmidt","Pirates","11","11","63.1","7.25","5.83","0.85",".332","66.9 %","","","5.40","4.74","","0.7","1131"
"Kelvim Escobar","Blue Jays","24","24","152.2","6.66","4.60","1.18",".294","64.4 %","","","5.42","4.95","","1.7","1298"
"Mark Mulder","Athletics","27","27","154.0","5.14","4.03","1.29",".324","67.8 %","","","5.44","5.27","","1.2","932"
"Scott Schoeneweis","Angels","27","27","170.0","4.13","3.55","1.11",".284","63.6 %","","","5.45","5.11","","1.7","33"
"Jason Bere","- - -","31","31","169.1","7.55","4.73","1.33",".306","69.9 %","","","5.47","5.04","","1.7","266"
"Matt Herges","Dodgers","4","4","23.0","4.30","4.70","0.39",".303","62.8 %","","","5.48","4.57","","0.3","780"
"Brett Tomko","Mariners","8","8","42.2","7.59","3.59","1.27",".310","67.8 %","","","5.48","4.54","","0.6","1056"
"Julio Santana","Expos","4","4","19.2","9.15","6.41","2.75",".240","76.3 %","","","5.49","7.20","","-0.2","496"
"Jamie Moyer","Mariners","26","26","154.0","5.73","3.10","1.29",".301","63.6 %","","","5.49","4.81","","1.8","1091"
"Dwight Gooden","- - -","14","14","67.0","4.97","4.16","2.42",".298","76.3 %","","","5.51","7.04","","-0.5","1004852"
"Seth Etherton","Angels","11","11","60.1","4.77","3.28","2.39",".261","77.3 %","","","5.52","6.66","","-0.3","322"
"Ron Villone","Reds","23","23","126.2","4.69","5.19","1.49",".286","69.8 %","","","5.54","6.17","","0.0","1010"
"Doug Davis","Rangers","13","13","74.2","5.06","5.42","1.08",".321","71.9 %","","","5.54","5.50","","0.5","1244"
"Joe Mays","Twins","28","28","155.2","5.55","3.87","1.10",".322","67.0 %","","","5.55","4.82","","1.8","740"
"Cory Lidle","Devil Rays","11","11","56.2","5.24","3.02","1.59",".289","61.4 %","","","5.56","5.32","","0.4","926"
"Ryan Glynn","Rangers","16","16","88.2","3.35","4.16","1.52",".288","66.2 %","","","5.58","6.08","","0.2","686"
"Terry Mulholland","Braves","20","20","122.0","4.20","1.84","1.48",".326","66.7 %","","","5.61","5.02","","1.1","665"
"Rolando Arrojo","- - -","32","32","172.2","6.46","3.54","1.25",".302","64.5 %","","","5.63","4.96","","2.2","174"
"Ismael Valdez","- - -","20","20","106.0","6.11","3.40","1.87",".308","71.8 %","","","5.69","5.69","","0.3","1283"
"Mark Buehrle","White Sox","3","3","15.2","6.89","4.02","1.72",".375","79.1 %","","","5.74","5.62","","0.1","225"
"Andrew Lorraine","Cubs","5","5","28.0","7.07","4.82","1.29",".265","62.2 %","","","5.79","5.03","","0.3","1583"
"John Wasdin","- - -","4","4","21.2","9.97","2.49","1.66",".373","68.2 %","","","5.82","4.15","","0.6","1768"
"Omar Daal","- - -","28","28","159.1","5.14","3.90","1.30",".311","64.2 %","","","5.82","5.32","","1.0","646"
"Dave Mlicki","Tigers","21","21","114.1","4.25","3.23","1.34",".300","65.8 %","","","5.83","5.28","","0.7","569"
"Octavio Dotel","Astros","16","16","91.0","9.20","4.15","1.98",".318","70.6 %","","","5.84","5.46","","0.5","555"
"Jose Rosado","Royals","5","5","27.2","4.88","2.93","1.30",".278","65.9 %","","","5.86","5.34","","0.3","1011192"
"Pat Rapp","Orioles","30","30","172.0","5.44","4.34","0.94",".313","62.6 %","","","5.86","4.82","","2.2","1010700"
"Masato Yoshii","Rockies","29","29","167.1","4.73","2.85","1.72",".307","68.2 %","","","5.86","5.55","","1.6","807"
"Jay Witasick","- - -","25","25","135.0","7.40","4.53","1.47",".319","66.4 %","","","5.87","5.25","","1.0","1138"
"Brian Cooper","Angels","15","15","87.0","3.72","3.62","1.86",".285","65.1 %","","","5.90","6.27","","-0.1","1295"
"Tim Wakefield","Red Sox","17","17","97.2","4.70","3.50","1.66",".278","62.3 %","","","5.90","5.75","","0.1","219"
"Bronson Arroyo","Pirates","12","12","57.2","6.55","4.21","0.62",".352","56.6 %","","","5.93","4.04","","1.1","978"
"Brian Rose","- - -","24","24","113.1","5.08","4.05","1.67",".283","68.8 %","","","5.96","5.92","","0.4","1011201"
"Pat Mahomes","Mets","5","5","27.0","6.67","5.00","1.67",".231","62.5 %","","","6.00","5.84","","0.0","291"
"Kip Wells","White Sox","20","20","98.2","6.48","5.29","1.37",".345","66.7 %","","","6.02","5.50","","0.7","1012"
"Matt Wise","Angels","6","6","34.1","4.46","3.41","1.83",".272","68.7 %","","","6.03","6.02","","0.0","42"
"Mike Morgan","Diamondbacks","4","4","19.1","2.33","4.19","0.47",".380","70.0 %","","","6.05","4.69","","0.3","67"
"Kent Mercker","Angels","7","7","26.2","5.06","6.41","1.69",".310","75.0 %","","","6.07","6.58","","-0.1","439"
"Brian Boehringer","Padres","3","3","13.1","6.08","6.08","2.03",".310","52.9 %","","","6.08","6.73","","-0.1","984"
"Kevin Jarvis","Rockies","19","19","104.2","4.82","2.32","2.24",".299","66.9 %","","","6.11","6.18","","0.4","1037"
"Jason Dickson","Angels","6","6","28.0","5.79","2.25","1.61",".362","67.5 %","","","6.11","5.03","","0.3","1003278"
"Ramon Martinez","Red Sox","27","27","127.2","6.27","4.72","1.13",".311","63.6 %","","","6.13","5.16","","0.9","1008193"
"Paul Byrd","Phillies","15","15","80.2","5.80","3.68","1.67",".281","60.4 %","","","6.14","5.56","","0.3","594"
"John Snyder","Brewers","23","23","127.0","4.89","5.46","0.57",".321","62.2 %","","","6.17","4.90","","1.3","1012253"
"Jim Brower","Indians","11","11","51.0","4.59","4.24","1.59",".307","68.1 %","","","6.18","5.94","","0.1","313"
"Daniel Garibay","Cubs","8","8","43.1","4.98","4.36","1.04",".304","64.6 %","","","6.23","5.05","","0.4","1004536"
"Carlos Perez","Dodgers","22","22","118.2","4.02","2.28","1.82",".338","67.7 %","","","6.37","5.83","","0.1","1010179"
"Al Levine","Angels","5","5","18.1","4.91","6.87","0.00",".357","66.7 %","","","6.38","4.33","","0.3","20"
"Brian Powell","Astros","5","5","25.1","3.20","4.62","2.13",".270","70.2 %","","","6.39","7.16","","-0.3","490"
"Omar Olivares","Athletics","16","16","90.0","4.70","4.30","1.00",".320","61.5 %","","","6.40","5.13","","0.8","1009771"
"Ruben Quevedo","Cubs","15","15","84.1","6.72","5.12","2.13",".255","63.0 %","","","6.40","6.54","","-0.4","705"
"Mike Thurman","Expos","17","17","88.1","5.30","4.69","0.92",".338","62.0 %","","","6.42","4.95","","0.9","852"
"Jose Silva","Pirates","19","19","96.1","5.70","3.83","1.03",".339","60.8 %","","","6.45","4.75","","1.1","354"
"Steve Woodard","- - -","22","22","111.1","6.39","2.51","1.78",".343","63.5 %","","","6.47","5.23","","0.9","1285"
"Chris Carpenter","Blue Jays","27","27","156.2","5.46","4.65","1.61",".304","64.7 %","","","6.55","5.89","","0.3","1292"
"Miguel Batista","Royals","9","9","48.0","4.50","5.06","2.44",".243","64.0 %","","","6.56","7.34","","-0.4","46"
"Esteban Yan","Devil Rays","20","20","107.2","6.44","2.84","1.92",".307","64.4 %","","","6.60","5.65","","0.5","1236"
"Trey Moore","Expos","8","8","35.1","6.11","5.35","1.78",".393","69.8 %","","","6.62","6.47","","-0.2","1009130"
"Jose Lima","Astros","33","33","196.1","5.68","3.12","2.20",".311","66.6 %","","","6.65","6.12","","-0.1","475"
"Chris Fussell","Royals","9","9","44.1","5.68","7.11","2.44",".216","72.6 %","","","6.70","7.89","","-0.6","1004410"
