"Name","Team","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Edgar Gonzalez","Diamondbacks","5","5","33.0","5.73","1.64","1.64",".255","91.5 %","36.5 %","11.5 %","3.00","4.87","4.73","0.4","1727"
"Josh Johnson","Marlins","24","24","145.1","7.62","3.65","0.81",".283","77.7 %","45.7 %","9.0 %","3.03","3.92","4.16","2.6","4567"
"Hong-Chih Kuo","Dodgers","5","5","29.1","10.74","2.15","0.31",".360","71.4 %","46.6 %","4.2 %","3.07","1.92","2.63","1.3","7016"
"Chris Carpenter","Cardinals","32","32","221.2","7.47","1.75","0.85",".271","76.3 %","53.3 %","11.5 %","3.09","3.44","3.36","5.0","1292"
"Kason Gabbard","Red Sox","4","4","20.1","5.31","5.75","0.00",".338","77.1 %","60.3 %","0.0 %","3.10","3.88","4.92","0.3","3418"
"Brandon Webb","Diamondbacks","33","33","235.0","6.82","1.91","0.57",".287","72.1 %","66.3 %","13.2 %","3.10","3.18","3.03","6.5","1692"
"Roy Halladay","Blue Jays","32","32","220.0","5.40","1.39","0.78",".276","74.9 %","57.5 %","12.5 %","3.19","3.60","3.45","5.1","1303"
"CC Sabathia","Indians","28","28","192.2","8.03","2.06","0.79",".294","71.7 %","45.1 %","8.4 %","3.22","3.30","3.63","5.0","404"
"Scott Kazmir","Devil Rays","24","24","144.2","10.14","3.24","0.93",".310","77.0 %","42.0 %","9.9 %","3.24","3.36","3.48","3.6","4897"
"Shane Youman","Pirates","3","3","16.2","2.16","4.86","0.54",".200","76.5 %","55.6 %","5.0 %","3.24","5.07","5.97","0.1","3888"
"Bronson Arroyo","Reds","35","35","240.2","6.88","2.39","1.16",".270","78.0 %","38.2 %","10.5 %","3.29","4.15","4.20","4.6","978"
"Chad Billingsley","Dodgers","16","16","86.1","6.05","5.73","0.73",".295","79.3 %","49.2 %","7.6 %","3.34","4.87","5.32","0.7","5842"
"Ambiorix Burgos","Royals","1","1","2.2","6.75","3.37","0.00",".462","42.9 %","61.5 %","0.0 %","3.37","2.77","3.83","0.1","3246"
"Brian Stokes","Devil Rays","4","4","21.1","5.06","2.95","0.84",".329","82.8 %","42.7 %","6.1 %","3.38","4.22","5.18","0.4","8653"
"Carlos Zambrano","Cubs","33","33","214.0","8.83","4.84","0.84",".252","75.6 %","46.9 %","10.0 %","3.41","4.14","4.24","3.9","305"
"Brian Bannister","Mets","6","6","34.0","4.76","5.29","0.79",".231","80.8 %","43.1 %","6.3 %","3.44","5.18","6.01","0.3","5718"
"Chris Young","Padres","31","31","179.1","8.23","3.46","1.41",".226","80.7 %","25.4 %","10.4 %","3.46","4.60","4.68","2.2","3196"
"John Smoltz","Braves","35","35","232.0","8.19","2.13","0.89",".299","76.0 %","46.3 %","10.2 %","3.49","3.44","3.52","5.5","115"
"Oscar Villarreal","Braves","4","4","18.0","5.00","1.50","1.00",".267","71.4 %","51.7 %","11.8 %","3.50","3.98","3.86","0.3","1654"
"Mike Mussina","Yankees","32","32","197.1","7.84","1.60","1.00",".284","70.4 %","42.4 %","9.4 %","3.51","3.46","3.68","5.2","837"
"John Lackey","Angels","33","33","217.2","7.86","2.98","0.58",".297","70.4 %","43.0 %","5.7 %","3.56","3.35","4.11","5.3","1507"
"Clay Hensley","Padres","29","29","177.0","5.69","3.66","0.76",".267","75.5 %","54.0 %","9.5 %","3.56","4.25","4.41","2.3","4593"
"Mike Maroth","Tigers","9","9","48.0","4.13","2.81","1.50",".294","85.5 %","42.1 %","12.3 %","3.56","5.40","5.13","0.1","1508"
"Jeremy Sowers","Indians","14","14","88.1","3.57","2.04","1.02",".256","76.3 %","48.3 %","11.1 %","3.57","4.57","4.53","0.9","9083"
"Jason Schmidt","Giants","32","32","213.1","7.59","3.38","0.89",".277","73.7 %","37.4 %","7.9 %","3.59","3.95","4.42","3.8","1131"
"Sun-Woo Kim","Reds","1","1","5.0","5.40","0.00","1.80",".188","76.9 %","23.5 %","14.3 %","3.60","4.55","3.92","0.1","197"
"John Halama","Orioles","1","1","5.0","3.60","3.60","0.00",".235","66.7 %","58.8 %","0.0 %","3.60","3.55","4.39","0.1","1080"
"Kelvim Escobar","Angels","30","30","189.1","6.99","2.38","0.81",".306","68.9 %","44.7 %","8.1 %","3.61","3.62","4.00","4.0","1298"
"Justin Verlander","Tigers","30","30","186.0","6.00","2.90","1.02",".294","78.3 %","41.9 %","10.3 %","3.63","4.35","4.42","2.8","8700"
"John Maine","Mets","15","15","89.0","7.18","3.24","1.52",".220","76.5 %","37.6 %","12.7 %","3.64","4.89","4.56","0.9","4773"
"Chien-Ming Wang","Yankees","33","33","217.1","3.15","2.15","0.50",".290","72.0 %","62.7 %","7.8 %","3.64","3.91","4.18","3.8","2074"
"Cha Seung Baek","Mariners","6","6","34.1","6.03","3.41","1.57",".208","79.8 %","43.1 %","14.6 %","3.67","5.39","4.80","0.1","8214"
"Woody Williams","Padres","24","24","144.1","4.49","2.12","1.31",".270","76.4 %","35.7 %","9.9 %","3.68","4.89","5.08","1.2","1190"
"Derek Lowe","Dodgers","34","34","215.0","5.07","2.30","0.59",".291","70.3 %","66.9 %","11.3 %","3.68","3.70","3.67","4.3","199"
"Erik Bedard","Orioles","33","33","196.1","7.84","3.16","0.73",".309","71.9 %","48.8 %","9.0 %","3.76","3.59","3.80","4.6","126"
"Brandon Backe","Astros","8","8","43.0","3.98","3.77","0.84",".269","78.8 %","36.1 %","6.3 %","3.77","4.94","5.79","0.4","1529"
"Jason Jennings","Rockies","32","32","212.0","6.03","3.61","0.72",".289","74.0 %","43.9 %","7.0 %","3.78","4.09","4.66","4.2","434"
"Aaron Harang","Reds","35","35","233.1","8.29","2.16","1.08",".311","73.6 %","38.6 %","10.6 %","3.78","3.69","3.72","5.7","1451"
"Kenny Rogers","Tigers","33","33","202.0","4.41","2.63","1.02",".261","72.4 %","49.5 %","10.8 %","3.79","4.66","4.66","2.2","1277"
"Tom Gorzelanny","Pirates","11","11","61.2","5.84","4.52","0.44",".249","69.3 %","49.2 %","5.0 %","3.79","4.18","4.92","1.0","6244"
"Tom Glavine","Mets","32","32","198.0","5.95","2.82","1.00",".290","73.6 %","44.3 %","10.9 %","3.82","4.30","4.28","2.9","90"
"Ben Sheets","Brewers","17","17","106.0","9.85","0.93","0.76",".329","67.4 %","40.4 %","7.6 %","3.82","2.43","2.89","4.0","710"
"Barry Zito","Athletics","34","34","221.0","6.15","4.03","1.10",".281","78.5 %","38.3 %","9.0 %","3.83","4.89","5.22","2.2","944"
"Nate Robertson","Tigers","32","32","208.2","5.91","2.89","1.25",".277","76.1 %","46.7 %","13.2 %","3.84","4.72","4.39","2.2","1620"
"Brandon McCarthy","White Sox","2","2","9.1","11.57","1.93","2.89",".211","100.0 %","27.3 %","21.4 %","3.86","5.40","3.33","0.1","4662"
"Dontrelle Willis","Marlins","34","34","223.1","6.45","3.34","0.85",".308","75.0 %","47.5 %","9.2 %","3.87","4.31","4.52","3.0","1703"
"Brett Myers","Phillies","31","31","198.0","8.59","2.86","1.32",".301","76.1 %","45.6 %","14.3 %","3.91","4.14","3.68","3.5","962"
"Carlos Villanueva","Brewers","6","6","36.2","6.38","2.21","1.47",".255","79.2 %","41.8 %","14.3 %","3.93","4.84","4.32","0.3","4138"
"Chuck James","Braves","18","18","107.2","7.11","3.51","1.50",".249","78.1 %","27.8 %","10.8 %","3.93","5.08","5.09","0.8","4886"
"Curt Schilling","Red Sox","31","31","204.0","8.07","1.24","1.24",".324","76.0 %","39.8 %","11.4 %","3.97","3.59","3.50","4.6","73"
"A.J. Burnett","Blue Jays","21","21","135.2","7.83","2.59","0.93",".312","71.3 %","50.7 %","11.8 %","3.98","3.79","3.68","2.9","512"
"Julian Tavarez","Red Sox","6","6","33.2","4.28","4.01","0.53",".308","74.2 %","63.6 %","11.1 %","4.01","4.31","4.28","0.4","541"
"Chris Capuano","Brewers","34","34","221.1","7.08","1.91","1.18",".295","72.4 %","39.9 %","10.5 %","4.03","4.04","4.08","4.0","1701"
"Scott Olsen","Marlins","31","31","180.2","8.27","3.74","1.15",".280","70.5 %","44.8 %","12.5 %","4.04","4.33","4.10","2.5","4529"
"Ubaldo Jimenez","Rockies","1","1","6.2","4.05","4.05","1.35",".111","43.5 %","47.4 %","12.5 %","4.05","5.55","5.28","0.0","3374"
"Jeremy Bonderman","Tigers","34","34","214.0","8.50","2.69","0.76",".318","69.2 %","48.2 %","9.0 %","4.08","3.29","3.52","5.6","1667"
"Cole Hamels","Phillies","23","23","132.1","9.86","3.26","1.29",".286","72.1 %","38.9 %","12.5 %","4.08","3.98","3.73","2.6","4972"
"Jake Peavy","Padres","32","32","202.1","9.56","2.76","1.02",".304","72.7 %","38.0 %","9.6 %","4.09","3.51","3.70","4.4","1051"
"Dan Haren","Athletics","34","34","223.0","7.10","1.82","1.25",".289","72.2 %","45.2 %","12.5 %","4.12","4.12","3.87","3.8","1757"
"Kerry Wood","Cubs","4","4","19.2","5.95","3.66","2.29",".237","71.4 %","39.3 %","16.1 %","4.12","6.50","5.41","-0.1","304"
"Jeff Suppan","Cardinals","32","32","190.0","4.93","3.27","0.99",".293","72.3 %","46.8 %","10.8 %","4.12","4.70","4.70","1.9","633"
"Travis Smith","Braves","1","1","4.1","2.08","2.08","0.00",".294","33.3 %","68.8 %","0.0 %","4.15","3.38","4.03","0.1","1522"
"Jeff Francis","Rockies","32","32","199.0","5.29","3.12","0.81",".270","68.9 %","44.7 %","7.9 %","4.16","4.38","4.83","3.5","4684"
"Jeff Karstens","Yankees","6","6","36.2","3.19","2.21","1.47",".256","73.9 %","34.3 %","9.0 %","4.17","5.38","5.83","0.1","5879"
"Jake Westbrook","Indians","32","32","211.1","4.64","2.34","0.64",".322","70.2 %","60.8 %","9.6 %","4.17","3.88","4.00","3.6","412"
"Andy Pettitte","Astros","35","35","213.1","7.47","2.95","1.14",".324","72.3 %","49.8 %","14.6 %","4.18","4.15","3.72","3.3","840"
"Aaron Sele","Dodgers","15","15","84.0","4.93","2.46","0.86",".301","69.0 %","45.2 %","7.0 %","4.18","4.15","4.82","1.3","34"
"Matt Cain","Giants","31","31","188.2","8.49","4.15","0.86",".266","69.8 %","35.6 %","7.2 %","4.20","3.98","4.60","3.7","4732"
"Greg Maddux","- - -","34","34","210.0","5.01","1.59","0.86",".289","64.5 %","50.7 %","10.4 %","4.20","3.80","3.85","4.3","104"
"Boof Bonser","Twins","18","18","100.1","7.53","2.15","1.61",".295","76.1 %","41.7 %","13.5 %","4.22","4.55","4.08","1.0","2159"
"Aaron Cook","Rockies","32","32","212.2","3.89","2.33","0.72",".302","70.3 %","57.6 %","9.6 %","4.23","4.20","4.33","3.6","1571"
"Rich Harden","Athletics","9","9","46.2","9.45","5.01","0.96",".236","70.6 %","43.5 %","13.5 %","4.24","4.18","3.90","0.7","1772"
"Rich Hill","Cubs","16","16","97.1","8.04","3.61","1.48",".248","71.6 %","29.7 %","11.4 %","4.25","4.76","4.65","1.2","4806"
"Dave Bush","Brewers","32","32","207.1","7.08","1.65","1.04",".281","67.3 %","46.8 %","11.4 %","4.25","3.89","3.81","4.1","4635"
"Jose Contreras","White Sox","30","30","196.0","6.15","2.53","0.92",".283","68.4 %","44.6 %","8.3 %","4.27","4.10","4.51","4.0","1660"
"Robinson Tejeda","Rangers","14","14","73.2","4.89","3.91","1.22",".299","75.0 %","37.1 %","8.8 %","4.28","5.25","5.66","0.5","2575"
"Ervin Santana","Angels","33","33","204.0","6.22","3.09","0.93",".265","67.1 %","38.6 %","7.7 %","4.28","4.29","4.84","3.0","3200"
"Wil Ledezma","Tigers","7","7","35.2","4.79","3.03","1.01",".270","69.8 %","36.4 %","7.5 %","4.29","4.63","5.26","0.5","1669"
"Jamie Moyer","- - -","33","33","211.1","4.60","2.17","1.41",".280","73.2 %","40.0 %","11.7 %","4.30","4.95","4.80","1.9","1091"
"Ted Lilly","Blue Jays","32","32","181.2","7.93","4.01","1.39",".288","73.8 %","37.7 %","12.1 %","4.31","4.79","4.58","2.1","833"
"Lance Cormier","Braves","9","9","48.0","6.19","3.75","1.31",".365","76.8 %","48.1 %","14.9 %","4.31","4.92","4.40","0.3","4346"
"Brad Radke","Twins","28","28","162.1","4.60","1.77","1.33",".315","72.8 %","41.6 %","11.1 %","4.32","4.66","4.61","1.6","748"
"Brad Penny","Dodgers","33","33","188.2","7.06","2.53","0.91",".320","72.0 %","43.5 %","9.0 %","4.34","3.87","4.14","3.6","535"
"Cliff Lee","Indians","33","33","200.2","5.79","2.60","1.30",".296","70.6 %","32.7 %","8.8 %","4.40","4.73","5.16","2.3","1636"
"Tim Corcoran","Devil Rays","16","16","83.2","5.92","4.84","0.97",".289","72.6 %","39.8 %","9.3 %","4.41","4.99","5.22","0.6","2351"
"David Wells","- - -","13","13","75.1","4.54","1.43","1.31",".327","72.7 %","48.9 %","12.2 %","4.42","4.51","4.30","0.9","855"
"Jaret Wright","Yankees","27","27","136.1","5.35","3.63","0.66",".313","71.9 %","37.9 %","5.7 %","4.42","4.28","5.12","2.3","415"
"John Patterson","Nationals","8","8","40.2","9.30","1.99","0.89",".286","63.7 %","30.1 %","6.6 %","4.43","3.25","4.08","1.0","71"
"Juan Cruz","Diamondbacks","15","15","73.0","7.77","3.70","0.49",".304","70.6 %","39.6 %","5.4 %","4.44","3.78","4.49","1.6","273"
"Mark Hendrickson","- - -","25","25","154.0","5.08","3.45","0.99",".294","70.3 %","48.1 %","9.1 %","4.44","4.68","4.94","1.8","1574"
"Zach Duke","Pirates","34","34","215.1","4.89","2.84","0.71",".328","69.9 %","51.3 %","8.3 %","4.47","4.13","4.44","3.2","3840"
"Pedro Martinez","Mets","23","23","132.2","9.29","2.65","1.29",".258","65.2 %","36.3 %","12.3 %","4.48","4.05","3.83","2.3","200"
"Jon Garland","White Sox","32","32","211.0","4.78","1.75","1.11",".307","70.7 %","42.1 %","9.5 %","4.48","4.36","4.57","3.6","232"
"Horacio Ramirez","Braves","14","14","76.1","4.36","3.66","0.71",".305","69.9 %","53.7 %","9.0 %","4.48","4.57","4.79","0.9","110"
"Gil Meche","Mariners","32","32","186.2","7.52","4.05","1.16",".295","70.0 %","43.1 %","11.3 %","4.48","4.63","4.55","1.9","1089"
"Vicente Padilla","Rangers","33","33","200.0","7.02","3.15","0.94",".304","70.2 %","44.1 %","9.9 %","4.50","4.26","4.38","3.2","964"
"Shawn Estes","Padres","1","1","6.0","6.00","4.50","0.00",".263","66.7 %","73.7 %","0.0 %","4.50","3.81","4.75","0.1","873"
"Chris Narveson","Cardinals","1","1","4.0","13.50","4.50","2.25",".167","76.9 %","28.6 %","20.0 %","4.50","4.90","3.41","0.0","2141"
"Jake Woods","Mariners","8","8","42.0","5.57","3.00","0.86",".340","75.7 %","43.4 %","7.8 %","4.50","4.29","4.76","0.6","2196"
"Kevin Millwood","Rangers","34","34","215.0","6.57","2.22","0.96",".306","67.6 %","44.7 %","9.8 %","4.52","3.87","4.02","4.3","106"
"Felix Hernandez","Mariners","31","31","191.0","8.29","2.83","1.08",".312","68.2 %","57.7 %","16.4 %","4.52","3.91","3.37","3.3","4772"
"Freddy Garcia","White Sox","33","33","216.1","5.62","2.00","1.33",".282","70.1 %","41.2 %","10.9 %","4.53","4.58","4.57","3.1","1077"
"Wade Miller","Cubs","5","5","21.2","8.31","7.48","1.66",".250","80.3 %","32.3 %","12.9 %","4.57","6.33","5.94","-0.1","568"
"Miguel Batista","Diamondbacks","33","33","206.0","4.81","3.67","0.79",".308","69.3 %","51.6 %","9.2 %","4.59","4.53","4.72","2.9","46"
"Tim Wakefield","Red Sox","23","23","140.0","5.79","3.28","1.22",".264","68.5 %","39.4 %","9.4 %","4.63","4.93","5.20","1.2","219"
"Orlando Hernandez","- - -","29","29","162.1","9.09","3.38","1.22",".302","70.0 %","34.0 %","10.5 %","4.66","4.24","4.29","2.7","823"
"Shawn Hill","Nationals","6","6","36.2","3.93","2.95","0.49",".315","68.8 %","50.4 %","5.1 %","4.66","4.21","5.00","0.5","1882"
"Jarrod Washburn","Mariners","31","31","187.0","4.96","2.65","1.20",".279","69.8 %","39.7 %","9.3 %","4.67","4.78","5.07","1.9","40"
"Fernando Nieve","Astros","11","11","61.2","5.69","2.77","1.90",".249","76.8 %","38.1 %","14.4 %","4.67","5.64","4.96","0.1","2173"
"Beltran Perez","Nationals","3","3","15.1","4.11","5.28","1.76",".178","76.0 %","39.1 %","13.6 %","4.70","6.54","6.01","-0.1","2116"
"Chan Ho Park","Padres","21","21","132.0","6.14","2.93","1.30",".283","69.3 %","43.6 %","11.7 %","4.70","4.86","4.72","0.8","1267"
"Joe Saunders","Angels","13","13","70.2","6.50","3.69","0.76",".302","63.7 %","47.9 %","8.6 %","4.71","4.08","4.37","1.0","4366"
"Shaun Marcum","Blue Jays","14","14","68.2","7.08","3.67","1.70",".291","79.5 %","36.9 %","13.1 %","4.72","5.43","5.00","0.3","6204"
"Ian Snell","Pirates","32","32","186.0","8.18","3.58","1.40",".314","72.8 %","42.7 %","14.9 %","4.74","4.58","4.03","1.9","2227"
"Daniel Cabrera","Orioles","26","26","148.0","9.55","6.32","0.67",".309","70.2 %","40.7 %","7.6 %","4.74","4.20","4.60","2.6","1931"
"Noah Lowry","Giants","27","27","159.1","4.74","3.16","1.19",".278","70.0 %","36.4 %","8.8 %","4.74","4.97","5.36","1.3","1833"
"Paul Maholm","Pirates","30","30","176.0","5.98","4.14","0.97",".327","73.4 %","53.0 %","12.8 %","4.76","4.81","4.59","1.4","8678"
"Jon Lester","Red Sox","15","15","81.1","6.64","4.76","0.77",".333","74.3 %","40.6 %","7.3 %","4.76","4.56","5.10","1.0","4930"
"Luke Hudson","Royals","15","15","88.1","5.60","3.06","0.71",".299","65.7 %","48.1 %","8.5 %","4.79","4.05","4.33","1.4","1542"
"Mike O'Connor","Nationals","20","20","103.0","5.16","3.93","1.22",".250","68.3 %","36.4 %","9.4 %","4.81","5.28","5.55","0.5","6457"
"Kris Benson","Orioles","30","30","183.0","4.33","2.85","1.62",".279","73.0 %","41.5 %","13.9 %","4.82","5.59","5.08","0.6","982"
"Tomo Ohka","Brewers","18","18","97.0","4.64","3.25","1.11",".270","66.0 %","39.2 %","9.6 %","4.82","4.96","5.17","0.9","788"
"Cory Lidle","- - -","30","30","169.2","6.84","3.08","1.59",".292","72.5 %","49.8 %","17.0 %","4.83","5.14","4.31","1.1","926"
"Livan Hernandez","- - -","34","34","216.0","5.33","3.25","1.21",".301","70.6 %","36.4 %","9.3 %","4.83","4.85","5.14","2.0","1116"
"James Shields","Devil Rays","21","21","124.2","7.51","2.74","1.30",".328","72.4 %","42.7 %","13.7 %","4.84","4.39","3.99","1.7","7059"
"Joe Blanton","Athletics","31","31","191.1","4.80","2.73","0.80",".332","68.7 %","43.3 %","6.9 %","4.84","4.22","4.88","3.1","4849"
"Brandon Duckworth","Royals","8","8","42.2","5.48","4.01","0.42",".363","66.9 %","47.6 %","4.2 %","4.85","4.01","4.99","0.7","954"
"Tim Hudson","Braves","35","35","218.1","5.81","3.26","1.03",".298","67.4 %","57.8 %","14.4 %","4.86","4.55","4.19","2.5","921"
"John Thomson","Braves","15","15","75.2","4.88","3.57","1.31",".305","64.7 %","44.8 %","12.2 %","4.88","5.22","5.00","0.3","453"
"Paul Byrd","Indians","31","31","179.0","4.42","1.91","1.31",".318","65.1 %","38.5 %","10.6 %","4.88","4.79","4.83","1.7","594"
"Javier Vazquez","White Sox","32","32","201.0","8.15","2.42","1.03",".308","65.2 %","40.4 %","9.5 %","4.88","3.84","4.05","4.7","801"
"Kirk Saarloos","Athletics","16","16","90.1","3.69","3.99","1.49",".321","77.4 %","55.8 %","18.1 %","4.88","5.85","4.98","-0.2","1516"
"Sergio Mitre","Marlins","7","7","35.0","7.20","3.34","1.54",".306","73.5 %","51.4 %","19.4 %","4.89","5.23","4.25","0.1","1773"
"Esteban Loaiza","Athletics","26","26","154.2","5.64","2.33","0.99",".312","65.9 %","42.0 %","8.6 %","4.89","4.19","4.57","2.4","1310"
"Claudio Vargas","Diamondbacks","30","30","165.2","6.57","2.82","1.47",".292","69.1 %","39.8 %","11.8 %","4.89","4.89","4.72","1.8","1695"
"Miguel Asencio","Rockies","1","1","3.2","9.82","4.91","0.00",".467","40.0 %","53.3 %","0.0 %","4.91","3.42","4.95","0.1","586"
"Brad Hennessey","Giants","12","12","58.2","3.38","3.99","1.38",".266","70.7 %","46.5 %","12.7 %","4.91","6.13","5.84","-0.3","3720"
"Doug Davis","Brewers","34","34","203.1","7.04","4.51","0.84",".302","68.1 %","44.1 %","8.8 %","4.91","4.38","4.66","2.8","1244"
"Jon Lieber","Phillies","27","27","168.0","5.36","1.29","1.45",".303","67.0 %","43.0 %","13.5 %","4.93","4.58","4.17","2.4","287"
"Adam Loewen","Orioles","19","19","103.2","7.73","4.95","0.43",".313","65.0 %","49.2 %","5.6 %","4.95","3.91","4.50","2.0","2134"
"Ricky Nolasco","Marlins","22","22","119.2","6.09","2.63","1.43",".306","68.5 %","38.7 %","12.1 %","4.96","4.94","4.72","0.9","3830"
"Steve Trachsel","Mets","30","30","164.2","4.32","4.26","1.26",".293","73.7 %","41.5 %","10.1 %","4.97","5.50","5.62","0.5","898"
"Matt Morris","Giants","33","33","207.2","5.07","2.73","0.95",".285","65.1 %","45.7 %","9.5 %","4.98","4.51","4.70","2.3","1172"
"Mark Buehrle","White Sox","32","32","204.0","4.32","2.12","1.59",".307","70.6 %","44.1 %","13.8 %","4.99","5.27","4.78","1.7","225"
"Ty Taubenheim","Blue Jays","7","7","30.2","6.46","4.40","1.17",".300","69.6 %","44.6 %","10.5 %","4.99","5.27","5.31","0.2","5561"
"Shane Komine","Athletics","2","2","9.0","1.00","8.00","3.00",".212","94.2 %","38.9 %","18.8 %","5.00","9.92","8.09","-0.3","4754"
"Randy Johnson","Yankees","33","33","205.0","7.55","2.63","1.23",".281","61.8 %","41.9 %","10.9 %","5.00","4.27","4.26","3.2","60"
"Josh Beckett","Red Sox","33","33","204.2","6.95","3.25","1.58",".262","69.0 %","45.1 %","15.4 %","5.01","5.12","4.44","1.0","510"
"Tony Armas Jr.","Nationals","30","30","154.0","5.67","3.74","1.11",".296","68.1 %","38.7 %","9.6 %","5.03","4.99","5.20","0.9","761"
"Gustavo Chacin","Blue Jays","17","17","87.1","4.84","3.92","1.96",".259","77.3 %","35.0 %","15.3 %","5.05","6.41","5.58","-0.4","2060"
"Anthony Reyes","Cardinals","17","17","85.1","7.59","3.59","1.79",".279","76.1 %","34.3 %","14.8 %","5.06","5.49","4.80","0.2","7105"
"J.P. Howell","Devil Rays","8","8","42.1","7.02","2.98","0.85",".361","69.4 %","45.3 %","10.0 %","5.10","4.02","4.12","0.7","8245"
"Bartolo Colon","Angels","10","10","56.1","4.95","1.76","1.76",".308","66.1 %","40.5 %","14.9 %","5.11","5.33","4.64","0.3","375"
"Brett Tomko","Dodgers","15","15","82.2","5.12","2.18","1.52",".288","66.7 %","37.3 %","11.1 %","5.12","5.01","4.95","0.6","1056"
"Adam Eaton","Rangers","13","13","65.0","5.95","3.32","1.52",".321","75.1 %","37.3 %","13.3 %","5.12","5.32","4.91","0.4","1029"
"Mike Thompson","Padres","16","16","89.1","3.53","2.92","1.31",".282","67.6 %","48.9 %","12.9 %","5.14","5.43","5.13","0.0","2735"
"Jae Seo","- - -","26","26","137.2","4.51","3.07","1.77",".318","74.9 %","35.2 %","12.3 %","5.16","5.81","5.50","0.1","895"
"Eric Milton","Reds","26","26","152.2","5.31","2.48","1.71",".270","68.5 %","30.8 %","11.2 %","5.19","5.36","5.27","1.0","743"
"Victor Santos","Pirates","19","19","102.1","6.51","3.25","0.97",".352","67.1 %","43.2 %","9.6 %","5.19","4.30","4.48","1.4","446"
"Ryan Drese","Nationals","2","2","8.2","5.19","8.31","0.00",".321","52.9 %","52.0 %","0.0 %","5.19","4.76","6.22","0.1","379"
"Casey Janssen","Blue Jays","17","17","91.1","4.14","2.07","1.18",".277","62.9 %","52.9 %","12.1 %","5.22","4.82","4.64","0.9","7355"
"Jamey Wright","Giants","21","21","132.2","4.48","3.80","0.88",".308","67.1 %","58.8 %","12.6 %","5.22","4.87","4.69","0.9","715"
"Elizardo Ramirez","Reds","19","19","102.2","6.05","2.37","1.14",".316","63.6 %","44.3 %","11.5 %","5.26","4.47","4.37","1.6","1946"
"Zach Miner","Tigers","16","16","79.2","5.20","2.94","1.13",".304","65.7 %","47.0 %","11.5 %","5.31","4.60","4.51","0.9","3193"
"Casey Fossum","Devil Rays","25","25","130.0","6.09","4.36","1.25",".286","65.7 %","45.9 %","12.9 %","5.33","5.32","5.03","0.4","188"
"Scott Elarton","Royals","20","20","114.2","3.85","4.08","2.04",".247","73.6 %","29.5 %","12.7 %","5.34","6.76","6.31","-1.1","426"
"Wandy Rodriguez","Astros","24","24","133.0","6.36","3.99","1.08",".316","64.0 %","45.1 %","11.4 %","5.41","4.76","4.68","1.3","2586"
"John Wasdin","Rangers","5","5","24.2","4.74","4.74","2.19",".282","78.7 %","41.8 %","15.4 %","5.47","6.96","6.02","-0.2","1768"
