"Name","Team","AB","H","HR","RBI","BB","SO","AVG","OPS","WAR","SB","playerid"
"Dustin Pedroia","Red Sox","653","213","17","83","50","52",".326",".869","6.3","20","8370"
"Jermaine Dye","White Sox","590","172","34","96","44","104",".292",".885","1.4","3","911"
"Ryan Braun","Brewers","611","174","37","106","42","129",".285",".888","4.6","14","3410"
"Ty Wigginton","Astros","386","110","23","58","32","69",".285",".876","2.8","4","1491"
"Miguel Cabrera","Tigers","616","180","37","127","56","126",".292",".887","2.6","1","1744"
"Grady Sizemore","Indians","634","170","33","90","98","130",".268",".876","7.4","38","2197"
"Carlos Pena","Rays","490","121","31","102","96","166",".247",".871","3.8","1","934"
"Dan Uggla","Marlins","531","138","32","92","77","171",".260",".874","4.2","5","3442"
"Joey Votto","Reds","526","156","24","84","59","102",".297",".874","3.6","7","4314"
"Pat Burrell","Phillies","536","134","33","86","102","136",".250",".875","2.4","0","949"
"Carlos Beltran","Mets","606","172","27","112","92","96",".284",".876","7.3","25","589"
"Chris Davis","Rangers","295","84","17","55","20","88",".285",".880","0.8","1","9272"
"Xavier Nady","- - -","555","169","25","97","39","103",".305",".867","3.0","2","1658"
"Nick Johnson","Nationals","109","24","5","20","33","25",".220",".846","0.9","0","828"
"Scott McClain","Giants","33","9","2","7","5","8",".273",".853","0.2","0","8951"
"Mark DeRosa","Cubs","505","144","21","87","69","106",".285",".857","4.2","6","1392"
"Vladimir Guerrero","Angels","541","164","27","91","51","77",".303",".886","1.9","5","778"
"Jayson Werth","Phillies","418","114","24","67","57","119",".273",".861","5.1","20","1327"
"Troy Glaus","Cardinals","544","147","27","99","87","104",".270",".856","4.8","0","15"
"Curtis Granderson","Tigers","553","155","22","66","71","111",".280",".858","4.1","12","4747"
"Geovany Soto","Cubs","494","141","23","86","62","121",".285",".868","3.7","0","3707"
"Gregorio Petit","Athletics","23","8","0","0","2","9",".348",".835","0.2","0","3812"
"Jack Cust","Athletics","481","111","33","77","111","197",".231",".851","2.1","0","1564"
"David Ortiz","Red Sox","416","110","23","89","70","74",".264",".877","1.7","1","745"
"Prince Fielder","Brewers","588","162","34","102","84","134",".276",".879","1.3","3","4613"
"Kelly Shoppach","Indians","352","92","21","55","36","133",".261",".865","3.0","0","3867"
"Jeff Bailey","Red Sox","50","14","2","6","9","17",".280",".850","0.2","0","2394"
"Ronnie Belliard","Nationals","296","85","11","46","37","58",".287",".845","1.5","3","677"
"Justin Morneau","Twins","623","187","23","129","76","85",".300",".873","3.3","0","1737"
"Jim Thome","White Sox","503","123","34","90","91","147",".245",".865","1.6","1","409"
"Evan Longoria","Rays","448","122","27","85","46","122",".272",".874","5.6","7","9368"
"Fernando Tatis","Mets","273","81","11","47","29","59",".297",".853","1.3","3","798"
"Marlon Byrd","Rangers","403","120","10","53","46","62",".298",".842","3.1","7","950"
"Adrian Gonzalez","Padres","616","172","36","119","74","142",".279",".871","3.1","0","1908"
"Bobby Abreu","Yankees","609","180","20","100","73","109",".296",".843","1.6","22","945"
"Johnny Damon","Yankees","555","168","17","71","64","82",".303",".836","3.7","29","185"
"Ryan Doumit","Pirates","431","137","15","69","23","55",".318",".858","3.0","2","2113"
"Alfonso Soriano","Cubs","453","127","29","75","43","103",".280",".876","3.8","19","847"
"Ryan Howard","Phillies","610","153","48","146","81","199",".251",".881","2.9","1","2154"
"Martin Prado","Braves","228","73","2","33","21","29",".320",".838","1.1","3","3312"
"Jody Gerut","Padres","328","97","14","43","28","52",".296",".845","2.9","6","1696"
"John Baker","Marlins","197","59","5","32","30","48",".299",".839","1.5","0","4756"
"Carlos Delgado","Mets","598","162","38","115","72","124",".271",".871","2.4","1","1297"
"Josh Willingham","Marlins","351","89","15","51","48","82",".254",".834","2.6","3","2103"
"Nate McLouth","Pirates","597","165","26","94","65","93",".276",".853","3.8","23","3190"
"Reggie Abercrombie","Astros","55","17","2","5","1","23",".309",".848","0.5","5","2187"
"Brian Roberts","Orioles","611","181","9","57","82","104",".296",".828","4.7","40","166"
"Denard Span","Twins","347","102","6","47","50","60",".294",".819","3.2","18","8347"
"Conor Jackson","Diamondbacks","540","162","12","75","59","61",".300",".823","2.9","10","5997"
"Gabe Kapler","Brewers","229","69","8","38","13","39",".301",".838","1.7","3","1256"
"Ben Zobrist","Rays","198","50","12","30","25","37",".253",".844","1.5","3","7435"
"Pablo Sandoval","Giants","145","50","3","24","4","14",".345",".847","0.9","0","5409"
"Mike Rivera","Brewers","62","19","1","14","6","10",".306",".812","0.1","2","493"
"Ray Durham","- - -","370","107","6","45","53","72",".289",".813","2.7","8","230"
"Rick Ankiel","Cardinals","413","109","25","71","42","100",".264",".843","1.7","2","1142"
"Travis Metcalf","Rangers","56","13","6","14","3","12",".232",".868","-0.2","0","7364"
"Hank Blalock","Rangers","258","74","12","38","19","40",".287",".846","0.3","1","1419"
"Anderson Hernandez","Nationals","81","27","0","17","10","8",".333",".789","0.5","0","3366"
"Kila Ka'aihue","Royals","21","6","1","1","3","2",".286",".804","0.0","0","4707"
"Derrek Lee","Cubs","623","181","20","90","71","119",".291",".823","2.4","8","525"
"Mike Aviles","Royals","419","136","10","51","18","58",".325",".833","4.3","8","5986"
"Raul Ibanez","Mariners","635","186","23","110","64","110",".293",".837","2.8","2","607"
"Matt Joyce","Tigers","242","61","12","33","31","65",".252",".831","1.6","0","3353"
"Rocco Baldelli","Rays","80","21","4","13","7","25",".263",".819","0.3","0","1656"
"Jose Reyes","Mets","688","204","16","68","66","82",".297",".833","5.9","56","1736"
"Vernon Wells","Blue Jays","427","128","20","78","29","46",".300",".840","1.0","4","1326"
"Carlos Guillen","Tigers","420","120","10","54","60","67",".286",".811","2.1","9","1079"
"Orlando Hudson","Diamondbacks","407","124","8","41","40","62",".305",".817","1.3","4","1307"
"Adam LaRoche","Pirates","492","133","25","85","54","122",".270",".841","1.3","1","1904"
"David DeJesus","Royals","518","159","12","73","46","71",".307",".818","2.5","11","1825"
"James Parr","Braves","8","2","0","0","2","4",".250",".775","0.2","0","7734"
"Melvin Mora","Orioles","513","146","23","104","37","70",".285",".826","3.0","3","157"
"J.J. Hardy","Brewers","569","161","24","74","52","98",".283",".821","4.0","2","3797"
"Stephen Drew","Diamondbacks","611","178","21","67","41","109",".291",".836","1.9","3","4251"
"Greg Norton","- - -","187","49","7","35","33","44",".262",".811","0.4","0","1388"
"Jim Edmonds","- - -","340","80","20","55","55","82",".235",".822","0.3","2","1153"
"Matt Macri","Twins","34","11","1","4","2","10",".324",".802","0.0","1","7548"
"Greg Dobbs","Phillies","226","68","9","40","11","40",".301",".824","0.9","3","2158"
"Travis Denker","Giants","37","9","1","3","5","10",".243",".820","0.3","0","6155"
"Jorge Sosa","Mets","1","0","0","0","1","1",".000",".500","0.0","0","1228"
"Renyel Pinto","Marlins","1","0","0","0","1","1",".000",".500","0.1","0","2180"
"Anthony Reyes","- - -","1","0","0","0","1","1",".000",".500","0.0","0","7105"
"Keiichi Yabu","Giants","1","0","0","0","1","0",".000",".500","0.0","0","8624"
"Jeremy Sowers","Indians","1","0","0","0","1","1",".000",".500","0.0","0","9083"
"Dmitri Young","Nationals","150","42","4","10","28","28",".280",".794","-0.3","0","505"
"Justin Upton","Diamondbacks","356","89","15","42","54","121",".250",".816","0.6","1","5222"
"Edwin Encarnacion","Reds","506","127","26","68","61","102",".251",".807","1.6","1","2151"
"Melvin Upton Jr.","Rays","531","145","9","67","97","134",".273",".784","4.8","44","5015"
"Torii Hunter","Angels","551","153","21","78","50","108",".278",".810","2.3","19","731"
"Shane Victorino","Phillies","570","167","14","58","45","69",".293",".799","4.3","36","1677"
"Mike Cameron","Brewers","444","108","25","70","54","142",".243",".809","4.0","17","1070"
"Ryan Langerhans","Nationals","111","26","3","12","25","31",".234",".776","1.0","2","98"
"Russell Martin","Dodgers","553","155","13","69","90","83",".280",".781","4.9","18","4616"
"Hideki Matsui","Yankees","337","99","9","45","38","47",".294",".795","0.8","0","1659"
"Moises Alou","Mets","49","17","0","9","2","4",".347",".777","0.2","1","261"
"Cliff Floyd","Rays","246","66","11","39","28","58",".268",".804","0.5","1","518"
"Ian Stewart","Rockies","266","69","10","41","30","94",".259",".804","1.0","1","5950"
"Ramon Vazquez","Rangers","300","87","6","40","38","66",".290",".795","0.9","0","1058"
"Todd Helton","Rockies","299","79","7","29","61","50",".264",".779","0.6","0","432"
"Seth Smith","Rockies","108","28","4","15","15","23",".259",".785","0.0","1","7331"
"Kelly Johnson","Braves","547","157","12","69","52","113",".287",".795","2.7","11","2234"
"Jhonny Peralta","Indians","605","167","23","89","48","126",".276",".804","3.3","3","1738"
"Jason Kubel","Twins","463","126","20","78","47","91",".272",".805","0.5","0","2161"
"Casey Blake","- - -","536","147","21","81","49","120",".274",".808","2.3","3","719"
"Chris Snyder","Diamondbacks","334","79","16","64","56","101",".237",".800","2.0","0","4606"
"Travis Snider","Blue Jays","73","22","2","13","5","23",".301",".803","0.4","0","2830"
"Jorge Cantu","Marlins","628","174","29","95","40","111",".277",".808","2.6","6","2521"
"Mike Lowell","Red Sox","419","115","17","73","38","61",".274",".798","2.1","2","527"
"Alex Rios","Blue Jays","635","185","15","79","44","112",".291",".798","5.5","32","2090"
"Fred Lewis","Giants","468","132","9","40","51","124",".282",".791","2.3","21","4693"
"Randy Winn","Giants","598","183","10","64","59","88",".306",".790","5.2","25","1235"
"Eric Hinske","Rays","381","94","20","60","47","88",".247",".798","2.0","10","1305"
"Michael Hollimon","Tigers","23","6","1","2","1","6",".261",".845","0.1","0","3674"
"Matt Kemp","Dodgers","606","176","18","76","46","153",".290",".799","3.4","35","5631"
"Luke Scott","Orioles","475","122","23","65","53","102",".257",".807","2.1","2","3469"
"Kaz Matsui","Astros","375","110","6","33","37","53",".293",".781","1.8","20","1854"
"Cody Ross","Marlins","461","120","22","73","33","116",".260",".804","3.5","6","1760"
"Micah Owings","- - -","56","17","1","6","5","21",".304",".771","0.9","0","4253"
"Derek Jeter","Yankees","596","179","11","69","52","85",".300",".771","3.3","11","826"
"Marcus Thames","Tigers","316","76","25","56","24","95",".241",".808","-0.6","0","1523"
"Reed Johnson","Cubs","333","101","6","50","19","68",".303",".778","1.5","5","1702"
"Lyle Overbay","Blue Jays","544","147","15","69","74","116",".270",".777","1.6","1","1617"
"Scott Rolen","Blue Jays","408","107","11","50","46","71",".262",".780","2.6","5","970"
"Cristian Guzman","Nationals","579","183","9","55","23","57",".316",".786","2.8","6","728"
"Sean Casey","Red Sox","199","64","0","17","17","25",".322",".773","-0.1","1","314"
"Clete Thomas","Tigers","116","33","1","9","14","26",".284",".772","0.1","2","3373"
"Brandon Backe","Astros","47","13","2","3","3","18",".277",".780","0.8","0","1529"
"Alex Gordon","Royals","493","128","16","59","66","120",".260",".783","2.6","9","5209"
"Paul Konerko","White Sox","438","105","22","62","65","80",".240",".783","0.4","2","242"
"Ryan Church","Mets","319","88","12","49","33","83",".276",".785","1.4","2","2106"
"Clint Barmes","Rockies","393","114","11","44","17","69",".290",".790","1.7","13","1830"
"Fernando Perez","Rays","60","15","3","8","8","16",".250",".781","1.1","5","7755"
"Jimmy Rollins","Phillies","556","154","11","59","58","55",".277",".786","5.0","47","971"
"Yunel Escobar","Braves","514","148","10","60","59","62",".288",".766","2.8","2","4191"
"Jorge Posada","Yankees","168","45","3","22","24","38",".268",".775","0.0","0","841"
"Ryan Theriot","Cubs","580","178","1","38","73","58",".307",".745","3.0","22","3811"
"Skip Schumaker","Cardinals","540","163","8","46","47","60",".302",".765","1.8","8","3704"
"Chris Carter","Red Sox","18","6","0","3","2","5",".333",".733","0.0","0","7707"
"Alexei Ramirez","White Sox","480","139","21","77","18","61",".290",".792","0.9","13","5133"
"Nomar Garciaparra","Dodgers","163","43","8","28","15","11",".264",".792","0.2","1","190"
"Joe Inglett","Blue Jays","344","102","3","39","28","43",".297",".762","1.7","9","7254"
"Scott Hairston","Padres","326","81","17","31","28","84",".248",".791","2.2","3","1926"
"Garrett Atkins","Rockies","611","175","21","99","40","100",".286",".780","0.1","1","1790"
"Ramon Martinez","Mets","16","4","0","3","2","3",".250",".771","0.0","0","1120"
"Hunter Pence","Astros","595","160","25","83","40","124",".269",".783","2.9","11","8252"
"Jeff Baker","Rockies","299","80","12","48","26","85",".268",".791","0.5","4","2073"
"Placido Polanco","Tigers","580","178","8","58","35","43",".307",".768","3.0","7","1176"
"Mike Jacobs","Marlins","477","118","32","93","36","119",".247",".812","-1.0","1","2231"
"Chris Denorfia","Athletics","62","18","1","9","6","16",".290",".749","-0.3","2","4400"
"Mark Reynolds","Diamondbacks","539","129","28","97","64","204",".239",".779","1.3","11","7619"
"Ben Francisco","Indians","447","119","15","54","40","86",".266",".770","1.7","4","4677"
"Doug Mientkiewicz","Pirates","285","79","2","30","44","28",".277",".753","0.8","0","741"
"Ryan Zimmerman","Nationals","428","121","14","51","31","71",".283",".774","1.9","1","4220"
"Steve Holm","Giants","84","22","1","6","10","16",".262",".762","0.1","0","3472"
"Willie Harris","Nationals","367","92","13","43","50","66",".251",".761","3.0","13","236"
"David Murphy","Rangers","415","114","15","74","31","70",".275",".786","1.8","7","6035"
"Ken Griffey Jr.","- - -","490","122","18","71","78","89",".249",".778","-0.5","0","327"
"Wade LeBlanc","Padres","8","3","0","0","0","3",".375",".750","0.1","0","5221"
"Adrian Beltre","Mariners","556","148","25","77","50","90",".266",".784","3.9","8","639"
"Travis Ishikawa","Giants","95","26","3","15","9","27",".274",".768","0.4","1","4793"
"Dioner Navarro","Rays","427","126","7","54","34","49",".295",".757","1.9","0","3179"
"Joe Crede","White Sox","335","83","17","55","30","45",".248",".773","1.6","0","227"
"Brian Barton","Cardinals","153","41","2","13","19","39",".268",".746","1.0","3","2408"
"James Loney","Dodgers","595","172","13","90","45","85",".289",".772","-0.4","7","4556"
"Joe Mather","Cardinals","133","32","8","18","12","32",".241",".780","0.6","1","3714"
"Joaquin Arias","Rangers","110","32","0","9","7","12",".291",".754","0.0","4","3817"
"Chase Headley","Padres","331","89","9","38","30","104",".269",".757","0.4","4","4720"
"Aaron Miles","Cardinals","379","120","4","31","23","37",".317",".753","1.6","3","1844"
"Ryan Garko","Indians","495","135","14","90","45","86",".273",".750","-0.2","0","6319"
"Jay Bruce","Reds","413","105","21","52","33","110",".254",".767","0.9","4","9892"
"Gabe Gross","- - -","345","82","13","40","50","82",".238",".750","2.4","4","2184"
"Coco Crisp","Red Sox","361","102","7","41","35","59",".283",".751","1.6","20","1572"
"Josh Anderson","Braves","136","40","3","12","8","33",".294",".764","0.7","10","6032"
"Ryan Hanigan","Reds","85","23","2","9","10","9",".271",".732","0.5","0","4952"
"Dallas McPherson","Marlins","11","2","0","0","4","5",".182",".764","0.0","0","2194"
"Rickie Weeks Jr.","Brewers","475","111","14","46","66","115",".234",".740","2.0","19","1849"
"Lou Montanez","Orioles","112","33","3","14","4","20",".295",".763","-0.1","0","2923"
"Miguel Montero","Diamondbacks","184","47","5","18","19","49",".255",".765","0.4","0","3364"
"Conor Gillaspie","Giants","5","1","0","0","2","0",".200",".629","0.0","0","9009"
"Frank Catalanotto","Rangers","248","68","2","21","20","29",".274",".741","-0.3","1","1241"
"Luis Gonzalez","Marlins","341","89","8","47","41","43",".261",".749","-0.8","1","55"
"Mark Grudzielanek","Royals","331","99","3","24","19","41",".299",".743","1.4","2","653"
"Alex Cora","Red Sox","152","41","0","9","16","13",".270",".719","0.6","1","1386"
"Alberto Callaspo","Royals","213","65","0","16","19","14",".305",".731","1.1","2","3336"
"Omar Infante","Braves","317","93","3","40","22","44",".293",".755","0.7","0","1609"
"Bengie Molina","Giants","530","155","16","95","19","38",".292",".767","1.6","0","24"
"Jose Lopez","Mariners","644","191","17","89","27","67",".297",".764","2.2","6","3114"
"Andy Gonzalez","Indians","24","5","1","2","6","5",".208",".700","-0.3","0","3669"
"Frank Thomas","- - -","246","59","8","30","39","57",".240",".723","-0.3","0","255"
"Chris Young","Diamondbacks","625","155","22","85","62","165",".248",".758","2.3","14","3882"
"Chris Coste","Phillies","274","72","9","36","16","51",".263",".748","1.1","0","7243"
"Ichiro Suzuki","Mariners","686","213","6","42","51","65",".310",".747","4.2","43","1101"
"Mark Saccomanno","Astros","10","2","1","2","0","3",".200",".800","0.0","0","5938"
"Michael Young","Rangers","645","183","12","82","55","109",".284",".741","2.3","10","1286"
"Max Ramirez","Rangers","46","10","2","9","6","15",".217",".715","0.1","0","5039"
"Aaron Rowand","Giants","549","149","13","70","44","126",".271",".749","0.8","2","254"
"Kosuke Fukudome","Cubs","501","129","10","58","81","104",".257",".738","1.4","12","3263"
"Jeff Kent","Dodgers","440","123","12","59","25","52",".280",".745","0.3","0","1119"
"Michael Morse","Mariners","9","2","0","0","1","4",".222",".697","0.0","0","3035"
"Joe Koshansky","Rockies","38","8","3","8","1","17",".211",".776","0.0","0","7547"
"Howie Kendrick","Angels","340","104","3","37","12","58",".306",".754","1.8","11","4229"
"Terry Tiffee","Dodgers","4","1","0","0","0","0",".250",".650","0.0","0","2160"
"Garret Anderson","Angels","557","163","15","84","29","77",".293",".758","1.4","7","2"
"Nick Swisher","White Sox","497","109","24","69","82","135",".219",".743","1.1","3","4599"
"Mike DiFelice","Rays","20","6","0","4","1","1",".300",".714","0.2","0","1151"
"Mark Loretta","Astros","261","73","4","38","29","30",".280",".733","1.3","0","1383"
"Yadier Molina","Cardinals","444","135","7","56","32","29",".304",".740","2.5","0","7007"
"Akinori Iwamura","Rays","627","172","6","48","70","131",".274",".729","3.0","8","7781"
"Javier Valentin","Reds","129","33","4","18","14","27",".256",".737","0.3","0","759"
"Jed Lowrie","Red Sox","260","67","2","46","35","68",".258",".739","1.6","1","4418"
"Matt Stairs","- - -","337","85","13","49","42","90",".252",".751","-0.3","1","1384"
"Brandon Boggs","Rangers","283","64","8","41","44","93",".226",".733","1.0","3","8021"
"Rich Aurilia","Giants","407","115","10","52","30","56",".283",".745","0.4","1","1106"
"Ryan Sweeney","Athletics","384","110","5","45","38","67",".286",".733","2.2","9","6352"
"David Ross","- - -","142","32","3","13","32","39",".225",".721","1.1","0","1551"
"Corey Hart","Brewers","612","164","20","91","27","109",".268",".759","0.8","23","1945"
"Jeff Bennett","Braves","9","2","0","1","2","2",".222",".697","0.2","0","1903"
"Ramon Castro","Mets","143","35","7","24","13","34",".245",".753","0.5","0","514"
"Felipe Lopez","- - -","481","136","6","46","43","82",".283",".730","0.4","8","1311"
"Adam Lind","Blue Jays","326","92","9","40","16","59",".282",".755","0.0","2","8027"
"Brady Clark","Mets","8","2","0","1","1","2",".250",".650","0.1","1","1398"
"Jarrod Saltalamacchia","Rangers","198","50","3","26","31","74",".253",".716","0.0","0","5557"
"Brandon Phillips","Reds","559","146","21","78","39","93",".261",".754","2.8","23","791"
"Willy Aybar","Rays","324","82","10","33","32","44",".253",".737","1.4","2","2192"
"Lastings Milledge","Nationals","523","140","14","61","38","96",".268",".731","0.0","24","6441"
"Delmon Young","Twins","575","167","10","69","35","105",".290",".741","-0.9","14","2140"
"Nick Punto","Twins","338","96","2","28","32","57",".284",".726","2.6","15","1429"
"Casey Kotchman","- - -","525","143","14","74","36","39",".272",".738","0.9","2","1930"
"Jacoby Ellsbury","Red Sox","554","155","9","47","41","80",".280",".729","4.2","50","4727"
"Nyjer Morgan","Pirates","160","47","0","7","10","32",".294",".720","0.9","9","4885"
"Mike Sweeney","Athletics","126","36","2","12","7","6",".286",".728","0.3","0","634"
"Kurt Suzuki","Athletics","530","148","7","42","44","69",".279",".716","3.2","2","8259"
"Brian Buscher","Twins","218","64","4","47","19","42",".294",".730","0.3","0","6234"
"Gary Sheffield","Tigers","418","94","19","57","58","83",".225",".725","-0.3","9","114"
"Will Venable","Padres","110","29","2","10","13","21",".264",".730","0.8","1","211"
