"Name","Team","AB","H","HR","RBI","BB","SO","AVG","OPS","WAR","SB","playerid"
"Luis Gonzalez","Diamondbacks","579","176","26","104","94","67",".304",".934","3.8","5","55"
"Marcus Giles","Braves","551","174","21","69","59","80",".316",".917","6.7","14","89"
"Ramon Castro","Marlins","53","15","5","8","4","11",".283",".937","0.5","0","514"
"Jose Guillen","- - -","485","151","31","86","24","95",".311",".928","3.5","1","57"
"Nick Johnson","Yankees","324","92","14","47","70","57",".284",".894","2.3","5","828"
"Tripp Cromer","Astros","4","1","0","1","0","0",".250","1.000","0.0","0","1719"
"Richie Sexson","Brewers","606","165","45","124","98","151",".272",".927","3.6","2","709"
"Chipper Jones","Braves","555","169","27","106","94","83",".305",".920","3.9","2","97"
"Morgan Ensberg","Astros","385","112","25","60","48","60",".291",".907","4.6","7","556"
"Carlos Beltran","Royals","521","160","26","100","72","81",".307",".911","6.9","41","589"
"Ken Griffey Jr.","Reds","166","41","13","26","27","44",".247",".936","1.5","1","327"
"Larry Walker","Rockies","454","129","16","79","98","87",".284",".898","3.2","7","455"
"Scott Rolen","Cardinals","559","160","28","104","82","104",".286",".910","6.2","13","970"
"Edgar Martinez","Mariners","497","146","24","98","92","95",".294",".895","2.7","0","1086"
"Aaron Miles","White Sox","12","4","0","2","0","0",".333",".917","0.1","0","1844"
"Geoff Jenkins","Brewers","487","144","28","95","58","120",".296",".913","3.1","0","690"
"Vernon Wells","Blue Jays","678","215","33","117","42","80",".317",".909","3.8","4","1326"
"Jeff Bagwell","Astros","605","168","39","100","88","119",".278",".897","3.7","11","547"
"Mike Edwards","Athletics","4","1","0","0","2","1",".250",".750","0.0","0","1850"
"Aubrey Huff","Devil Rays","636","198","34","107","53","80",".311",".922","3.1","2","1213"
"Bret Boone","Mariners","622","183","35","117","68","125",".294",".902","7.4","16","1067"
"Reggie Sanders","Pirates","453","129","31","87","38","110",".285",".913","3.0","15","1129"
"J.D. Drew","Cardinals","287","83","15","42","36","48",".289",".886","2.7","2","1152"
"Sammy Sosa","Cubs","517","144","40","103","62","143",".279",".911","2.8","0","302"
"Cliff Floyd","Mets","365","106","18","68","51","66",".290",".894","2.2","3","518"
"Dmitri Young","Tigers","562","167","29","85","58","130",".297",".909","1.9","2","505"
"Todd Pratt","Phillies","125","34","4","20","22","38",".272",".864","1.1","0","968"
"Juan Gonzalez","Rangers","327","96","24","70","14","73",".294",".901","1.0","1","1251"
"Derrek Lee","Marlins","539","146","31","92","88","131",".271",".888","3.8","21","525"
"Brad Fullmer","Angels","206","63","9","35","26","31",".306",".887","1.0","5","13"
"Bobby Abreu","Phillies","577","173","20","101","109","126",".300",".877","5.6","22","945"
"Jack Cust","Orioles","73","19","4","11","10","25",".260",".878","0.2","0","1564"
"David Ross","Dodgers","124","32","10","18","13","42",".258",".892","1.5","0","1551"
"Jose Vidro","Expos","509","158","15","65","69","50",".310",".866","3.2","3","802"
"Greg Myers","Blue Jays","329","101","15","52","37","57",".307",".876","1.7","0","933"
"Edgar Renteria","Cardinals","587","194","13","100","65","54",".330",".874","6.3","34","1178"
"Carlos Baerga","Diamondbacks","207","71","4","39","18","20",".343",".859","0.9","1","175"
"Carl Everett","- - -","526","151","28","92","53","84",".287",".876","3.0","8","1249"
"Preston Wilson","Rockies","600","169","36","141","54","139",".282",".880","3.4","14","545"
"Greg LaRocca","Indians","9","3","0","0","1","1",".333",".844","0.2","0","1582"
"Hank Blalock","Rangers","567","170","29","90","44","97",".300",".872","4.8","2","1419"
"Mike Sweeney","Royals","392","115","16","83","64","56",".293",".858","1.6","3","634"
"Tike Redman","Pirates","230","76","3","19","14","18",".330",".857","1.7","7","1003"
"Craig Wilson","Pirates","309","81","18","48","35","89",".262",".872","1.8","3","1015"
"Derek Jeter","Yankees","482","156","10","52","43","88",".324",".844","4.1","11","826"
"Garret Anderson","Angels","638","201","29","116","31","83",".315",".885","5.1","6","2"
"Mike Lowell","Marlins","492","136","32","105","56","78",".276",".881","4.1","3","527"
"Jay Payton","Rockies","600","181","28","89","43","77",".302",".865","1.2","6","890"
"Brad Wilkerson","Expos","504","135","19","77","89","155",".268",".844","3.9","13","804"
"Kevin Mench","Rangers","125","40","2","11","10","17",".320",".845","0.5","1","1261"
"Mike Piazza","Mets","234","67","11","34","35","40",".286",".860","1.6","0","893"
"David McCarty","- - -","53","18","1","8","3","14",".340",".859","0.4","0","1462"
"Steve Finley","Diamondbacks","516","148","22","70","57","94",".287",".863","3.4","15","54"
"Doug Mientkiewicz","Twins","487","146","11","65","74","55",".300",".843","3.7","4","741"
"Nomar Garciaparra","Red Sox","658","198","28","105","39","61",".301",".870","5.8","19","190"
"Mike Restovich","Twins","53","15","0","4","10","12",".283",".821","0.3","0","751"
"Corey Koskie","Twins","469","137","14","69","77","113",".292",".845","4.9","11","738"
"Rafael Palmeiro","Rangers","561","146","38","112","84","77",".260",".867","2.7","2","1266"
"Howie Clark","Blue Jays","70","25","0","7","3","6",".357",".829","0.4","0","1533"
"Jeff Kent","Astros","505","150","22","93","39","85",".297",".860","3.3","6","1119"
"Alex Cintron","Diamondbacks","448","142","13","51","29","33",".317",".848","2.1","2","50"
"Alfonso Soriano","Yankees","682","198","38","91","38","130",".290",".863","5.1","35","847"
"Eduardo Perez","Cardinals","253","72","11","41","29","53",".285",".843","0.5","5","1409"
"Eric Chavez","Athletics","588","166","29","101","62","89",".282",".864","4.1","8","906"
"Tim Salmon","Angels","528","145","19","72","77","93",".275",".838","2.3","3","32"
"Jason Varitek","Red Sox","451","123","25","85","51","106",".273",".863","3.8","3","217"
"Jason Kendall","Pirates","587","191","6","58","49","40",".325",".815","4.2","8","993"
"Andres Galarraga","Giants","272","82","12","42","19","61",".301",".841","0.8","1","1390"
"Ivan Rodriguez","Marlins","511","152","16","85","55","92",".297",".843","4.5","10","1275"
"Andruw Jones","Braves","595","165","36","116","53","125",".277",".851","5.2","4","96"
"Mike Lieberthal","Phillies","508","159","13","81","38","59",".313",".825","3.1","0","959"
"Scott Podsednik","Brewers","558","175","9","58","56","91",".314",".822","3.2","43","1095"
"J.T. Snow","Giants","330","90","8","51","55","55",".273",".806","2.3","1","1133"
"Adam Riggs","Angels","61","15","3","5","9","9",".246",".835","0.4","3","492"
"Austin Kearns","Reds","292","77","15","58","41","68",".264",".819","1.0","5","332"
"Josh Phelps","Blue Jays","396","106","20","66","39","115",".268",".827","0.7","1","1318"
"Aaron Guiel","Royals","354","98","15","52","27","63",".277",".835","1.4","3","1503"
"Matthew LeCroy","Twins","345","99","17","64","25","82",".287",".832","1.1","0","1456"
"Jason Phillips","Mets","403","120","11","58","39","50",".298",".815","1.0","0","892"
"Jamie Moyer","Mariners","5","2","0","0","0","1",".400",".800","0.1","0","1091"
"Ryan Jensen","Giants","5","2","0","2","0","0",".400",".800","0.1","0","1117"
"Mark Loretta","Padres","589","185","13","72","54","62",".314",".814","4.4","5","1383"
"Trenidad Hubbard","Cubs","16","4","0","2","4","3",".250",".741","0.0","1","1036"
"Shannon Stewart","- - -","573","176","13","73","52","66",".307",".823","3.0","4","1322"
"Jason Young","Rockies","7","2","0","0","1","1",".286",".804","0.1","0","1707"
"Frank Catalanotto","Blue Jays","489","146","13","59","35","62",".299",".823","1.7","2","1241"
"Jeremy Affeldt","Royals","6","2","0","2","1","1",".333",".762","0.1","0","583"
"Larry Bigbie","Orioles","287","87","9","31","29","60",".303",".821","0.7","7","128"
"Corey Patterson","Cubs","329","98","13","55","15","77",".298",".839","2.5","16","300"
"Rondell White","- - -","488","141","22","87","31","79",".289",".829","1.9","1","856"
"Bobby Hill","- - -","7","2","0","0","2","2",".286",".730","0.0","0","283"
"Phil Nevin","Padres","226","63","13","46","21","44",".279",".825","0.5","2","1049"
"Greg Vaughn","Rockies","37","7","3","5","8","13",".189",".840","-0.1","0","1233"
"Jody Gerut","Indians","480","134","22","75","35","70",".279",".830","3.2","4","1696"
"Carlos Lee","White Sox","623","181","31","113","37","91",".291",".830","3.7","18","243"
"Moises Alou","Cubs","565","158","22","91","63","67",".280",".819","3.4","3","261"
"John Vander Wal","Brewers","327","84","14","45","46","104",".257",".818","1.2","1","853"
"Julio Franco","Braves","197","58","5","31","25","43",".294",".824","0.2","0","87"
"Shawn Green","Dodgers","611","171","19","85","68","112",".280",".814","1.8","6","651"
"Luis Matos","Orioles","439","133","13","45","28","90",".303",".811","3.6","15","152"
"Brian Anderson","- - -","1","0","0","0","1","0",".000",".500","0.0","0","44"
"Pete Munro","Astros","1","0","0","0","1","0",".000",".500","0.1","0","1546"
"Todd Wellemeyer","Cubs","1","0","0","0","1","0",".000",".500","0.0","0","1709"
"Carlos Reyes","Devil Rays","1","0","0","0","1","0",".000",".500","0.0","0","1721"
"Ray Durham","Giants","410","117","8","33","50","82",".285",".807","3.1","7","230"
"Raul Mondesi","- - -","523","142","24","71","56","97",".272",".827","3.2","22","1314"
"Billy McMillon","Athletics","153","41","6","26","19","36",".268",".812","0.8","0","834"
"Marty Cordova","Orioles","30","7","1","4","8","5",".233",".777","0.1","1","132"
"Jeff DaVanon","Angels","330","93","12","43","42","59",".282",".805","4.0","17","1440"
"Adam Dunn","Reds","381","82","27","57","74","126",".215",".819","1.6","8","319"
"Kevin Millar","Red Sox","544","150","25","96","60","108",".276",".820","0.3","3","529"
"A.J. Pierzynski","Twins","487","152","11","74","24","55",".312",".824","3.6","3","746"
"Erubiel Durazo","Athletics","537","139","21","77","100","105",".259",".804","1.6","1","1413"
"Gerald Laird","Rangers","44","12","1","4","5","11",".273",".792","0.3","0","1698"
"Ryan Klesko","Padres","397","100","21","67","65","83",".252",".810","1.4","2","1041"
"Robby Hammock","Diamondbacks","195","55","8","28","17","44",".282",".820","0.7","3","1686"
"Luis Castillo","Marlins","595","187","6","39","63","60",".314",".778","4.9","21","513"
"Placido Polanco","Phillies","492","142","14","63","42","38",".289",".799","3.9","14","1176"
"Travis Lee","Devil Rays","542","149","19","70","64","97",".275",".807","3.4","6","958"
"Joe Randa","Royals","502","146","16","72","41","61",".291",".800","2.4","1","623"
"Orlando Cabrera","Expos","626","186","17","80","52","64",".297",".807","4.2","24","766"
"Wil Cordero","Expos","436","121","16","71","49","90",".278",".803","0.6","1","770"
"Rey Ordonez","Devil Rays","117","37","3","22","2","12",".316",".815","0.6","0","889"
"Travis Hafner","Indians","291","74","14","40","22","81",".254",".812","0.2","2","1573"
"Troy Glaus","Angels","319","79","16","50","46","73",".248",".807","0.5","7","15"
"Mark Teixeira","Rangers","529","137","26","84","44","120",".259",".811","1.7","1","1281"
"Brian Jordan","Dodgers","224","67","6","28","23","30",".299",".791","1.6","1","658"
"Kenny Lofton","- - -","547","162","12","46","46","51",".296",".801","3.9","30","246"
"Mark Grudzielanek","Cubs","481","151","3","38","30","64",".314",".782","2.3","6","653"
"Brian Buchanan","Padres","198","52","8","29","24","51",".263",".801","0.6","6","720"
"Greg Colbrunn","Mariners","58","16","3","7","4","16",".276",".805","0.1","0","51"
"Rafael Furcal","Braves","664","194","15","61","60","76",".292",".794","4.0","25","88"
"So Taguchi","Cardinals","54","14","3","13","4","11",".259",".829","0.4","0","1186"
"Marlon Byrd","Phillies","495","150","7","45","44","94",".303",".784","3.6","11","950"
"Miguel Tejada","Athletics","636","177","27","106","53","65",".278",".807","3.4","10","941"
"Keith Ginter","Brewers","358","92","14","44","37","87",".257",".779","0.7","1","1500"
"Jose Cruz","Giants","539","135","20","68","102","121",".250",".779","3.2","5","1296"
"Ricky Ledee","Phillies","255","63","13","46","34","59",".247",".809","0.7","0","1407"
"Raul Ibanez","Royals","608","179","18","90","49","81",".294",".799","2.0","8","607"
"Ellis Burks","Indians","198","52","6","28","27","46",".263",".779","0.6","1","372"
"Reed Johnson","Blue Jays","412","121","10","52","20","67",".294",".780","0.9","5","1702"
"Hideki Matsui","Yankees","623","179","16","106","63","86",".287",".788","0.2","2","1659"
"Jacque Jones","Twins","517","157","16","69","21","105",".304",".797","1.8","13","735"
"Eric Karros","Cubs","336","96","12","40","28","46",".286",".786","-0.5","1","659"
"Ichiro Suzuki","Mariners","679","212","13","62","36","69",".312",".788","5.7","34","1101"
"Bernie Williams","Yankees","445","117","15","64","71","61",".263",".778","0.0","5","857"
"Hee Seop Choi","Cubs","202","44","8","28","37","71",".218",".771","1.0","1","270"
"Jeff Conine","- - -","577","163","20","95","50","70",".282",".797","1.9","5","131"
"Angel Berroa","Royals","567","163","17","73","29","100",".287",".789","2.7","21","591"
"Ramon Hernandez","Athletics","483","132","21","78","33","79",".273",".789","3.3","0","918"
"Mike Cameron","Mariners","534","135","18","76","70","137",".253",".774","5.3","17","1070"
"Michael Young","Rangers","666","204","14","72","36","103",".306",".785","2.7","13","1286"
"Rob Mackowiak","Pirates","174","47","6","19","15","53",".270",".784","0.9","6","995"
"Marquis Grissom","Giants","587","176","20","79","20","82",".300",".790","2.5","11","652"
"Eric Byrnes","Athletics","414","109","12","51","42","71",".263",".792","1.5","10","905"
"John Olerud","Mariners","539","145","10","83","84","67",".269",".761","2.1","0","1093"
"Miguel Cabrera","Marlins","314","84","12","62","25","84",".268",".793","0.8","0","1744"
"Tino Martinez","Cardinals","476","130","15","69","53","71",".273",".781","1.0","1","1168"
"Aaron Rowand","White Sox","157","45","6","24","7","21",".287",".780","1.4","0","254"
"Randy Winn","Mariners","600","177","11","75","41","108",".295",".771","3.6","23","1235"
"Ryan Freel","Reds","137","39","4","12","9","13",".285",".775","1.0","9","1207"
"Aaron Boone","- - -","592","158","24","96","46","104",".267",".780","2.1","23","311"
"Matt Lawton","Indians","374","93","15","53","47","47",".249",".762","0.5","10","390"
"Craig Biggio","Astros","628","166","15","62","57","116",".264",".763","2.0","8","549"
"Aramis Ramirez","- - -","607","165","27","106","42","99",".272",".788","2.1","2","1002"
"Ronnie Belliard","Rockies","447","124","8","50","49","71",".277",".760","0.3","7","677"
"D'Angelo Jimenez","- - -","561","153","14","57","66","89",".273",".764","2.3","11","1038"
"Wes Helms","Brewers","476","124","23","67","43","131",".261",".780","0.9","0","94"
"Carlos Pena","Tigers","452","112","18","50","53","123",".248",".772","0.6","4","934"
"Greg Norton","Rockies","179","47","6","31","16","47",".263",".772","0.4","2","1388"
"Bobby Kielty","- - -","427","104","13","57","71","92",".244",".758","0.3","8","736"
"Jamie Burke","White Sox","8","3","0","2","0","0",".375",".750","0.0","0","6"
"Carlos Guillen","Mariners","388","107","7","52","52","64",".276",".753","2.3","4","1079"
"Jose Reyes","Mets","274","84","5","32","13","36",".307",".769","2.2","13","1736"
"Lyle Overbay","Diamondbacks","254","70","4","28","35","67",".276",".767","0.9","1","1617"
"Michael Tucker","Royals","389","102","13","55","39","88",".262",".771","-0.9","8","635"
"Clint Barmes","Rockies","25","8","0","2","0","10",".320",".757","-0.2","0","1830"
"Pedro Feliz","Giants","235","58","16","48","10","53",".247",".793","1.4","2","1112"
"Sean Casey","Reds","573","167","14","80","51","58",".291",".758","0.7","4","314"
"Keith Lockhart","Padres","95","23","3","8","13","19",".242",".750","0.4","0","1380"
"B.J. Surhoff","Orioles","319","94","5","41","29","29",".295",".758","0.5","2","117"
"Jose Valentin","White Sox","503","119","28","74","54","114",".237",".776","3.9","8","256"
"Eric Hinske","Blue Jays","449","109","12","63","59","104",".243",".765","1.4","12","1305"
"Sean Burroughs","Padres","517","148","7","58","44","75",".286",".755","2.7","7","1021"
"Charles Johnson","Rockies","356","82","20","61","49","84",".230",".775","1.3","1","523"
"Jolbert Cabrera","Dodgers","347","98","6","37","17","62",".282",".770","0.6","6","373"
"Jay Gibbons","Orioles","630","173","23","100","49","89",".275",".780","0.8","0","141"
"Russell Branyan","Reds","176","38","9","26","27","69",".216",".759","1.2","0","370"
"Amaury Telemaco","Phillies","14","4","0","0","0","4",".286",".786","0.2","0","1802"
"Shea Hillenbrand","- - -","515","144","20","97","24","70",".280",".782","-0.1","1","196"
"Todd Hundley","Dodgers","33","6","2","11","8","13",".182",".735","0.1","0","284"
"Scott Spiezio","Angels","521","138","16","83","46","66",".265",".779","1.5","6","37"
"Jeffrey Hammonds","- - -","132","32","4","13","16","28",".242",".753","0.2","1","687"
"Brian Daubach","White Sox","183","42","6","21","34","54",".230",".740","0.0","1","186"
"Tony Graffanino","White Sox","250","65","7","23","24","37",".260",".759","1.6","8","235"
"Todd Walker","Red Sox","587","166","13","85","48","54",".283",".760","0.9","1","359"
"Dernell Stenson","Reds","81","20","3","13","11","24",".247",".753","0.5","0","215"
"Junior Spivey","Diamondbacks","365","93","13","50","33","95",".255",".759","0.1","4","74"
"Alex Escobar","Indians","99","27","5","14","7","33",".273",".769","0.7","1","383"
"Michael Cuddyer","Twins","102","25","4","8","12","19",".245",".756","-0.4","1","1534"
"Benito Santiago","Giants","401","112","11","56","29","69",".279",".753","1.4","0","1130"
"Jeromy Burnitz","- - -","464","111","31","77","35","112",".239",".786","1.3","5","867"
"Ben Grieve","Devil Rays","165","38","4","17","32","41",".230",".716","0.0","0","1209"
"Chris Stynes","Rockies","443","113","11","73","48","76",".255",".748","2.1","3","303"
"Johnny Damon","Red Sox","608","166","12","67","68","74",".273",".750","2.4","30","185"
"Juan Rivera","Yankees","173","46","7","26","10","27",".266",".773","0.9","0","843"
"Vinny Castilla","Braves","542","150","22","76","26","86",".277",".771","1.9","1","84"
"Tony Clark","Mets","254","59","16","43","24","73",".232",".772","-0.2","0","182"
"Juan Pierre","Marlins","668","204","1","41","55","35",".305",".734","4.2","65","443"
"Juan Encarnacion","Marlins","601","162","19","94","37","82",".270",".759","0.0","19","320"
"Adam Kennedy","Angels","449","121","13","49","45","73",".269",".743","2.9","22","19"
"Robin Ventura","- - -","392","95","14","55","58","87",".242",".741","1.4","0","854"
"Julio Lugo","- - -","498","135","15","55","44","100",".271",".743","2.7","12","565"
"Jerry Hairston","Orioles","218","59","2","21","23","25",".271",".725","0.8","14","144"
"Robert Fick","Braves","409","110","11","80","42","47",".269",".753","0.9","1","466"
"Luis Terrero","Diamondbacks","4","1","0","0","0","1",".250",".650","0.0","0","1765"
"Doug Mirabelli","Red Sox","163","42","6","18","11","36",".258",".755","0.6","0","202"
"Brian Banks","Marlins","149","35","4","23","25","38",".235",".731","0.5","2","1589"
"Ben Broussard","Indians","386","96","16","55","32","75",".249",".755","0.5","5","312"
"Mendy Lopez","Royals","94","26","3","11","4","28",".277",".753","0.0","2","1458"
"Scott Hatteberg","Athletics","541","137","12","61","66","53",".253",".725","0.1","0","916"
"Torii Hunter","Twins","581","145","26","102","50","106",".250",".762","3.5","6","731"
"Barry Larkin","Reds","241","68","2","18","22","32",".282",".726","0.8","2","335"
"Fred McGriff","Dodgers","297","74","13","40","31","66",".249",".750","0.4","0","293"
"Ruben Sierra","- - -","307","83","9","43","27","47",".270",".748","0.1","2","1099"
"Eric Munson","Tigers","313","75","18","50","35","61",".240",".753","0.3","3","481"
"Pedro Swann","Orioles","14","3","1","2","1","4",".214",".767","0.0","0","1323"
"Bill Hall","Brewers","142","37","5","20","7","28",".261",".756","0.0","1","1605"
"Jason LaRue","Reds","379","87","16","50","33","111",".230",".743","1.7","3","337"
"Eric Young","- - -","475","119","15","34","57","44",".251",".727","0.8","28","716"
"Rich Aurilia","Giants","505","140","13","58","36","82",".277",".735","2.0","2","1106"
"Mark Kotsay","Padres","482","128","7","38","56","82",".266",".726","4.1","6","1042"
"Mike Bordick","Blue Jays","343","94","5","54","33","60",".274",".722","1.8","3","129"
"Guillermo Mota","Dodgers","9","2","1","2","0","4",".222",".778","0.1","0","1467"
"Rocco Baldelli","Devil Rays","637","184","11","78","30","128",".289",".742","1.8","27","1656"
"Gabe Kapler","- - -","225","61","4","27","22","41",".271",".727","-0.3","6","1256"
"Brady Clark","Brewers","315","86","6","40","21","40",".273",".733","0.2","13","1398"
"Chris Richard","Rockies","27","6","1","3","3","6",".222",".744","-0.1","0","163"
"David Segui","Orioles","224","59","5","25","26","47",".263",".725","0.0","1","169"
"Randall Simon","- - -","410","113","16","72","16","37",".276",".743","0.7","0","497"
"Joe Crede","White Sox","536","140","19","75","32","75",".261",".741","2.0","1","227"
"Chad Moeller","Diamondbacks","239","64","7","29","23","59",".268",".770","0.8","1","66"
"Michel Hernandez","Yankees","4","1","0","0","1","1",".250",".650","0.0","0","1835"
"Tom Wilson","Blue Jays","256","66","5","35","28","80",".258",".722","0.4","0","1328"
"Matt Kata","Diamondbacks","288","74","7","29","25","53",".257",".736","0.2","3","1741"
"Corky Miller","Reds","30","8","0","1","5","7",".267",".661","0.1","0","342"
"John Flaherty","Yankees","105","28","4","14","4","19",".267",".754","0.4","0","1206"
"Jared Sandberg","Devil Rays","136","29","6","23","16","52",".213",".739","0.8","0","1224"
"Jeremy Giambi","Red Sox","127","25","5","15","26","42",".197",".696","-0.1","1","913"
"Bengie Molina","Angels","409","115","14","71","13","31",".281",".746","2.1","1","24"
"Chris Truby","Devil Rays","43","12","0","3","5","13",".279",".703","0.4","0","799"
"Jason Tyner","Devil Rays","90","25","0","6","10","12",".278",".706","0.3","2","1232"
"Shane Spencer","- - -","395","99","12","49","45","92",".251",".721","0.4","2","848"
"Edgardo Alfonzo","Giants","514","133","13","81","58","41",".259",".726","1.3","5","859"
"Antonio Perez","Devil Rays","125","31","2","12","18","34",".248",".705","0.8","4","1708"
